Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
3003	62.4437	0.609925	0.444458	0	19.6098	0	0.1261	0
3004	248.301	0.477129	0.497375	1	19.1552	2	0.0658248	0
3005	20.7679	0.139767	0.362108	1	9.6372	0	0.225446	95.4896
3006	55.3571	0.146126	0.503167	0	22.0994	1	0.0531557	0
3007	73.2891	0.343816	0.338137	0	24.402	2	0.0991039	0
3008	110.821	0.487087	0.208708	1	24.9306	0	0.245226	338.169
3009	173.571	0.33396	0.297425	1	7.41862	1	0.0997263	51770.2
3010	169.555	0.268097	0.58236	0	20.1082	1	0.151751	0
3011	66.0862	0.285698	0.367227	0	12.4724	0	0.120365	0
3012	25.6388	0.737011	0.256942	1	5.14194	2	0.117719	74282.9
3013	30.9462	0.690727	0.298687	0	12.1027	0	0.0953038	79.048
3014	173.912	0.0211439	0.233061	1	14.2039	1	0.15219	2902.26
3015	194.819	0.116816	0.463513	0	20.8141	2	0.247208	0
3016	122.226	0.699898	0.348587	1	20.811	2	0.053589	0
3017	201.583	0.622797	0.574867	1	16.1101	1	0.0740102	0
3018	202.231	0.685967	0.549106	0	9.85214	0	0.0787636	1346.59
3019	194.081	0.825922	0.469463	1	21.1455	2	0.0814877	0
3020	230.161	0.766954	0.207997	0	12.8277	0	0.0598903	177.285
3021	110.86	0.648679	0.36932	0	8.47742	1	0.148413	99318.2
3022	48.0656	0.687211	0.441029	1	24.9623	2	0.194435	0
3023	192.368	0.737668	0.244405	1	6.81616	1	0.104943	121613
3024	221.36	0.910555	0.235788	0	15.2892	0	0.107329	67.5309
3025	13.5696	0.0178439	0.356937	0	17.315	1	0.237506	24051
3026	132.554	0.759651	0.550864	1	24.3684	0	0.0690958	0
3027	234.719	0.263738	0.584534	0	23.6974	2	0.0889467	0
3028	151.712	0.953304	0.37198	1	20.2438	2	0.24855	0
3029	240.941	0.0716651	0.42189	1	6.54513	1	0.157624	144131
3030	104.236	0.490216	0.346856	0	11.595	0	0.15125	0
3031	107.595	0.190634	0.548987	0	19.423	1	0.109612	0
3032	15.324	0.121096	0.535725	1	24.9514	0	0.12342	0
3033	164.394	0.711201	0.408881	1	17.8519	2	0.192358	0
3034	99.8303	0.620159	0.57114	0	16.7557	0	0.189196	0
3035	210.022	0.101541	0.421797	0	9.59657	2	0.057118	4254.96
3036	247.368	0.615745	0.213243	1	9.07429	1	0.215654	149158
3037	204.107	0.857576	0.534276	0	22.7507	1	0.117266	0
3038	15.1451	0.8892	0.462368	1	14.592	2	0.172776	0
3039	97.9594	0.752311	0.46407	1	20.7723	0	0.20929	0
3040	176.149	0.302185	0.599699	0	8.40347	0	0.122959	292.954
3041	225.959	0.590515	0.365758	1	16.7947	2	0.101584	0
3042	248.132	0.23348	0.544882	0	6.86133	1	0.133969	138092
3043	121.159	0.974432	0.333735	1	15.2356	0	0.171392	34470.8
3044	247.872	0.813663	0.446923	0	8.31144	2	0.121575	4734.49
3045	23.6619	0.56645	0.413795	0	10.9357	1	0.145528	13794.7
3046	47.1956	0.772812	0.572889	1	16.0026	2	0.160648	0
3047	149.607	0.448752	0.243125	1	21.0681	1	0.188614	165.327
3048	207.882	0.550011	0.545303	0	13.4118	0	0.147251	0
3049	211.625	0.719295	0.444619	0	13.2982	0	0.0527204	1507.18
3050	219.714	0.431711	0.583435	1	15.5336	2	0.230105	0
3051	42.8902	0.64637	0.541775	0	19.2781	1	0.173335	0
3052	227.79	0.0600144	0.471813	1	7.44398	0	0.141611	17253.9
3053	186.196	0.35877	0.372437	1	17.8866	1	0.0772759	0
3054	98.6372	0.888677	0.272196	0	12.8044	2	0.190218	3669.6
3055	204.252	0.353967	0.265961	1	7.17354	0	0.0580514	1501.05
3056	87.5385	0.110761	0.562154	0	19.9894	1	0.073111	0
3057	149.095	0.756139	0.583794	0	11.6239	2	0.227061	4562.65
3058	201.764	0.538738	0.240517	1	7.84897	0	0.206353	70.1115
3059	69.7861	0.644102	0.325254	0	16.233	1	0.158795	0
3060	159.781	0.505173	0.254139	1	21.4053	2	0.135021	66.4847
3061	157.827	0.114625	0.37645	0	6.6116	1	0.0509582	7097.04
3062	240.316	0.0441781	0.536817	1	18.3951	0	0.148278	85.3599
3063	238.449	0.525189	0.388138	0	20.5913	2	0.146805	0
3064	101.732	0.873028	0.314841	1	24.6922	2	0.169115	0
3065	43.4626	0.340609	0.423898	1	17.8817	1	0.117738	0
3066	148.167	0.937671	0.415037	0	13.868	0	0.0727957	0
3067	217.118	0.216056	0.389653	0	24.6349	0	0.204809	0
3068	243.765	0.505826	0.426734	1	19.4581	2	0.0805782	0
3069	83.6318	0.482872	0.38775	1	24.8315	1	0.166455	0
3070	1.42841	0.504057	0.563712	0	23.1402	1	0.180752	0
3071	152.622	0.209231	0.37273	0	16.7073	2	0.0887213	0
3072	52.4453	0.46114	0.200661	1	24.465	0	0.0908655	477.797
3073	73.6435	0.0397104	0.572283	0	5.44262	2	0.0518385	8150.1
3074	158.075	0.133142	0.574285	1	20.6105	1	0.19498	0
3075	68.4625	0.508768	0.526827	1	13.8481	0	0.227892	0
3076	231.939	0.813148	0.380875	0	22.3466	1	0.0712807	0
3077	26.8886	0.888412	0.577212	1	11.818	0	0.174704	0
3078	241.104	0.147811	0.410099	0	8.09893	2	0.14638	4630.06
3079	133.968	0.541067	0.462264	0	21.3632	0	0.177645	0
3080	215.455	0.447196	0.477361	1	22.3986	2	0.147611	0
3081	72.552	0.891639	0.408432	0	6.62321	1	0.199098	148099
3082	164.451	0.386535	0.408612	1	12.1364	0	0.131	0
3083	216.749	0.79623	0.202936	1	11.2724	1	0.162685	38984
3084	173.687	0.776221	0.593952	0	5.60242	2	0.21836	99100.5
3085	60.0411	0.0496035	0.356515	1	7.05349	0	0.132293	54138.8
3086	108.919	0.31422	0.325125	0	11.4882	2	0.232214	3503.49
3087	24.8788	0.702082	0.521942	1	16.4302	1	0.17459	0
3088	211.442	0.713171	0.369698	0	23.9007	2	0.130283	0
3089	37.6492	0.389151	0.488333	1	10.5012	0	0.0728482	114.679
3090	159.745	0.13791	0.424741	0	13.1187	1	0.214027	0
3091	193.919	0.533659	0.554258	1	22.8416	0	0.104113	0
3092	37.8254	0.692416	0.534522	0	6.05544	1	0.193096	145663
3093	35.7845	0.348253	0.377071	0	22.2997	2	0.0907989	0
3094	134.976	0.256514	0.530675	1	13.2212	0	0.228096	0
3095	169.545	0.694263	0.241368	0	24.0477	2	0.21663	102.021
3096	144.883	0.0150522	0.464485	1	6.41498	1	0.155684	144486
3097	137.256	0.443845	0.210375	1	14.3257	2	0.18981	2775.62
3098	49.6522	0.312507	0.277864	0	6.59143	0	0.0805896	446.147
3099	203.161	0.366785	0.468833	0	24.5198	1	0.0653844	0
3100	45.5231	0.802298	0.382955	1	7.96676	2	0.175416	4206.98
3101	94.4029	0.405494	0.33176	1	6.10842	0	0.10621	1123.7
3102	165.044	0.775926	0.530174	0	21.9314	1	0.103212	0
3103	214.709	0.291444	0.267979	1	13.1537	2	0.0801504	0
3104	66.3136	0.738498	0.362125	0	23.045	1	0.0954363	0
3105	117.488	0.509912	0.560995	0	22.2007	0	0.146636	0
3106	200.724	0.755214	0.45537	1	9.40281	2	0.102506	4498.69
3107	24.2421	0.0446013	0.475138	1	14.8745	1	0.244458	58325.6
3108	85.8285	0.315617	0.331977	0	15.7829	0	0.0662783	0
3109	228.511	0.205105	0.54779	1	6.45436	0	0.236285	8241.33
3110	196.823	0.900892	0.511337	0	22.7159	2	0.0591611	0
3111	140.878	0.929513	0.265835	0	9.3232	1	0.163237	92234.3
3112	23.1269	0.224106	0.447873	1	19.8169	0	0.236087	0
3113	197.373	0.269479	0.462773	1	16.7271	2	0.154536	0
3114	188.867	0.596335	0.272804	0	16.0129	1	0.104832	0.707305
3115	105.471	0.932904	0.515194	1	23.0771	1	0.190177	0
3116	204.726	0.318149	0.30041	0	9.55188	2	0.131182	3637.64
3117	45.6595	0.716234	0.538444	0	18.9069	0	0.183128	0
3118	236.128	0.918718	0.231166	1	18.2708	0	0.200063	70.0118
3119	139.345	0.939795	0.548209	0	6.86877	2	0.0688764	116903
3120	73.7991	0.931715	0.559169	1	10.0853	1	0.117084	19664.6
3121	37.7193	0.317132	0.375703	1	18.2068	2	0.0721407	0
3122	223.33	0.274822	0.476493	0	7.06553	1	0.247415	144381
3123	100.81	0.0482999	0.331004	0	21.7635	0	0.233692	3253.3
3124	114.182	0.309536	0.253387	1	19.2242	0	0.0858718	123.915
3125	76.0291	0.874387	0.408177	0	23.2529	2	0.0566049	0
3126	129.389	0.217684	0.318527	1	12.1112	1	0.167535	23945.3
3127	134.911	0.932626	0.210324	0	20.7962	1	0.0885517	292.877
3128	163.804	0.0795914	0.270531	1	22.9485	0	0.0528328	16.9792
3129	206.452	0.580823	0.549621	0	24.1708	2	0.242871	0
3130	242.891	0.130319	0.500012	1	24.852	0	0.204174	0
3131	13.1154	0.0389765	0.218871	0	17.875	1	0.143539	2455.52
3132	149.708	0.785633	0.36046	1	6.81545	2	0.0800791	6681.15
3133	165.785	0.38723	0.426266	1	11.7693	0	0.243257	0
3134	138.884	0.811878	0.351376	0	20.5254	1	0.206925	0
3135	248.543	0.582206	0.468488	0	19.4353	2	0.189755	0
3136	226.841	0.987732	0.363673	1	5.30279	1	0.153638	147390
3137	115.146	0.484015	0.265103	0	12.5549	0	0.087735	79.6995
3138	204.48	0.0546161	0.5298	1	14.833	2	0.0520637	0
3139	36.5032	0.447927	0.399103	0	11.6542	0	0.124209	0
3140	19.6045	0.548403	0.4004	1	7.14326	1	0.176091	148896
3141	86.05	0.160078	0.224628	0	19.9243	2	0.0639093	295.133
3142	158.586	0.0922594	0.340927	1	16.9022	2	0.190824	0
3143	15.7282	0.478181	0.491013	0	23.0921	0	0.116284	0
3144	233.338	0.767961	0.513429	1	5.33466	1	0.233354	146310
3145	11.6296	0.247454	0.247847	0	17.7295	1	0.0601161	312.344
3146	87.6218	0.19901	0.384428	1	15.4069	2	0.172441	0
3147	99.9887	0.866938	0.227455	0	8.74152	0	0.227788	259.415
3148	234.246	0.44748	0.410793	1	16.7718	2	0.20656	0
3149	16.1123	0.140406	0.538877	1	22.5126	1	0.0816346	0
3150	167.587	0.409321	0.301036	0	10.2638	0	0.169795	0
3151	61.1712	0.522294	0.594777	0	14.5006	0	0.132195	0
3152	36.5394	0.343116	0.392053	1	18.463	2	0.177683	0
3153	110.694	0.0176094	0.245262	1	15.0904	1	0.140055	2701.41
3154	225.84	0.409959	0.273639	0	17.3797	0	0.171758	0
3155	151.493	0.0523158	0.260329	1	13.6608	2	0.22187	3119.46
3156	28.6627	0.932446	0.32202	0	17.6963	1	0.131986	21.2974
3157	69.7715	0.41955	0.338333	0	13.5942	0	0.0811829	0
3158	234.338	0.886816	0.366039	1	13.4333	1	0.200225	0
3159	178.354	0.0904393	0.563466	0	11.6768	2	0.130601	4204.78
3160	216.816	0.0907892	0.4736	1	24.7799	0	0.138302	0
3161	209.431	0.16415	0.546651	0	14.3723	2	0.228941	0
3162	37.8591	0.903321	0.566836	1	5.39384	1	0.16673	145907
3163	229.421	0.765751	0.41462	1	6.79442	2	0.122573	5054.97
3164	40.2981	0.356314	0.564792	0	18.7605	0	0.101564	0
3165	204.897	0.220842	0.438225	0	11.8624	1	0.092843	0
3166	247.795	0.0836184	0.446582	1	21.9018	1	0.0918439	0
3167	96.755	0.851707	0.538534	1	17.5666	2	0.0712478	0
3168	26.3244	0.572103	0.469943	0	14.1502	0	0.229325	0
3169	194.741	0.0487588	0.275413	1	20.3009	0	0.242337	4423.43
3170	95.4302	0.647115	0.399894	0	5.95703	2	0.175311	49020.3
3171	245.68	0.210314	0.433232	0	12.829	1	0.0641801	0
3172	172.002	0.449684	0.253448	1	5.81409	1	0.245359	152587
3173	221.202	0.288334	0.456501	1	23.4323	2	0.163203	0
3174	50.1149	0.352434	0.270727	0	6.75781	0	0.170834	148.294
3175	142.225	0.934403	0.57031	0	7.31906	2	0.194704	120893
3176	132.278	0.703231	0.279395	1	8.05505	0	0.117889	21.2391
3177	158.294	0.421662	0.493325	1	14.428	1	0.184358	0
3178	0.306405	0.302473	0.414165	0	9.99754	0	0.22429	0
3179	163.826	0.54442	0.572195	0	9.19801	2	0.0782252	4587.4
3180	179.756	0.138006	0.312001	1	23.8778	1	0.18717	0
3181	104.564	0.215696	0.344829	1	10.2654	1	0.200295	117328
3182	195.914	0.654206	0.369919	0	17.7655	2	0.0574248	0
3183	88.9564	0.578957	0.521838	0	16.3361	0	0.116924	0
3184	74.224	0.972149	0.551784	1	21.5853	1	0.14141	0
3185	182.182	0.199757	0.459973	0	18.0157	2	0.0955185	0
3186	67.1282	0.868036	0.596814	1	9.5587	0	0.154995	0
3187	140.484	0.240327	0.303105	1	11.5479	0	0.133002	0
3188	232.128	0.689352	0.264672	0	10.5855	1	0.164973	58711
3189	57.2698	0.492939	0.383935	1	7.6995	2	0.092008	3741.66
3190	51.7426	0.893345	0.46423	0	22.0696	1	0.210972	0
3191	84.6723	0.307335	0.545934	1	18.7635	2	0.244364	0
3192	56.3315	0.114279	0.42536	0	10.6047	0	0.168704	0
3193	69.3542	0.878577	0.300273	1	10.1442	1	0.140476	29870.5
3194	40.9902	0.109475	0.475239	0	14.1765	0	0.0685737	0
3195	2.73342	0.642303	0.259971	1	13.7311	2	0.147095	2701.9
3196	81.5206	0.969027	0.244728	0	14.5168	1	0.220408	80528
3197	104.975	0.326618	0.573383	0	10.6889	0	0.217482	0
3198	0.734448	0.537724	0.461356	1	6.90755	2	0.127763	6958.88
3199	212.568	0.719848	0.295352	0	13.4236	0	0.1518	0
3200	136.435	0.0213211	0.554516	1	6.72489	1	0.19269	144029
3201	190.91	0.238088	0.415975	0	7.76624	2	0.160878	6891.24
3202	239.25	0.10626	0.36353	1	11.7653	1	0.0722163	0
3203	41.6311	0.865515	0.216278	1	15.524	0	0.112687	412.931
3204	69.9577	0.848338	0.261374	0	11.2062	2	0.200203	3130.32
3205	127.556	0.772944	0.239283	1	24.9526	0	0.0546272	164.069
3206	204.98	0.797056	0.327955	0	16.955	1	0.18719	0
3207	22.6394	0.720174	0.30686	1	5.91753	2	0.197003	76002.1
3208	203.178	0.624511	0.486438	0	10.2111	2	0.157241	4531.91
3209	67.0678	0.116295	0.559353	0	13.3128	0	0.0784992	0
3210	191.722	0.333178	0.499282	1	17.069	1	0.108278	0
3211	175.38	0.752721	0.571747	0	10.9947	1	0.237155	102992
3212	204.617	0.401557	0.223502	1	6.18196	0	0.068431	1176.03
3213	35.6989	0.676383	0.210855	1	20.8629	2	0.132845	2239.21
3214	89.3641	0.753432	0.477709	0	8.22386	0	0.181568	0
3215	29.1702	0.663386	0.431154	0	5.08032	2	0.139295	73367.8
3216	20.3395	0.401488	0.386752	1	22.8588	1	0.0592666	0
3217	150.55	0.0693588	0.559502	0	12.802	0	0.229138	339.586
3218	140.845	0.988638	0.50191	1	13.996	2	0.0696541	120268
3219	9.95679	0.369703	0.531525	0	12.4067	1	0.202373	0
3220	11.6519	0.132364	0.372792	1	14.8761	2	0.237334	3144.81
3221	194.007	0.4173	0.310652	1	17.5845	0	0.248289	0
3222	189.769	0.593028	0.535274	0	18.1633	1	0.234701	0
3223	34.6038	0.947988	0.434801	1	5.80884	2	0.0652656	132707
3224	27.2828	0.511311	0.586071	0	19.598	0	0.199564	0
3225	182.66	0.682631	0.515071	0	24.9986	1	0.209321	0
3226	154.281	0.209561	0.228488	1	8.01408	1	0.118213	71237.8
3227	231.646	0.204402	0.520455	0	17.9315	2	0.201753	0
3228	7.33123	0.11023	0.330869	1	13.3507	0	0.193703	216.32
3229	25.6771	0.148576	0.436951	1	17.1464	1	0.175018	0
3230	225.871	0.520736	0.246901	0	16.3873	2	0.149691	28.4112
3231	32.8375	0.628363	0.286632	0	5.438	0	0.132523	630.754
3232	220.742	0.835927	0.467302	1	14.8852	2	0.165927	0
3233	233.407	0.80486	0.341555	1	20.7995	1	0.0558713	0
3234	185.829	0.851557	0.564745	0	6.46573	0	0.181079	80699.4
3235	7.32346	0.254293	0.272305	0	11.119	0	0.22332	213.517
3236	139.296	0.142298	0.422314	1	19.0279	2	0.179959	0
3237	5.86128	0.460836	0.302294	1	8.61111	1	0.108024	4040.21
3238	199.944	0.406242	0.277247	0	20.5651	1	0.121328	0
3239	185.578	0.480169	0.316865	1	13.5748	2	0.144335	0
3240	221.548	0.241944	0.569365	0	17.2156	0	0.221139	0
3241	214.416	0.120612	0.342791	0	24.2018	2	0.0777826	0
3242	142.882	0.918885	0.544232	1	15.6112	0	0.0553782	0
3243	201.425	0.678445	0.495439	0	12.4894	1	0.246573	87514.5
3244	126.389	0.487964	0.285342	1	16.8297	0	0.0772867	13.3228
3245	182.807	0.356669	0.428784	1	16.0747	1	0.0613067	0
3246	86.1096	0.704251	0.492717	0	11.6718	2	0.0864269	0
3247	60.3547	0.277586	0.466157	1	21.2742	0	0.162276	0
3248	193.739	0.248723	0.255464	0	5.89295	1	0.0887139	129771
3249	156.541	0.332474	0.213987	1	22.0972	2	0.083259	242.788
3250	109.516	0.713385	0.463858	0	6.39872	0	0.0764024	4997.12
3251	81.6246	0.526434	0.206949	0	22.2523	1	0.20561	5829.09
3252	245.249	0.19989	0.519739	1	16.8155	2	0.139394	0
3253	97.7108	0.834673	0.404874	0	18.3127	1	0.0548882	0
3254	39.834	0.667254	0.504952	1	23.964	2	0.223502	0
3255	131.953	0.691678	0.484725	0	20.714	0	0.0594994	0
3256	15.8716	0.977828	0.32923	1	15.3578	1	0.198173	97707.2
3257	238.096	0.727276	0.31517	0	17.7069	0	0.143943	0
3258	133.017	0.760657	0.362219	1	17.1039	2	0.183352	0
3259	138.002	0.617302	0.490384	1	11.7962	2	0.166413	4183.03
3260	7.39076	0.349138	0.257901	0	23.1987	0	0.0631191	274.767
3261	199.268	0.396734	0.411291	1	9.17432	1	0.122801	24776.3
3262	136.056	0.297925	0.380061	0	22.8253	1	0.211526	0
3263	229.529	0.300984	0.584737	1	24.9832	0	0.128369	0
3264	28.0595	0.0787577	0.30966	0	24.4464	2	0.0679789	51.1068
3265	22.836	0.468274	0.41084	1	18.6184	0	0.138792	0
3266	195.275	0.224791	0.457222	0	6.9934	2	0.0709134	5376.99
3267	32.9892	0.636048	0.403856	0	24.5227	1	0.2328	0
3268	13.8113	0.451419	0.5757	1	9.79731	0	0.240982	0
3269	6.46755	0.0746141	0.423671	0	10.7494	2	0.16166	3609.25
3270	42.5908	0.143141	0.335021	1	15.8149	1	0.133378	0
3271	212.234	0.391491	0.535079	1	10.5544	1	0.23404	126068
3272	231.486	0.235811	0.302704	0	5.06405	2	0.0874274	5928.29
3273	120.708	0.0188863	0.316945	1	19.9798	0	0.197109	28795.8
3274	58.9058	0.488337	0.465951	0	18.021	1	0.0791266	0
3275	81.8476	0.577939	0.458513	1	17.2122	0	0.0788749	0
3276	101.785	0.0116254	0.545747	0	11.2815	2	0.184632	4421
3277	236.699	0.526774	0.200573	1	10.4479	2	0.094837	2929.2
3278	230.197	0.343394	0.377703	0	10.0384	0	0.0535649	2221.52
3279	94.0847	0.401082	0.598727	0	18.439	1	0.249475	0
3280	240.196	0.587314	0.480156	1	17.7016	0	0.191953	0
3281	32.5579	0.291913	0.33849	1	23.7414	2	0.101459	0
3282	191.191	0.808397	0.522259	0	12.2416	1	0.236892	85760.9
3283	154.986	0.154139	0.289173	1	18.9273	0	0.214608	0
3284	199.803	0.309839	0.270575	0	6.72307	2	0.187787	5190.36
3285	122.173	0.231895	0.31525	1	24.6802	1	0.221328	70.6474
3286	135.699	0.372247	0.362623	0	14.3448	0	0.0953426	0
3287	173.96	0.307586	0.402035	1	5.16495	1	0.100181	143367
3288	127.251	0.364999	0.594104	0	9.02193	2	0.245582	4727.38
3289	200.543	0.440344	0.540074	1	17.5316	0	0.126131	0
3290	173.998	0.24095	0.336952	0	8.19923	2	0.181665	6340.52
3291	34.5313	0.0601732	0.581636	1	12.4809	1	0.247152	94199.1
3292	160.488	0.116648	0.250328	0	6.57254	2	0.175677	4555.1
3293	191.653	0.129866	0.502949	0	16.12	1	0.222122	0
3294	129.035	0.387327	0.441852	1	8.59992	0	0.146286	0
3295	61.1936	0.225293	0.589671	1	20.0403	0	0.0786383	0
3296	16.0536	0.283596	0.404533	0	6.03614	1	0.182889	150013
3297	132.199	0.270143	0.249551	0	17.6028	2	0.131872	115.484
3298	141.377	0.43294	0.495459	1	20.9054	2	0.137552	0
3299	144.195	0.94023	0.546149	1	14.6117	0	0.102798	0
3300	166.796	0.2032	0.422931	0	5.87457	1	0.0569328	10032.4
3301	207.64	0.450612	0.436886	1	16.7685	2	0.111476	0
3302	67.6586	0.413065	0.299764	0	13.6746	0	0.126953	31.9035
3303	207.058	0.332565	0.270064	1	19.2237	1	0.20108	29.4668
3304	112.468	0.395305	0.329424	0	21.8177	2	0.12411	0
3305	104.812	0.865397	0.414077	1	11.5926	1	0.205469	76776.9
3306	235.419	0.120466	0.366477	0	19.31	0	0.054763	0
3307	168.567	0.926797	0.276722	1	21.4642	2	0.0764695	3.49176
3308	24.761	0.0897367	0.495619	0	10.4223	0	0.238961	106.187
3309	226.825	0.0334292	0.462562	1	9.53559	1	0.0860077	4473.4
3310	64.153	0.559314	0.269339	0	21.1551	2	0.220759	132.463
3311	110.92	0.379679	0.523183	1	24.7485	1	0.215586	0
3312	222.932	0.477733	0.203674	0	18.3309	0	0.232085	208.039
3313	96.667	0.708381	0.378545	1	24.2919	2	0.139133	0
3314	37.5639	0.946053	0.281306	0	14.8781	0	0.218686	515.694
3315	240.2	0.144366	0.287579	1	17.7233	1	0.0723954	0
3316	95.153	0.440596	0.590362	0	19.2642	0	0.167115	0
3317	224.334	0.0664118	0.488649	1	15.3991	2	0.229206	0
3318	133.439	0.0679625	0.383602	0	22.207	1	0.20202	0
3319	222.898	0.0574237	0.56661	0	18.526	0	0.162493	0
3320	188.721	0.739963	0.435823	1	22.5428	2	0.205441	0
3321	28.5249	0.272676	0.536997	0	11.4967	1	0.136867	4159.35
3322	85.4023	0.815685	0.521114	1	16.9315	2	0.0686281	0
3323	234.523	0.112449	0.2936	0	12.6733	0	0.0838722	0
3324	140.234	0.21267	0.395265	1	11.2946	1	0.186527	63525.2
3325	120.455	0.828374	0.580585	0	16.8621	1	0.182777	0
3326	53.2083	0.938826	0.531233	1	22.122	2	0.160543	0
3327	120.241	0.570824	0.536799	1	19.5826	0	0.118022	0
3328	42.6401	0.957993	0.357809	0	8.65638	0	0.112401	89193
3329	117.104	0.920284	0.242818	1	12.7651	1	0.0952212	3275.31
3330	236.005	0.410051	0.237161	0	10.5156	2	0.209599	3281.57
3331	221.245	0.620571	0.276527	1	8.79433	0	0.13265	0
3332	234.971	0.529229	0.493385	0	11.4262	1	0.136506	4560.28
3333	118.603	0.376259	0.54057	1	6.78016	2	0.0803831	5799.17
3334	46.4001	0.662187	0.454691	0	11.9678	1	0.131966	0
3335	229.976	0.144313	0.25267	0	16.973	0	0.0678009	11.9418
3336	57.4815	0.852062	0.423485	1	22.4362	2	0.0722768	0
3337	27.9735	0.668049	0.587437	0	8.03711	0	0.13008	241.711
3338	129.265	0.0684068	0.515471	1	7.55589	1	0.0859199	5410.75
3339	189.946	0.508505	0.516389	1	10.8049	2	0.106777	4309.29
3340	19.3676	0.506662	0.32937	0	9.88998	1	0.161674	74025.2
3341	73.4996	0.948431	0.375204	0	7.32108	0	0.187506	107467
3342	242.264	0.635553	0.363639	1	21.5748	2	0.145212	0
3343	198.234	0.510977	0.469979	0	20.1674	2	0.0614637	0
3344	55.1893	0.776846	0.313387	1	23.9306	1	0.0928363	14.4904
3345	136.313	0.597269	0.500864	0	23.1329	0	0.236198	0
3346	159.279	0.110719	0.555651	1	6.06231	0	0.161185	34546.8
3347	14.157	0.444804	0.477758	0	17.0756	2	0.141567	0
3348	146.465	0.186031	0.345786	1	18.4332	1	0.201324	0
3349	184.27	0.0211907	0.215736	0	9.91899	1	0.109362	2964.5
3350	87.5731	0.210296	0.391209	1	20.8369	0	0.211578	0
3351	89.2868	0.564413	0.55947	0	24.0261	2	0.195715	0
3352	207.154	0.545107	0.263275	1	14.8061	1	0.0631937	5.07273
3353	86.9601	0.0675453	0.497729	1	13.8347	2	0.246941	0
3354	0.0553445	0.760371	0.212098	0	22.1043	0	0.175478	511.001
3355	102.356	0.169534	0.54785	1	19.3775	0	0.169508	0
3356	183.633	0.304008	0.395697	0	17.4655	1	0.0576508	0
3357	147.639	0.0687707	0.400099	0	5.96983	2	0.207631	6964.91
3358	53.8824	0.408932	0.256427	1	11.7607	0	0.127696	200.434
3359	175.298	0.338014	0.424975	1	19.8265	1	0.0978498	0
3360	152.827	0.778042	0.28727	0	12.6879	2	0.206004	3293.81
3361	161.027	0.298662	0.248289	1	7.02093	0	0.102312	85.6352
3362	15.5316	0.0395103	0.424417	0	5.15568	1	0.238952	151020
3363	33.4588	0.445124	0.563917	0	22.8516	2	0.237436	0
3364	63.1773	0.396107	0.469318	1	24.0352	2	0.0914155	0
3365	110.958	0.765253	0.384902	0	14.7203	0	0.0757109	0
3366	227.129	0.404086	0.396735	1	16.5962	1	0.240676	0
3367	232.741	0.573377	0.587558	1	21.2425	1	0.0751546	0
3368	217.512	0.15148	0.292131	0	15.6609	2	0.204839	0
3369	42.9846	0.387974	0.361137	0	10.9795	0	0.177438	0
3370	247.027	0.152758	0.42682	1	6.19483	2	0.0640581	7635.01
3371	179.587	0.354319	0.278907	0	5.20373	0	0.230668	18548.8
3372	201.076	0.814876	0.389265	1	24.5168	1	0.204744	0
3373	83.3075	0.139426	0.276073	1	8.82917	0	0.120322	82.0559
3374	178.283	0.341334	0.314948	0	10.3019	1	0.10907	3542.66
3375	249.349	0.359994	0.535216	0	24.0391	2	0.246938	0
3376	236.278	0.280289	0.346207	1	10.0819	2	0.0939222	3875.36
3377	45.2347	0.376941	0.462437	0	20.8712	0	0.170256	0
3378	64.5232	0.053091	0.420249	1	8.28466	1	0.170316	142762
3379	175.525	0.786172	0.304915	0	22.1228	2	0.117139	0
3380	191.089	0.128131	0.469265	1	10.5255	1	0.135872	6707.81
3381	235.742	0.284109	0.424596	1	20.0292	0	0.0722595	0
3382	162.403	0.0942824	0.598189	0	6.70285	2	0.124956	7056.74
3383	49.2401	0.273872	0.3622	1	5.93031	1	0.213905	150966
3384	92.5695	0.152365	0.473581	0	5.55069	0	0.111754	15400.8
3385	246.24	0.7811	0.468384	1	5.31415	1	0.0816026	138063
3386	70.6523	0.499759	0.291504	0	15.3917	0	0.184468	50.1471
3387	247.021	0.58039	0.588182	1	22.1434	2	0.108683	0
3388	168.735	0.677692	0.32281	0	16.9916	1	0.0609131	0
3389	150.086	0.931368	0.516966	0	18.0837	0	0.109426	0
3390	5.7184	0.159164	0.224267	1	10.557	2	0.0737851	2611.05
3391	23.6358	0.298212	0.387528	0	15.2429	0	0.194077	0
3392	145.423	0.122338	0.3545	1	10.3431	1	0.111549	3671.11
3393	226.533	0.257155	0.563354	0	11.9131	2	0.154699	4339.65
3394	11.3354	0.0304256	0.487038	1	24.4351	2	0.165054	0
3395	141.905	0.405193	0.448693	0	19.1736	1	0.141133	0
3396	144.527	0.955229	0.434572	1	24.1532	0	0.197766	0
3397	192.023	0.0663169	0.271449	0	6.90238	2	0.189035	5204.79
