Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
4894	203.717	0.195559	0.573168	1	17.2097	2	0.0550147	0
4895	161.839	0.699144	0.396978	1	12.3428	0	0.210059	0
4896	208.86	0.210817	0.40159	0	7.70161	1	0.125507	98835.1
4897	29.4153	0.356852	0.590687	0	8.38528	2	0.194182	4659.98
4898	86.7582	0.528383	0.281043	1	8.96654	1	0.238587	150625
4899	25.5897	0.354617	0.432125	1	16.9047	0	0.243759	0
4900	208.55	0.108845	0.229718	0	21.1587	2	0.0548257	104.165
4901	214.907	0.680488	0.577952	0	16.279	0	0.159737	0
4902	122.857	0.0641175	0.480588	1	10.7532	1	0.133841	5251.07
4903	62.4526	0.923947	0.38798	1	17.8906	1	0.0970317	0
4904	127.787	0.790056	0.289035	0	20.9268	2	0.116876	6.21816
4905	18.4648	0.965616	0.422069	0	17.9075	0	0.0755933	0
4906	65.7089	0.622509	0.207349	1	13.577	1	0.159625	5249.15
4907	53.7341	0.470489	0.311791	0	7.65497	0	0.113528	18.7345
4908	86.6863	0.373291	0.362861	1	19.7345	2	0.0697751	0
4909	129.276	0.760168	0.205306	1	19.7206	1	0.203207	7136.99
4910	44.7328	0.402456	0.267609	0	16.8401	2	0.151236	2521.51
4911	114.884	0.807003	0.584607	0	23.6006	0	0.175123	0
4912	139.909	0.34695	0.409108	1	24.1452	0	0.0723761	0
4913	94.1809	0.613842	0.483797	1	24.6173	1	0.113456	0
4914	212.022	0.537369	0.525016	0	10.2913	2	0.0815653	4385.88
4915	193.335	0.815759	0.494764	1	12.5415	0	0.197675	0
4916	94.3535	0.502528	0.249835	0	17.7103	1	0.152859	166.043
4917	228.245	0.373516	0.559369	0	14.0606	2	0.249105	4156.92
4918	185.068	0.143021	0.533015	1	23.2509	0	0.163136	0
4919	184.013	0.0610325	0.260703	0	14.216	1	0.129919	2707.61
4920	158.499	0.19589	0.566757	1	16.2593	2	0.0889791	0
4921	133.243	0.324843	0.409445	1	24.2719	2	0.159824	0
4922	39.0892	0.35398	0.339858	0	12.5167	0	0.0898912	0
4923	4.6262	0.120407	0.340556	1	13.9838	1	0.144172	2806.84
4924	57.2898	0.906125	0.385883	0	7.56792	1	0.173929	140979
4925	200.239	0.80495	0.448918	0	17.4611	0	0.0771221	0
4926	122.482	0.0161671	0.327036	1	20.7768	2	0.18196	0
4927	238.235	0.327662	0.411442	0	11.3747	0	0.172811	0
4928	213.696	0.0657661	0.581917	1	7.15177	2	0.0560647	4769.05
4929	235.038	0.85514	0.599323	1	5.18317	1	0.204333	146087
4930	243.228	0.352729	0.532499	0	14.1145	1	0.181878	0
4931	159.361	0.364421	0.560193	1	19.2122	2	0.19785	0
4932	72.7653	0.468758	0.547513	0	11.9659	0	0.0976569	0
4933	83.3953	0.662259	0.599003	1	15.2387	0	0.119237	0
4934	79.7053	0.192906	0.599442	0	20.931	1	0.0899038	0
4935	102.798	0.924153	0.508001	0	18.2252	2	0.128395	0
4936	78.9693	0.896638	0.22017	1	23.5348	0	0.190128	329.15
4937	233.715	0.63567	0.441676	0	20.7228	2	0.105894	0
4938	33.7013	0.954014	0.593227	1	19.8245	1	0.104335	0
4939	126.131	0.764472	0.369044	1	7.31491	1	0.186574	147364
4940	198.593	0.0277767	0.309686	0	7.97208	0	0.198461	75801.2
4941	104.389	0.175379	0.49711	0	12.4572	2	0.127475	0
4942	98.5539	0.504787	0.533616	1	20.4143	0	0.0672713	0
4943	170.114	0.785003	0.476439	1	10.1354	2	0.24461	4866.7
4944	194.52	0.18432	0.335483	0	13.4536	1	0.092536	0
4945	32.7309	0.229848	0.45321	0	11.4051	0	0.190289	0
4946	88.0406	0.359222	0.245402	1	8.7184	1	0.159075	137394
4947	224.449	0.193442	0.206865	0	14.6376	2	0.146832	2780.2
4948	120.043	0.0435995	0.540139	1	21.3801	0	0.0521797	0
4949	16.2807	0.895633	0.391493	0	23.351	2	0.205295	0
4950	82.5115	0.374211	0.546849	1	9.44956	1	0.211028	136709
4951	165.494	0.383642	0.528589	0	9.0998	2	0.223246	4692.8
4952	178.624	0.709048	0.349563	1	8.82087	0	0.142427	0
4953	186.325	0.402661	0.508792	0	11.5682	1	0.0599813	0
4954	4.02921	0.82537	0.358694	1	12.9334	1	0.114325	2829.55
4955	189.461	0.296465	0.395874	1	19.2336	0	0.11214	0
4956	63.7312	0.975249	0.512765	0	16.3265	2	0.0573082	0
4957	91.9551	0.409225	0.52123	1	15.5134	1	0.0514052	0
4958	208.637	0.564045	0.382398	0	18.2643	2	0.0999746	0
4959	106.118	0.340039	0.216342	0	21.9147	0	0.131121	305.332
4960	16.1933	0.842833	0.270779	1	18.2939	1	0.0535235	203.98
4961	6.60174	0.338963	0.417408	0	13.7491	2	0.145859	0
4962	88.3289	0.473358	0.389808	1	18.8806	0	0.141868	0
4963	102.029	0.391186	0.380746	0	21.6252	2	0.162996	0
4964	79.7862	0.547218	0.455911	1	16.5816	1	0.0632131	0
4965	64.3401	0.328777	0.436386	0	10.6233	0	0.0525491	1601.79
4966	190.708	0.256076	0.410271	1	14.0943	2	0.0655231	0
4967	227.975	0.186513	0.408038	1	23.365	0	0.122853	0
4968	136.048	0.701578	0.226172	0	9.47373	1	0.116145	3541.73
4969	124.558	0.293358	0.212238	0	6.00967	2	0.077922	3791.87
4970	201.545	0.803753	0.353802	1	10.2078	1	0.154055	51025.4
4971	37.7398	0.346009	0.594486	1	15.0317	0	0.119335	0
4972	246.056	0.454871	0.319957	0	18.2544	1	0.104347	0
4973	29.1301	0.578056	0.437651	0	18.196	0	0.0949564	0
4974	69.671	0.247563	0.395804	1	9.78039	2	0.236565	3883.88
4975	10.2938	0.579602	0.334673	1	7.53831	0	0.0754563	257.981
4976	145.769	0.116371	0.536158	0	20.9453	1	0.221836	0
4977	20.1247	0.452832	0.385401	0	8.62691	2	0.088611	3537.34
4978	153.31	0.69518	0.250505	1	12.6705	2	0.191331	3074.92
4979	215.253	0.750121	0.562505	1	6.59832	0	0.0516078	6231.96
4980	223.292	0.467836	0.434005	0	11.5581	1	0.139061	4416.67
4981	27.6401	0.578345	0.589853	0	20.4279	2	0.0556674	0
4982	54.1374	0.863536	0.446377	1	20.0454	0	0.103962	0
4983	163.652	0.0582521	0.418976	0	22.698	1	0.178999	0
4984	234.261	0.493932	0.297504	1	20.2363	2	0.0873752	0
4985	140.379	0.574986	0.320553	0	5.41567	1	0.0968234	145089
4986	17.0138	0.733885	0.305326	1	24.6795	0	0.11329	78.255
4987	165.222	0.539734	0.583994	0	11.7105	1	0.20169	69103.6
4988	78.7436	0.14529	0.467096	1	8.16146	2	0.192592	6864.17
4989	134.301	0.423257	0.536628	1	11.2114	0	0.0709978	885.079
4990	233.945	0.168421	0.430344	0	21.8018	0	0.229197	0
4991	69.8376	0.239784	0.510022	0	10.3649	1	0.118391	4391.21
4992	190.993	0.691052	0.20153	1	11.5705	2	0.190016	2903.25
4993	77.1265	0.384131	0.326225	0	23.4913	2	0.10927	0
4994	183.589	0.150846	0.415318	1	14.0564	0	0.0645852	0
4995	35.1717	0.126134	0.478803	1	10.1764	1	0.0881134	0
4996	58.9408	0.825643	0.282729	0	18.8591	1	0.181992	110.065
4997	140.628	0.131014	0.575003	1	15.7647	2	0.111401	0
4998	214.687	0.813936	0.453588	0	15.7282	0	0.110572	0
4999	164.863	0.797937	0.352417	0	5.50991	0	0.14065	77964.1
5000	204.024	0.435893	0.447724	1	10.88	1	0.23367	120227
5001	6.43287	0.135257	0.30782	1	20.0464	2	0.116238	85.9895
5002	98.3849	0.108905	0.479663	0	22.9098	1	0.19655	0
5003	43.8937	0.712271	0.290348	0	24.2191	2	0.0807342	87.5241
5004	246.277	0.646896	0.412963	1	24.8034	0	0.0846858	0
5005	170.993	0.354806	0.382497	0	18.1386	2	0.140223	0
5006	134.839	0.525384	0.51438	1	17.8013	0	0.194763	0
5007	85.1466	0.134137	0.41425	1	6.76709	1	0.186908	147178
5008	148.103	0.475311	0.25493	0	12.4386	2	0.192748	3101.45
5009	3.58607	0.833134	0.256889	1	7.93229	1	0.244359	153257
5010	27.8663	0.464279	0.584928	0	20.0154	0	0.226685	0
5011	85.3149	0.934032	0.218648	0	9.67651	1	0.206465	117303
5012	109.044	0.796844	0.462092	1	13.966	0	0.223546	0
5013	174.303	0.671088	0.335401	0	11.2455	2	0.104622	3387.91
5014	123.589	0.989427	0.465587	1	24.0326	1	0.158314	109055
5015	94.8	0.232169	0.409605	0	20.5531	0	0.168501	0
5016	75.5252	0.787419	0.471735	1	12.1044	2	0.0801777	0
5017	146.992	0.612458	0.211641	0	9.84862	0	0.153976	268.377
5018	123.014	0.08679	0.203622	1	9.58651	1	0.109787	2799.55
5019	72.6497	0.147616	0.489078	1	14.7848	2	0.138829	0
5020	56.7672	0.804515	0.3395	0	24.3982	0	0.162619	0
5021	77.4402	0.251963	0.277086	0	17.4883	1	0.245297	28851.3
5022	76.4381	0.478422	0.561566	1	10.0478	2	0.238173	4629.83
5023	169.11	0.820571	0.436147	0	24.7127	0	0.208853	0
5024	74.7683	0.416082	0.477979	1	10.8395	1	0.0524196	0
5025	78.4048	0.424357	0.460309	0	19.9363	2	0.202878	0
5026	8.92568	0.176903	0.209636	1	17.4486	1	0.118838	2408.54
5027	239.938	0.339455	0.28294	0	23.9607	2	0.0942045	0
5028	50.5145	0.760722	0.280961	1	20.1519	0	0.151639	109.895
5029	233.484	0.903042	0.490765	1	17.6365	1	0.11339	0
5030	116.787	0.586506	0.557112	0	11.7517	0	0.0529097	2027.17
5031	151.815	0.884708	0.2177	1	22.7164	2	0.187697	230.792
5032	43.6542	0.529916	0.205026	0	14.5367	2	0.0553075	2428.73
5033	80.5969	0.0297863	0.485584	0	23.4096	1	0.137446	0
5034	91.7628	0.541015	0.491736	1	11.992	0	0.204315	0
5035	40.701	0.154735	0.51114	0	20.7011	1	0.0775249	0
5036	158.175	0.823597	0.277516	1	10.8926	0	0.1623	7.3901
5037	39.4494	0.872292	0.245643	0	19.4632	2	0.080667	272.525
5038	155.179	0.166076	0.205655	1	12.9377	1	0.215394	68673.1
5039	216.473	0.0347199	0.314155	1	16.5017	0	0.0683665	173.52
5040	165.282	0.294116	0.582403	0	17.376	2	0.190359	0
5041	231.717	0.586948	0.4878	1	11.0616	2	0.167363	4456.85
5042	63.4031	0.436251	0.308437	0	16.8976	1	0.158889	17.0223
5043	159.007	0.302033	0.362965	1	11.3128	0	0.116362	0
5044	55.1418	0.0561461	0.40468	0	13.1543	2	0.228313	3507.44
5045	60.4466	0.0462429	0.412507	1	13.461	1	0.150549	0
5046	144.507	0.226024	0.219525	0	15.1298	0	0.135133	232.048
5047	220.466	0.233346	0.30509	1	9.93379	1	0.176714	93601
5048	234.627	0.89734	0.391697	0	21.4579	2	0.0733425	0
5049	89.443	0.259037	0.4254	0	19.7712	0	0.18611	0
5050	101.325	0.665246	0.551739	1	18.952	0	0.230218	0
5051	248.789	0.989621	0.258819	0	18.1403	2	0.246361	135639
5052	224.934	0.983043	0.467491	1	9.35736	1	0.217843	139068
5053	104.692	0.331836	0.273512	0	8.07612	1	0.227548	145708
5054	187.65	0.0529064	0.332791	1	10.2432	0	0.11487	603.71
5055	10.2263	0.280656	0.442783	1	16.7116	2	0.150993	0
5056	29.8865	0.967642	0.299009	0	19.461	2	0.126799	58394.5
5057	153.683	0.954492	0.26051	0	8.51752	1	0.0941975	88006.8
5058	78.8034	0.706652	0.45102	1	5.8868	0	0.0633667	5083.82
5059	215.954	0.875018	0.483118	0	10.8112	2	0.0811272	4108.48
5060	73.6221	0.842014	0.583353	1	10.9279	0	0.198186	0
5061	154.78	0.153757	0.487948	0	19.9978	1	0.183739	0
5062	63.6376	0.334016	0.303286	1	12.6208	0	0.192141	27.6627
5063	141.277	0.270876	0.312293	1	19.7363	1	0.124245	0
5064	91.5838	0.70182	0.488833	0	21.3416	2	0.084103	0
5065	171.851	0.151546	0.4052	1	17.2851	0	0.122699	0
5066	166.967	0.907905	0.435423	0	24.1589	2	0.178012	0
5067	143.578	0.8499	0.367877	1	17.6108	1	0.200593	0
5068	64.8474	0.205413	0.408744	0	15.3312	0	0.187107	0
5069	190.384	0.517438	0.351548	1	24.7561	2	0.226528	0
5070	113.852	0.864764	0.364116	0	6.57745	1	0.089857	88670.7
5071	18.3258	0.551141	0.315606	1	18.6556	0	0.236773	47.568
5072	163.327	0.493708	0.244168	0	15.4994	2	0.216919	2944.96
5073	105.026	0.132992	0.25039	0	11.1892	1	0.158822	34299.8
5074	159.177	0.650834	0.586677	1	23.6696	0	0.147953	0
5075	123.636	0.395133	0.574962	1	22.4871	1	0.148142	0
5076	3.87592	0.403268	0.348211	0	18.7258	2	0.0661033	1.3589
5077	59.1644	0.156419	0.303402	0	15.3474	2	0.188465	2849.44
5078	58.4255	0.0673487	0.392002	1	20.5386	1	0.168999	0
5079	66.7506	0.508854	0.547544	1	22.6112	0	0.125983	0
5080	203.741	0.0706741	0.248443	0	19.7391	1	0.103983	42.0824
5081	157.316	0.162901	0.56936	1	21.5064	0	0.21175	0
5082	98.547	0.357295	0.51816	0	16.8069	2	0.110832	0
5083	44.5424	0.762164	0.48459	0	12.4351	0	0.138271	0
5084	22.7706	0.0685853	0.317607	1	6.60486	1	0.246747	152325
5085	220.314	0.538295	0.434898	1	21.9642	2	0.0837175	0
5086	7.81003	0.706238	0.530425	0	9.32615	1	0.185341	104459
5087	165.418	0.831755	0.318373	0	22.9598	0	0.0813562	0
5088	188.993	0.622436	0.486529	1	5.36272	2	0.10619	7337.58
5089	69.5626	0.533252	0.250822	1	20.4206	0	0.0925028	199.435
5090	48.3689	0.970194	0.285907	0	7.82895	2	0.191171	138348
5091	75.8678	0.0785295	0.303795	0	19.2119	1	0.159027	15.7734
5092	187.739	0.31684	0.268876	1	9.88747	2	0.101951	3305.71
5093	140.044	0.127129	0.526325	1	15.7674	0	0.179545	0
5094	118.696	0.232022	0.3473	0	14.595	1	0.144924	0
5095	104.706	0.150017	0.490699	0	6.00561	0	0.191801	15035.5
5096	76.1473	0.387498	0.559732	1	20.4546	2	0.105168	0
5097	172.249	0.096066	0.583275	0	17.7583	1	0.142058	0
5098	71.1571	0.224143	0.469109	1	5.14761	1	0.173259	147565
5099	134.374	0.0619568	0.575056	1	17.9846	0	0.0508917	0
5100	73.1802	0.595227	0.520226	0	23.3673	2	0.154085	0
5101	181.395	0.671914	0.419677	0	12.1286	0	0.179025	0
5102	165.616	0.644412	0.571542	1	19.9167	2	0.232029	0
5103	217.976	0.646024	0.320108	0	24.2384	1	0.235384	0
5104	137.782	0.181655	0.490418	1	6.43963	1	0.222907	145133
5105	92.7265	0.137316	0.308079	1	20.2501	0	0.0812047	0.454655
5106	61.651	0.920556	0.543053	0	14.2719	2	0.0935497	0
5107	152.791	0.193976	0.586296	1	16.2075	0	0.0630234	0
5108	52.2749	0.169955	0.309732	0	6.78853	2	0.182708	4878.52
5109	86.7202	0.539174	0.546475	0	12.4165	1	0.131309	0
5110	146.734	0.0668259	0.223175	1	19.9061	2	0.224126	2618.53
5111	36.8066	0.339794	0.580514	0	19.7603	1	0.168597	0
5112	197.313	0.0147547	0.327546	1	23.2724	0	0.15818	22023.5
5113	126.615	0.337295	0.279174	1	18.1758	0	0.178359	26.4472
5114	203.782	0.816455	0.533357	0	11.9831	2	0.208422	4454.77
5115	157.693	0.919725	0.39906	0	21.1319	1	0.120159	0
5116	20.7014	0.658189	0.284117	1	17.811	0	0.080099	144.31
5117	162.77	0.796822	0.463186	1	7.25955	1	0.0908804	28934.4
5118	164.757	0.922484	0.274345	0	16.9997	2	0.211515	8.98974
5119	63.6832	0.348888	0.213922	1	5.8982	1	0.118069	149268
5120	31.9241	0.810158	0.365052	0	23.6258	2	0.226415	0
5121	120.338	0.0598078	0.523656	1	21.8626	0	0.158993	0
5122	72.3165	0.0677221	0.561765	0	14.6442	1	0.145052	0
5123	190.484	0.712444	0.566346	0	19.7621	2	0.0812775	0
5124	106.937	0.948996	0.268537	1	9.64297	0	0.130336	369.395
5125	213.596	0.606763	0.454721	1	12.3457	0	0.125496	0
5126	88.3037	0.590344	0.394801	0	22.4899	2	0.113488	0
5127	155.166	0.622744	0.377911	1	12.7358	1	0.103167	0
5128	156.988	0.615345	0.573436	0	22.5683	1	0.0507236	0
5129	114.237	0.227747	0.371571	0	23.2594	2	0.0688221	0
5130	89.0151	0.104591	0.553378	1	23.0899	0	0.0531976	0
5131	67.39	0.75575	0.508757	0	16.962	1	0.230999	0
5132	99.6284	0.29739	0.361808	1	18.7102	0	0.221962	0
5133	135.711	0.962673	0.234607	1	21.5093	2	0.180584	45041.6
5134	101.152	0.987034	0.522969	0	16.5221	2	0.0957287	112098
5135	32.9139	0.617819	0.426607	1	16.0297	1	0.190412	0
5136	82.9232	0.985048	0.422453	0	17.6463	0	0.19813	74301
5137	240.239	0.632732	0.233421	1	20.6296	0	0.148355	58.0736
5138	64.0703	0.590633	0.285406	0	13.0533	2	0.0971681	2784.02
5139	4.62272	0.34112	0.435082	0	19.4991	1	0.201	0
5140	2.31127	0.107179	0.443751	1	7.23423	2	0.21859	6622.75
5141	25.0903	0.17828	0.328157	1	7.10336	1	0.228812	151564
5142	177.654	0.217447	0.283819	0	22.7684	0	0.204425	0
5143	157.533	0.242428	0.3163	1	7.70979	2	0.110311	5695.24
5144	248.745	0.729921	0.52145	0	6.22331	0	0.103621	4976.06
5145	139.01	0.897111	0.597179	1	16.1166	1	0.248406	8.9729
5146	89.5118	0.51881	0.371531	0	10.617	1	0.0952643	3475.8
5147	28.9296	0.229319	0.414446	1	13.1757	2	0.058403	0
5148	246.792	0.819456	0.466904	0	12.6353	0	0.15668	0
5149	161.213	0.488663	0.491682	1	24.6995	1	0.176176	0
5150	238.576	0.183277	0.532464	0	8.17645	0	0.13021	281.888
5151	145.323	0.0323724	0.429204	1	12.9344	2	0.104413	0
5152	193.128	0.158368	0.377201	0	6.2956	2	0.145231	7396.08
5153	190.644	0.778856	0.250706	0	17.4025	1	0.159227	46.9637
5154	27.22	0.236359	0.54442	1	9.66395	0	0.237093	0
5155	91.5609	0.761466	0.545464	1	19.2088	0	0.219293	0
5156	65.0595	0.314131	0.457875	0	10.6478	2	0.0694957	0
5157	88.7719	0.506098	0.593114	1	14.0842	1	0.198807	0
5158	248.396	0.17147	0.485464	0	16.9377	0	0.196174	0
5159	196.316	0.251776	0.203195	1	19.1622	2	0.152645	244.61
5160	34.5986	0.737936	0.222557	0	24.8587	1	0.240734	10051.3
5161	186.899	0.0309609	0.568447	1	20.6531	2	0.235439	0
5162	112.857	0.0258719	0.391191	0	18.679	1	0.248391	197.298
5163	47.7109	0.685428	0.523507	0	14.7401	0	0.0898303	0
5164	167.314	0.885227	0.328479	1	20.5377	1	0.23377	116.209
5165	235.705	0.432809	0.323622	0	21.4092	2	0.138947	0
5166	51.3052	0.0558063	0.337364	1	23.8371	0	0.182822	1265.46
5167	52.2166	0.262012	0.223409	1	17.2518	1	0.10391	2375.8
5168	230.105	0.977218	0.455651	0	19.4212	0	0.193546	165.691
5169	27.5637	0.498196	0.378427	1	19.6489	2	0.14316	0
5170	128.812	0.381805	0.381098	0	23.2103	0	0.218447	0
5171	83.4233	0.122545	0.282521	0	21.7684	1	0.218538	6482.87
5172	86.8722	0.1327	0.261748	1	15.0672	2	0.128677	2643.91
5173	148.643	0.923302	0.597253	0	11.409	1	0.202401	75074
5174	109.392	0.336504	0.467755	1	5.22637	2	0.172493	25472.7
5175	98.1606	0.929089	0.472115	1	23.0989	0	0.197713	0
5176	67.6314	0.540803	0.272798	0	23.4858	1	0.12885	114.551
5177	232.405	0.308448	0.249233	0	10.8546	0	0.189352	17.9418
5178	147.204	0.0366375	0.262672	1	10.6819	2	0.2364	3244.11
5179	11.6019	0.0456643	0.301059	1	13.4067	1	0.210591	55979.5
5180	87.8108	0.553227	0.370292	0	20.1079	0	0.126435	0
5181	22.582	0.446075	0.365432	1	23.2429	2	0.197415	0
5182	167.512	0.437615	0.270413	0	12.7212	2	0.0724901	2676.07
5183	45.348	0.843972	0.582256	1	23.3352	0	0.2249	0
5184	5.49004	0.232281	0.270165	0	15.0996	1	0.146022	2662.21
5185	34.1779	0.98288	0.332872	0	5.99435	1	0.21545	151919
5186	241.84	0.554619	0.275699	1	22.4776	0	0.115337	0
5187	138.572	0.291342	0.208324	1	7.11845	2	0.0955254	3823.11
5188	87.2412	0.107335	0.36339	0	7.85158	1	0.160539	129307
5189	133.334	0.0295488	0.595812	0	16.3004	0	0.188982	4069.95
5190	140.655	0.519914	0.598109	1	13.8973	2	0.240862	4035.52
5191	110.886	0.678666	0.347743	0	20.303	1	0.235687	277.539
5192	117.73	0.134236	0.508294	1	20.3492	2	0.100471	0
5193	162.693	0.753313	0.230089	0	21.4874	0	0.226869	157.68
5194	3.51672	0.136533	0.542545	1	13.2934	0	0.191781	0
5195	150.748	0.790959	0.576519	1	16.9084	1	0.102489	0
5196	111.608	0.797148	0.362785	0	18.6142	2	0.110196	0
5197	67.4693	0.479525	0.582542	1	13.5423	0	0.223095	0
5198	187.281	0.390845	0.439733	0	11.3781	1	0.128179	4059.18
5199	127.314	0.65652	0.408532	1	17.2915	2	0.23592	0
5200	103.032	0.489989	0.269306	0	19.4043	2	0.136126	80.1096
5201	21.0527	0.0701008	0.562372	0	7.52222	0	0.217344	14562.7
5202	13.3518	0.869203	0.40535	1	14.49	1	0.0527829	0
5203	242.227	0.901722	0.293756	0	24.7916	0	0.0828841	0
5204	131.708	0.787214	0.491081	1	13.3386	1	0.213724	0
5205	119.967	0.983411	0.447475	1	10.5677	2	0.0988229	126795
5206	195.764	0.631601	0.286984	0	14.6989	0	0.132031	0
5207	121.214	0.475813	0.462856	1	5.47642	1	0.199643	146483
5208	150.299	0.753341	0.595751	0	23.2713	2	0.242272	0
5209	93.4741	0.887376	0.594424	1	14.8345	2	0.0581781	0
5210	200.254	0.534598	0.358271	0	12.0132	0	0.0696669	0
5211	9.02896	0.787071	0.50312	0	15.4458	1	0.201101	0
5212	188.366	0.0242498	0.477491	1	16.4362	0	0.162795	6086.49
5213	217.974	0.611191	0.379119	0	13.1149	2	0.138664	0
5214	181.322	0.0754228	0.459538	1	10.0515	1	0.14028	31272.9
5215	100.724	0.762663	0.528261	1	13.5019	1	0.192249	0
5216	124.788	0.687326	0.370828	0	9.5577	2	0.0882506	3766.87
5217	107.932	0.428339	0.52676	1	6.4786	0	0.245661	3778.15
5218	41.8778	0.20812	0.523091	0	18.4077	1	0.131922	0
5219	219.13	0.389518	0.563626	0	5.74374	2	0.0636655	7642.45
5220	242.916	0.261758	0.474999	1	23.1006	0	0.0905283	0
5221	75.1176	0.801872	0.477543	0	19.4022	2	0.165722	0
5222	144.685	0.881592	0.236639	1	23.0311	1	0.0886661	152.415
5223	166.565	0.928516	0.335578	0	16.1883	0	0.163386	0
5224	213.329	0.545244	0.484817	1	13.8591	0	0.137781	0
5225	66.8299	0.2948	0.332681	0	5.31611	2	0.114301	5175.8
5226	5.55035	0.555684	0.51619	1	22.6279	1	0.159953	0
5227	22.1134	0.598722	0.369541	0	18.4739	1	0.0942754	0
5228	79.0737	0.98316	0.539368	1	10.6018	0	0.141284	111122
5229	42.3641	0.986932	0.325016	1	6.65227	2	0.232263	149018
5230	126.848	0.33297	0.523368	0	9.31274	2	0.0588363	4401.86
5231	247.688	0.915167	0.39881	0	8.03178	0	0.200858	0
5232	11.1173	0.746744	0.475061	1	23.479	1	0.196999	0
5233	146.313	0.412372	0.553213	0	11.0336	2	0.19248	4527.09
5234	117.417	0.396818	0.301715	1	13.9488	0	0.171634	0
5235	193.5	0.604974	0.29947	1	7.82628	1	0.0908083	3952.3
5236	17.3064	0.177075	0.561998	0	23.1762	1	0.15635	0
5237	113.726	0.50362	0.567469	1	5.62066	0	0.126615	5623.88
5238	164.896	0.842151	0.55958	0	5.85206	2	0.097318	96235.6
5239	93.1422	0.386405	0.367751	0	15.8261	1	0.231083	37103.4
5240	35.5705	0.805153	0.598693	1	20.6162	0	0.236683	0
5241	187.389	0.966227	0.295813	0	22.9956	2	0.0799322	0
5242	133.744	0.258367	0.33787	1	10.6274	0	0.249805	0
5243	63.9204	0.76472	0.478356	0	7.50657	1	0.161504	132196
5244	107.341	0.145215	0.45088	1	19.3741	2	0.177194	0
5245	245.257	0.377032	0.544491	1	22.118	0	0.218877	0
5246	112.958	0.871522	0.28672	0	24.7101	1	0.135848	20.6475
5247	152.223	0.947189	0.259958	1	17.8223	2	0.227278	41930.7
5248	189.418	0.863366	0.450224	0	23.6755	2	0.235263	0
5249	18.5559	0.242259	0.548762	0	9.2205	1	0.101688	4483.2
5250	1.53514	0.445099	0.364426	1	8.44451	0	0.198342	0
5251	1.70683	0.344587	0.220714	1	13.9415	2	0.165406	2583.32
5252	176.751	0.934571	0.502889	0	9.42802	0	0.0855963	1179.78
5253	130.796	0.108397	0.572793	1	23.725	1	0.236973	0
5254	70.7031	0.827057	0.437799	0	11.8797	0	0.224958	0
5255	145.245	0.785564	0.54652	1	11.0145	1	0.115164	4278.02
5256	201.21	0.338375	0.568241	0	10.8634	2	0.134788	4488.63
5257	96.9309	0.124851	0.552605	0	22.8522	1	0.197752	0
5258	220.99	0.902833	0.589457	1	23.0687	0	0.170402	0
5259	112.507	0.290478	0.265186	1	17.5553	2	0.0693235	82.5859
5260	31.0888	0.424341	0.205422	0	19.1776	2	0.124597	2354.7
5261	20.5675	0.713009	0.429453	1	7.20754	1	0.167698	147649
5262	127.087	0.568593	0.450195	0	24.1157	0	0.0625113	0
5263	92.8162	0.393556	0.399241	0	18.2017	0	0.143402	0
5264	24.8437	0.102476	0.357672	1	14.9686	2	0.110585	0
5265	133.873	0.523923	0.575792	0	20.0082	1	0.053957	0
5266	154.32	0.581218	0.457318	1	16.1266	2	0.205145	0
5267	2.39591	0.274065	0.453342	0	17.9004	0	0.0648286	0
5268	17.8185	0.552592	0.4959	1	24.581	1	0.0717511	0
5269	170.622	0.432693	0.464883	1	19.5954	1	0.231866	0
5270	249.993	0.0856356	0.279897	0	17.0328	2	0.173228	0
5271	67.5208	0.500956	0.535782	0	12.4128	0	0.0999305	0
5272	185.973	0.791941	0.593538	1	16.8464	2	0.13183	0
5273	20.4853	0.959529	0.32635	1	14.0205	1	0.145776	51360.6
5274	111.586	0.597049	0.272216	0	9.21061	0	0.170523	60.6793
5275	51.0185	0.77892	0.352069	1	24.184	2	0.0899613	0
5276	183.619	0.0135509	0.42648	0	13.0155	0	0.114144	35343.2
5277	245.585	0.474454	0.285302	0	12.0058	1	0.165154	22126.7
5278	10.5462	0.676861	0.422689	1	20.6515	1	0.230812	34.6505
5279	215.778	0.946559	0.364195	0	20.3731	0	0.234569	0
5280	212.064	0.62676	0.333633	1	10.7239	2	0.152107	3801.89
5281	29.4775	0.126346	0.575319	0	9.59457	0	0.177135	0
5282	142.781	0.317984	0.256842	1	23.5916	1	0.0893434	75.8979
5283	67.2466	0.0349939	0.277021	0	14.3473	2	0.222536	2984.83
5284	139.412	0.295483	0.423256	1	19.0834	1	0.123611	0
5285	2.3454	0.29039	0.275794	1	21.4559	2	0.095865	208.197
5286	141.934	0.742045	0.533667	0	24.3492	0	0.226652	0
5287	129.207	0.50299	0.23659	1	8.15834	0	0.118269	173.608
5288	143.289	0.0216941	0.458569	0	17.5093	2	0.164473	0
5289	205.789	0.496405	0.334626	0	7.29722	1	0.173741	144085
5290	247.981	0.653601	0.394695	1	7.00121	0	0.170115	1074.29
5291	7.52125	0.718812	0.552342	0	14.349	2	0.134295	0
5292	233.23	0.515122	0.342463	1	17.3669	1	0.174742	0
