Simulation,Annual.financial.bail-out,Attention.rate.for.planning.new.infrastructure,Default.infrastructure.aging.time,Maximum.capacity.exceeding,Percentage.of.income.used.for.maintenance,Staff.Hired,Staff.required.for.tankers,Staff.service.time,switch.policy.staff.attention,Target.percentage.infrastructure.maintenance,householdshortage
5384,90.2986,0.888678,38.3527,0.210349,0.273578,29.2665,0,9.06547,2,0.235957,4530.79
5385,7.13683,0.383893,39.225,0.0863346,0.418408,44.7327,1,6.73658,1,0.11302,3701.04
5386,171.639,0.280712,23.5284,0.42765,0.446016,10.2871,0,7.04038,0,0.055931,4487.2
5387,57.9605,0.671543,35.3954,0.168746,0.223891,35.9128,1,12.7305,2,0.142749,5325.7
5388,100.15,0.993192,32.8235,0.103067,0.433418,20.821,0,9.91045,1,0.0799887,4078.43
5389,170.608,0.0340356,27.3737,0.42148,0.521477,10.6677,1,24.031,2,0.174269,4018.86
5390,170.352,0.0105918,25.0105,0.478152,0.384249,9.5498,0,15.6977,1,0.135545,4362.62
5391,93.4121,0.697634,20.3201,0.24913,0.224382,21.26,0,13.0737,0,0.101236,12030.3
5392,10.0544,0.137993,35.7479,0.140365,0.547149,9.01569,1,22.5221,1,0.17822,3289.61
5393,191.5,0.932489,28.442,0.465556,0.467254,5.38867,1,11.9241,2,0.167877,3954.84
5394,3.02425,0.647429,34.444,0.361156,0.400249,4.76999,0,15.783,0,0.0967872,4111.65
5395,12.5068,0.290758,39.8729,0.0498386,0.244778,49.0713,1,12.6349,1,0.0748115,4831.2
5396,237.285,0.214591,29.2346,0.344584,0.47011,47.6649,0,22.6213,2,0.18779,3858.58
5397,31.6402,0.404809,25.1202,0.0800985,0.21981,29.4208,0,14.7199,0,0.0685788,7042.47
5398,209.243,0.549283,29.4396,0.287885,0.458763,3.43322,1,8.90338,1,0.221538,188521
5399,57.2537,0.274693,25.9578,0.20597,0.326159,3.76368,0,19.904,0,0.125573,5513.76
5400,204.212,0.0152848,35.7497,0.363608,0.326938,19.4586,1,12.2495,2,0.0543142,3937.17
5401,123.915,0.460612,33.0376,0.299609,0.333127,23.8079,1,10.2478,2,0.10982,4313.24
5402,79.1611,0.749087,30.6313,0.485596,0.361324,29.4398,0,24.3787,1,0.148971,4427.35
5403,90.8029,0.568733,32.7963,0.40417,0.549343,45.1496,0,24.5408,0,0.113647,3589.93
5404,41.1995,0.442125,30.3514,0.462023,0.368778,42.4278,1,19.0416,2,0.148336,4543.35
5405,149.237,0.433497,21.979,0.312427,0.56267,16.8182,0,12.72,1,0.0611742,4723.81
5406,193.624,0.784288,28.7185,0.238794,0.273186,30.2189,1,23.5409,0,0.115465,5116.19
5407,223.418,0.292735,29.0991,0.0911178,0.563879,23.934,1,8.65656,2,0.205126,3755.91
5408,66.7074,0.856648,39.0506,0.120594,0.514112,11.8471,0,19.1278,0,0.0546536,3258.99
5409,70.8753,0.990751,29.1077,0.292635,0.564399,7.4356,1,12.3617,1,0.155741,171332
5410,145.773,0.169143,29.4638,0.157388,0.357562,15.4334,0,9.11591,2,0.073153,4306.64
5411,182.256,0.0571044,34.4586,0.379567,0.447294,40.4797,0,20.1787,0,0.1751,3523.89
5412,170.796,0.101116,26.8777,0.256079,0.38718,9.01008,1,8.43342,1,0.220379,4151.23
5413,53.5454,0.397816,32.492,0.456841,0.538078,27.1889,1,5.05652,1,0.086972,3644.08
5414,14.4674,0.304252,38.4737,0.0535406,0.435658,7.85154,0,24.8256,0,0.104908,3640.59
5415,245.421,0.0908849,26.4426,0.390027,0.593266,7.51443,0,14.5902,2,0.132547,4013.93
5416,171.087,0.795141,35.2432,0.219616,0.500399,0.688182,1,11.4832,1,0.151723,172663
5417,103.63,0.343834,32.7237,0.438621,0.266291,46.6698,0,7.51971,2,0.178882,5043.95
5418,6.77347,0.756539,37.874,0.179649,0.399357,15.3891,1,16.0689,0,0.20155,3890.72
5419,206.356,0.417928,31.0479,0.104478,0.415595,2.40695,1,16.5387,2,0.102115,10106.7
5420,77.3521,0.912321,27.5256,0.251521,0.390115,24.7632,0,10.6834,0,0.101567,4467.57
5421,209.524,0.54536,22.232,0.36353,0.475189,37.9841,0,21.3188,1,0.0694276,4738.89
5422,153.992,0.0966531,37.1315,0.147446,0.313744,11.1594,1,13.3397,2,0.186474,4105.3
5423,245.648,0.457806,39.4022,0.372437,0.532956,5.09882,1,14.1379,1,0.157698,3165.9
5424,39.7809,0.883229,37.0832,0.465736,0.566201,4.77937,0,15.5641,0,0.0894864,3349.45
5425,50.5986,0.0164516,28.9577,0.279734,0.427972,40.3072,1,20.9951,2,0.10843,4119.11
5426,184.043,0.918172,22.5958,0.0820848,0.428217,2.38856,0,13.2184,1,0.113587,186434
5427,121.105,0.107178,37.1075,0.271204,0.351525,13.3657,0,17.3407,0,0.147945,3905.05
5428,4.72632,0.307277,36.2327,0.131364,0.536946,24.3764,1,11.5823,2,0.0559779,3175.22
5429,143.465,0.852446,22.0545,0.457524,0.227291,12.1874,1,19.6869,0,0.244523,9227.19
5430,197.413,0.667771,31.651,0.0561166,0.589788,42.0445,0,7.01444,1,0.154026,3523.68
5431,4.88766,0.197086,39.4673,0.451643,0.545637,2.3921,1,8.46554,2,0.112263,19240.2
5432,27.1431,0.618707,31.8458,0.28094,0.41339,5.02451,0,17.3421,1,0.193715,4106.02
5433,146.67,0.656133,37.234,0.330631,0.201161,38.392,1,18.4578,0,0.0761998,5136.68
5434,24.1137,0.180464,30.4474,0.189778,0.512718,15.7549,0,20.2742,1,0.207486,3543.46
5435,161.73,0.692793,37.2185,0.18234,0.598136,37.9067,0,15.1061,0,0.0800575,3261.59
5436,13.6669,0.879893,20.0359,0.130355,0.280763,31.9961,1,7.91101,2,0.207064,8529.83
5437,120.198,0.492873,24.7621,0.224536,0.327234,40.878,0,17.4646,0,0.1549,5337.85
5438,240.675,0.167708,30.2973,0.146088,0.276972,30.9636,1,14.4636,1,0.0806402,4724.97
5439,59.473,0.84833,33.9197,0.308196,0.535913,12.2687,1,24.3847,2,0.189754,3546.85
5440,72.2306,0.260865,28.9597,0.188291,0.373897,12.4402,0,10.9148,1,0.182035,4499.1
5441,194.722,0.739802,34.7006,0.093364,0.345993,45.8363,0,18.0164,0,0.115363,3868
5442,108.237,0.487109,21.1262,0.272642,0.251192,16.4351,1,11.317,2,0.112958,9284.79
5443,130.723,0.482899,35.8231,0.240881,0.252791,37.1548,0,20.9288,0,0.115964,4795.56
5444,69.2164,0.522028,22.4421,0.249742,0.321519,18.5194,1,18.5377,2,0.24274,6410.57
5445,188.502,0.0182258,21.1367,0.433908,0.437769,37.0102,1,15.8571,1,0.194203,4889.57
5446,162.378,0.673163,25.6761,0.191405,0.509874,18.2869,0,23.9932,2,0.177213,4220.21
5447,92.945,0.477239,34.2026,0.0540483,0.20641,34.4572,1,12.2027,1,0.190184,5396.11
5448,113.735,0.941425,38.9016,0.276648,0.250937,11.1449,0,9.74761,0,0.180113,4620.76
5449,240.374,0.711002,27.5757,0.326797,0.249709,22.1558,0,22.3666,0,0.225782,5418.84
5450,222.834,0.852889,32.0553,0.245158,0.561784,35.2228,1,7.65085,1,0.20248,3571.65
5451,131.538,0.953107,28.9128,0.203215,0.545536,29.42,1,14.4162,2,0.0505634,3871.65
5452,10.765,0.216891,33.5957,0.455151,0.21667,49.7199,0,13.7637,2,0.210207,5802.31
5453,77.9289,0.590354,33.3682,0.407074,0.304514,0.146993,1,18.9991,0,0.22815,181397
5454,88.8531,0.0162764,27.6208,0.309498,0.567575,45.7504,0,16.0646,1,0.0827565,3998.98
5455,28.3419,0.607745,30.256,0.256551,0.214784,32.7719,0,8.41826,0,0.125404,6409.53
5456,146.468,0.308914,25.3083,0.13549,0.576817,31.0707,1,20.938,1,0.179922,4197.25
5457,40.0852,0.376582,26.2628,0.0883824,0.349093,46.6759,1,14.7042,2,0.174935,5195.28
5458,206.036,0.218793,33.443,0.0543026,0.255766,14.2611,0,15.5855,2,0.121212,4719.91
5459,99.4343,0.615357,38.9771,0.37898,0.464906,30.2632,1,17.9971,0,0.187053,3129.2
5460,126.536,0.226537,24.6132,0.158817,0.497539,16.6341,0,20.8622,1,0.244644,4393.73
5461,247.129,0.694441,37.5472,0.28394,0.518209,19.9029,0,12.5288,1,0.141602,3266.48
5462,57.1837,0.883197,25.0945,0.312948,0.492069,2.75699,1,22.0978,0,0.149214,4034.67
5463,73.0592,0.66008,29.9906,0.149716,0.297313,43.0941,0,12.6124,2,0.190519,5142.27
5464,95.5175,0.397021,32.0852,0.3223,0.351879,26.6292,1,24.1851,0,0.0526825,4324.51
5465,0.762304,0.516685,21.2514,0.11268,0.562974,10.3931,0,18.0071,1,0.174217,4628.74
5466,147.233,0.299627,25.3708,0.43242,0.436628,13.978,1,21.3736,2,0.135958,4084.51
5467,217.772,0.37913,38.6132,0.270587,0.575216,38.0806,1,19.979,0,0.183533,3184.68
5468,147.043,0.810924,29.2996,0.457765,0.448778,38.8367,0,17.191,1,0.0799363,3734.16
5469,197.773,0.494859,33.8253,0.0107891,0.333911,42.3481,1,7.93874,2,0.210175,4090.91
5470,174.163,0.954525,20.9099,0.0440923,0.221773,33.9059,0,21.8518,2,0.0627934,7318.26
5471,61.4597,0.461449,27.1089,0.201863,0.227487,35.1125,1,20.9043,0,0.108163,6767.85
5472,132.678,0.0166522,28.4843,0.111885,0.216302,6.8848,0,21.0757,1,0.18687,6030.31
5473,28.2828,0.487434,36.1381,0.499842,0.582175,43.9434,1,8.537,0,0.203431,3396.02
5474,185.629,0.585391,30.9131,0.0214521,0.579988,35.174,0,16.6263,1,0.199606,3533.41
5475,128.441,0.884588,38.1135,0.364942,0.44779,33.5712,1,16.3003,2,0.167831,3184.48
5476,198.787,0.479849,27.0639,0.0790797,0.418794,38.0947,0,7.6776,1,0.207048,3873.33
5477,107.29,0.0422399,35.3615,0.429385,0.250576,20.4226,1,16.5763,2,0.11453,4924.85
5478,195.933,0.222253,21.672,0.377976,0.517311,24.1997,0,20.1057,0,0.195638,4803.13
5479,117.224,0.687235,39.7113,0.159379,0.292314,10.7324,1,13.301,2,0.102506,4223.33
5480,134.412,0.393349,27.8716,0.183425,0.510524,44.1504,0,19.2264,0,0.19616,3999.06
5481,159.579,0.958052,38.8969,0.467052,0.306065,0.42825,0,15.9909,1,0.225376,174543
5482,83.5097,0.985412,35.9799,0.237442,0.33723,27.9098,1,9.78605,1,0.181434,4200.39
5483,8.29535,0.752457,33.7713,0.355266,0.339936,0.53189,0,5.71666,0,0.240882,185141
5484,13.2632,0.349819,33.2397,0.0827476,0.520534,32.637,1,5.08581,2,0.194354,3349.17
5485,116.68,0.56078,38.2144,0.0761792,0.582149,24.9206,0,12.0371,1,0.122009,3223.41
5486,90.0333,0.436898,39.7591,0.126195,0.363507,25.2536,1,24.4432,2,0.151512,3770.74
5487,144.894,0.359492,36.0481,0.268808,0.469051,36.8296,1,13.7002,0,0.137017,3428.49
5488,96.7535,0.812652,22.7689,0.243615,0.312409,11.2731,0,8.27081,0,0.184273,6227.16
5489,86.79,0.641105,23.7601,0.191875,0.51201,27.5197,1,23.6786,1,0.243695,4531.68
5490,103.82,0.700124,30.4829,0.0941613,0.584386,49.1938,0,9.4369,2,0.198279,3693.87
5491,232.555,0.703087,25.3105,0.459453,0.322714,9.73378,0,14.7278,2,0.223803,4766.94
5492,173.031,0.011696,24.9451,0.42375,0.300648,37.5138,1,21.8126,0,0.0694945,5402.26
5493,54.8629,0.868968,35.7576,0.338394,0.53206,9.73661,1,18.8459,1,0.239402,3440.01
5494,156.622,0.0625186,27.1408,0.0847388,0.388762,6.89961,0,7.58591,1,0.19294,66146.1
5495,118.415,0.564473,23.603,0.419661,0.211841,2.3718,0,11.2556,0,0.166658,924.487
5496,193.564,0.337585,28.2509,0.360213,0.470356,34.4174,1,23.764,2,0.243236,3968.47
5497,56.0972,0.384003,27.5957,0.366163,0.566112,11.6129,1,10.4201,2,0.179473,4025.94
5498,236.775,0.207685,26.6537,0.24263,0.518568,34.0949,0,10.1541,1,0.136713,4064.86
5499,138.257,0.227794,37.4305,0.213877,0.509658,49.2643,1,13.4079,0,0.24227,3321.41
5500,66.6316,0.258598,36.3574,0.0200081,0.533016,19.5328,0,12.655,1,0.0767714,3321.86
5501,164.573,0.689313,25.4449,0.376686,0.41019,12.6951,0,19.3551,0,0.051467,4133.66
5502,80.1748,0.0107853,28.8704,0.454883,0.527536,45.4688,1,8.84223,2,0.155472,3924.26
5503,155.132,0.861607,29.8465,0.0952281,0.366745,40.6836,1,17.9608,0,0.12587,4153.38
5504,206.129,0.483209,22.0397,0.254674,0.298702,5.86463,0,9.68013,1,0.170749,491.755
5505,11.78,0.308645,38.6443,0.175984,0.555245,21.6873,1,13.9294,2,0.24263,3248.39
5506,207.853,0.583765,37.6035,0.437234,0.259596,19.2493,0,10.4888,1,0.166444,4398.42
5507,249.643,0.017773,35.237,0.16089,0.394663,46.5749,0,24.0607,2,0.110531,3378.13
5508,173.178,0.633794,33.5932,0.42684,0.290585,49.5511,1,14.2479,0,0.239299,4499.35
5509,14.4494,0.614941,23.8358,0.44331,0.283865,22.0869,1,9.39804,1,0.0732298,7661.03
5510,64.964,0.109617,38.7692,0.124476,0.545673,4.83187,0,13.8093,2,0.109002,3264.19
5511,94.7791,0.066057,32.3201,0.471571,0.250783,3.79956,0,24.3895,0,0.0530139,5747.74
5512,186.088,0.803182,39.372,0.490941,0.414422,33.1001,1,22.0612,1,0.166546,3163.89
5513,120.354,0.376081,38.6471,0.130538,0.2554,25.0798,1,18.2282,0,0.117976,4579.72
5514,21.5484,0.997161,31.5482,0.408958,0.47931,17.9912,0,24.7278,2,0.199501,32229.1
5515,192.561,0.142595,30.176,0.0128815,0.390258,39.2727,1,9.08932,1,0.0839342,3891.75
5516,97.141,0.204455,23.7052,0.174731,0.516615,30.0239,0,8.50665,0,0.141488,4525.69
5517,219.044,0.793957,21.4025,0.473837,0.506548,47.9874,1,7.44797,2,0.115905,4854.64
5518,115.393,0.00700456,33.6757,0.174086,0.294031,5.51979,0,17.8182,2,0.196121,4640.17
5519,182.568,0.307159,29.3046,0.00271919,0.560023,11.6682,1,14.1117,1,0.147862,3600.88
5520,162.236,0.577693,25.4055,0.371211,0.206173,22.8865,0,6.62037,0,0.205892,7578.87
5521,249.415,0.89081,20.79,0.0166446,0.223128,40.9093,1,21.9986,2,0.199657,6765.21
5522,154.059,0.284765,20.0065,0.413256,0.36851,47.8395,0,20.0621,1,0.243624,5384.28
5523,36.6647,0.00119335,22.5245,0.117727,0.43711,10.9683,1,10.0686,0,0.1723,142166
5524,166.05,0.391401,26.8894,0.0124713,0.289974,36.278,0,19.6818,0,0.0885046,5143.32
5525,134.49,0.549648,23.3896,0.275573,0.262905,27.4709,1,18.8719,1,0.0797311,6901.21
5526,182.208,0.619337,39.9891,0.154816,0.35866,47.3062,0,16.4431,2,0.0965556,3532.44
5527,172.866,0.0269799,25.3132,0.246433,0.583988,35.4724,1,8.37394,0,0.178468,4190.57
5528,189.389,0.229352,28.5612,0.336132,0.236174,34.5363,0,6.67547,1,0.0541818,5671.06
5529,184.462,0.809905,26.6267,0.274383,0.582404,3.94164,0,18.606,2,0.0896489,162704
5530,54.3746,0.579509,21.3953,0.206483,0.356502,19.1517,1,20.6827,2,0.24331,6124.58
5531,244.443,0.850028,26.3384,0.123504,0.29347,10.0369,0,21.1227,0,0.162871,4944.15
5532,84.9153,0.643469,36.1925,0.412074,0.23093,33.9889,1,20.7819,1,0.216349,5100.84
5533,198.752,0.960373,23.9939,0.381768,0.248359,32.9351,0,18.8881,1,0.183222,6480.29
5534,39.4128,0.486393,32.6185,0.499972,0.342243,45.251,1,5.86637,2,0.177302,4571.24
5535,198.22,0.367822,20.6292,0.293175,0.32006,21.546,1,15.7949,0,0.164973,5810.18
5536,246.465,0.624068,29.6262,0.493128,0.387787,7.94587,0,16.185,0,0.0708989,3751.08
5537,65.3186,0.845794,32.3123,0.298028,0.244897,23.6286,0,8.90609,1,0.0739776,5464.28
5538,23.2602,0.13344,34.1448,0.302119,0.517201,41.2339,1,5.69609,2,0.103357,3308.05
5539,206.791,0.938981,27.8725,0.394021,0.537483,38.6173,1,7.48594,1,0.237699,3939.19
5540,32.7025,0.290942,39.3609,0.216864,0.314565,42.4688,0,15.9962,0,0.112876,4311.21
5541,167.711,0.770325,25.9,0.107141,0.445957,29.876,0,5.469,2,0.203947,4063.42
5542,184.996,0.77154,38.2167,0.173036,0.58872,40.9249,1,19.234,1,0.124835,3207.89
5543,139.909,0.0607143,34.4363,0.33153,0.227104,15.2529,1,18.9851,0,0.0641495,5159.49
5544,70.1639,0.24457,20.4631,0.141396,0.369995,43.6858,0,22.4919,2,0.227939,5876.65
5545,159.82,0.270023,27.7045,0.253335,0.345925,40.1915,0,7.40547,1,0.0841772,4533.7
5546,190.337,0.952956,37.2533,0.116952,0.406783,17.6381,1,12.2667,2,0.140103,3284.42
5547,14.0378,0.971697,26.6112,0.43005,0.322631,10.3298,1,6.32127,0,0.0695584,159576
5548,30.1179,0.846784,36.8121,0.0333052,0.204452,16.5801,0,12.7249,0,0.109833,5306.94
5549,87.5898,0.443823,36.8144,0.199274,0.36642,2.04639,1,10.5705,1,0.218175,169886
5550,41.427,0.536459,23.9296,0.0929081,0.558928,2.70657,0,21.8181,2,0.0506449,16796.5
5551,68.6418,0.780494,32.8453,0.0313018,0.581975,28.8548,0,22.3935,1,0.0506189,3480.82
5552,60.2424,0.243397,33.3155,0.0994171,0.34864,7.99385,1,15.8634,0,0.143338,4376.93
5553,230.353,0.922529,29.5148,0.287551,0.458145,12.4793,1,24.9237,2,0.105161,3848.02
5554,234.25,0.375688,35.2931,0.43384,0.597695,39.0524,0,24.2381,1,0.21397,3336.34
5555,229.992,0.0334405,25.5033,0.161211,0.516008,10.6268,1,10.0839,0,0.229941,8192.45
5556,69.8307,0.810835,32.2492,0.0203107,0.54573,34.8165,0,12.7004,2,0.0646828,3525.84
5557,22.0365,0.77271,34.6931,0.00127682,0.423024,8.78604,0,12.3849,2,0.232961,4073.3
5558,227.781,0.348521,29.8542,0.0067284,0.414963,37.5167,1,18.693,1,0.188386,3604.18
5559,49.2554,0.808764,27.6796,0.432535,0.338863,11.5411,0,22.6913,0,0.14987,5118.05
5560,2.09687,0.993792,20.1082,0.255436,0.331124,46.5461,1,8.60769,1,0.220112,59945.1
5561,43.1729,0.414792,26.456,0.117887,0.396505,28.9356,0,19.5924,0,0.126343,4685.84
5562,51.771,0.341658,26.7541,0.400765,0.468201,23.8026,1,20.7972,2,0.0884579,3971.74
5563,218.414,0.328038,36.7466,0.352013,0.247773,46.5803,0,5.02783,0,0.211911,4541.3
5564,222.679,0.453183,38.0116,0.127144,0.312288,19.9257,1,11.7065,2,0.184172,3882.04
5565,177.745,0.175666,33.4038,0.0885651,0.442055,8.79174,0,21.6519,1,0.134335,3499.73
5566,165.149,0.481907,25.7369,0.373199,0.358281,44.345,1,14.2105,2,0.106724,4589.56
5567,185.996,0.815372,23.1274,0.00194069,0.538933,27.0364,0,17.7787,1,0.208134,4060.32
5568,189.907,0.352911,20.2419,0.186632,0.545326,1.75159,1,7.99347,0,0.0747626,144.856
5569,206.998,0.710455,20.5632,0.0874782,0.288416,36.4644,1,10.5869,1,0.103608,6141.75
5570,134.867,0.136207,27.3219,0.343061,0.484858,44.6675,0,23.5521,0,0.159316,4081.21
5571,50.001,0.438972,21.4294,0.288059,0.318022,35.5061,0,11.718,2,0.146266,7327.53
5572,202.466,0.469517,31.5462,0.248669,0.569734,24.7071,1,14.5108,0,0.0796116,3610.53
5573,140.62,0.327045,25.1729,0.0175057,0.439701,48.0043,0,8.59351,2,0.0526625,4020.26
5574,50.7626,0.025146,30.1341,0.0861685,0.319523,4.86857,1,9.30382,1,0.0876832,9923.9
5575,204.858,0.542913,27.8995,0.309584,0.596986,21.3176,0,8.49096,1,0.0828985,3887.29
5576,244.764,0.71187,26.5325,0.23408,0.315435,46.4264,1,14.3662,0,0.218505,4663.29
5577,1.15422,0.127256,23.3736,0.194398,0.557713,14.4169,0,21.6189,2,0.0579208,4377.85
5578,136.434,0.413602,30.4088,0.366579,0.336032,14.181,1,16.4152,2,0.0634399,4462.3
5579,109.179,0.866685,38.628,0.426551,0.238029,26.3,1,17.8001,0,0.0525464,4764.07
5580,130.045,0.642065,38.2788,0.00404111,0.427453,10.0447,0,6.90729,1,0.18919,3453.87
5581,241.429,0.444958,35.9672,0.477516,0.206,20.7329,0,14.1928,1,0.214274,4974.17
5582,30.8138,0.801537,24.4581,0.0433513,0.326866,27.0743,1,6.03834,2,0.0708772,5717.9
5583,128.697,0.180075,34.888,0.00472978,0.217021,14.6872,0,20.4437,0,0.160356,5130.77
5584,48.2385,0.193787,33.4209,0.28053,0.468017,23.2105,1,21.0262,0,0.0619432,3523.89
5585,208.36,0.0981037,32.9611,0.191037,0.229496,21.9867,1,13.8508,1,0.132085,5091.4
5586,193.402,0.946218,21.8665,0.0881101,0.466199,16.231,0,16.9791,2,0.0557362,4576.25
5587,45.5266,0.97301,34.4745,0.491006,0.551919,41.8744,1,15.3178,0,0.102903,3507.29
5588,35.2139,0.374278,31.9963,0.360619,0.35247,40.467,0,20.4054,1,0.0820635,4556.01
5589,46.1984,0.589952,37.9848,0.0977658,0.21156,22.5326,0,11.4175,2,0.0609348,5163.25
5590,140.907,0.700068,26.215,0.132024,0.267751,36.6488,1,9.6549,2,0.101916,5746.65
5591,95.8544,0.497869,23.1699,0.2145,0.346184,1.22577,1,13.5861,1,0.108639,213560
5592,47.1455,0.330494,37.4524,0.015783,0.252176,30.6199,0,10.5152,0,0.177197,4866.83
5593,110.731,0.855556,39.1354,0.16375,0.228578,26.6562,0,15.6474,0,0.0731183,4805.9
5594,62.1449,0.777469,33.8357,0.0237627,0.566333,8.1021,1,13.0013,1,0.230695,3431.85
5595,28.6312,0.0772786,39.3404,0.122685,0.450406,16.274,1,15.4181,2,0.0691638,3414.57
5596,71.7336,0.554206,38.2515,0.318145,0.277516,5.02703,0,9.22834,1,0.100991,8918.32
5597,194.826,0.611437,35.5737,0.210427,0.486418,35.9978,1,6.32843,0,0.239851,3415.8
5598,141.614,0.606541,27.7804,0.194317,0.26676,0.84616,0,22.5642,2,0.0914064,163630
5599,160.878,0.565178,23.2599,0.310079,0.302142,2.56396,0,20.7069,2,0.248858,76.7498
5600,216.289,0.943347,38.8563,0.493153,0.225979,46.89,1,17.641,0,0.137371,4604.14
5601,173.066,0.0951142,33.1846,0.345872,0.417078,29.9704,0,24.5581,1,0.226542,3484.86
5602,53.6824,0.498539,32.6747,0.319706,0.332924,38.7358,1,24.1761,2,0.20385,4592.94
5603,236.913,0.138579,33.8031,0.177575,0.541687,1.32054,1,20.4521,1,0.177373,169966
5604,10.2678,0.834146,30.6776,0.107195,0.319383,24.262,0,10.1697,0,0.0506359,5072.01
5605,205.477,0.247875,39.6947,0.137184,0.569108,45.1796,0,17.1024,0,0.129322,3142.54
5606,45.3268,0.42256,36.28,0.49897,0.554458,18.848,1,8.88364,1,0.199683,3399.2
5607,110.883,0.179242,36.5606,0.315782,0.221541,32.9112,0,21.311,2,0.157086,5085.92
5608,27.7464,0.701305,24.4116,0.386931,0.463385,17.2744,1,17.2589,1,0.10422,4361.79
5609,73.6232,0.0577658,38.2806,0.293344,0.369591,7.74323,0,12.5268,0,0.0615176,3853.47
5610,153.878,0.900377,31.5725,0.127091,0.268191,5.16815,1,12.8607,2,0.092757,4958.12
5611,1.61469,0.89958,26.3623,0.391905,0.583489,14.2059,1,23.8023,2,0.0768729,4171.41
5612,39.2537,0.521719,31.8738,0.0803251,0.426617,49.6462,0,23.3779,0,0.065079,3966.51
5613,37.2418,0.751829,21.1506,0.300355,0.568921,28.8609,0,19.8093,1,0.0859086,4988.33
5614,11.6492,0.497545,25.3392,0.48336,0.314505,49.5764,1,5.8892,2,0.162363,6171.23
5615,126.564,0.767142,35.8153,0.161552,0.433953,28.3255,1,13.0476,1,0.219952,3355.3
5616,61.9553,0.860564,35.5668,0.0532715,0.519492,40.7084,0,14.217,0,0.114321,3397.91
5617,209.907,0.677422,28.6121,0.0442411,0.482709,15.5858,1,12.2827,2,0.123024,3777.05
5618,3.86208,0.428836,30.4818,0.138661,0.235359,23.1621,0,9.79913,1,0.209501,6013.22
5619,79.4897,0.619806,32.8778,0.468904,0.318425,5.71844,0,22.338,0,0.156216,4609.29
5620,40.6514,0.893228,38.1502,0.236479,0.592119,27.9145,1,7.95301,0,0.126139,3274.01
5621,182.304,0.658125,35.291,0.456012,0.515671,38.2063,0,14.5223,2,0.190051,3415
5622,135.427,0.786181,33.2626,0.389396,0.324958,19.0711,1,15.11,1,0.127817,4329.59
5623,49.3083,0.22579,27.4427,0.43374,0.260449,23.5203,0,16.5351,1,0.215433,6251.26
5624,12.128,0.792049,30.3495,0.113638,0.591425,47.4446,1,22.1208,0,0.137974,3775.45
5625,204.349,0.605924,30.8426,0.337988,0.257424,17.8388,0,7.68503,2,0.156172,5011.75
5626,121.006,0.102863,21.6116,0.373841,0.571656,1.08356,1,8.92745,0,0.126014,99.7439
5627,51.2509,0.819546,29.531,0.119795,0.448685,33.6633,0,14.0878,1,0.149366,3903.86
5628,135.608,0.817721,22.0969,0.0700311,0.326005,13.6359,1,9.48145,2,0.188577,5608.16
5629,163.146,0.296271,26.865,0.264268,0.438229,10.4012,1,17.6603,1,0.217955,3954.1
5630,152.242,0.999392,38.9408,0.050987,0.506194,37.977,0,5.39636,2,0.142589,109617
5631,56.9123,0.322726,22.3606,0.35943,0.30638,38.2896,1,16.9513,0,0.118933,7041.45
5632,180.888,0.337684,21.3597,0.492886,0.363201,26.6721,0,17.7383,0,0.0693971,5041.23
5633,108.304,0.778967,37.5963,0.404866,0.475411,12.2331,1,9.68306,2,0.10333,3211.63
5634,23.2087,0.377127,23.4612,0.140791,0.343154,29.5675,0,20.2008,1,0.160973,5949.32
5635,140.034,0.515353,33.7231,0.399758,0.410956,11.869,0,21.4976,2,0.210955,3582.91
5636,112.104,0.664472,30.5275,0.0163012,0.386874,13.757,1,10.2243,0,0.0729021,4175.06
5637,23.3061,0.408344,23.9134,0.283563,0.293113,36.721,1,9.57011,1,0.100394,7115.76
5638,177.128,0.0887001,39.0863,0.415281,0.481076,36.4553,0,11.8991,0,0.14534,3243.4
5639,113.829,0.871051,21.7219,0.450116,0.311777,33.0417,1,23.691,1,0.170672,6430.51
5640,161.542,0.0727824,31.9463,0.17056,0.310393,19.0112,0,5.88268,2,0.147226,4484.59
5641,217.665,0.375956,37.8599,0.468668,0.43697,31.4962,0,24.1561,2,0.213474,3324.7
5642,243.822,0.510315,24.675,0.471295,0.498133,35.0161,1,10.7191,1,0.111905,4315.25
5643,91.9039,0.271143,21.544,0.258412,0.572671,26.506,0,6.26132,0,0.155381,4841.51
5644,167.544,0.0916677,21.4842,0.303503,0.336648,35.5827,1,5.84659,1,0.197077,5521.88
5645,124.68,0.592647,21.9054,0.159744,0.407315,37.8216,1,18.4766,0,0.230314,4717.28
5646,157.509,0.684942,22.0265,0.433324,0.415487,30.0771,0,19.6188,2,0.167775,4556.71
5647,17.5955,0.866497,31.2679,0.0328436,0.387597,23.9382,1,23.0747,2,0.104343,4448.89
5648,176.067,0.0474382,27.3169,0.435107,0.201421,10.955,0,21.4644,0,0.143604,7738.9
5649,46.9388,0.958842,20.8007,0.38527,0.284733,47.9408,1,21.2645,1,0.195446,9225.48
5650,100.161,0.183518,32.1415,0.106356,0.574696,3.0462,0,6.79288,2,0.0812126,10237.8
5651,223.099,0.945761,35.0816,0.279013,0.568104,43.7639,1,23.0261,1,0.171544,3374.43
5652,128.779,0.149544,28.3944,0.430171,0.443069,41.1716,0,6.90937,0,0.162451,3787.35
