Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
4997	116.757	0.740199	24.6247	0.594251	0	16.6552	0	0.0705347	156.577
4998	67.193	0.155269	38.4173	0.357286	1	22.1091	2	0.239095	0
4999	141.717	0.883462	33.6462	0.275289	1	16.4655	1	0.211471	101.526
5000	232.315	0.806283	24.3868	0.255854	0	20.0244	0	0.167285	614.759
5001	33.8508	0.925242	29.5662	0.515524	0	12.0208	2	0.0618235	0
5002	90.7622	0.264635	39.7284	0.253594	1	20.9054	1	0.10254	0
5003	76.8532	0.524118	31.3702	0.488887	1	19.6127	2	0.170402	0
5004	167.86	0.0468476	39.5124	0.318823	0	23.3015	0	0.234524	800.924
5005	28.7528	0.569718	33.6496	0.308855	0	10.1645	1	0.184192	40283.6
5006	24.8788	0.559633	33.6581	0.444352	1	19.2397	0	0.216167	0
5007	248.509	0.824469	23.1293	0.484817	0	11.4489	2	0.101181	160655
5008	66.5607	0.340294	23.2702	0.252542	1	11.9805	2	0.243862	92989.3
5009	110.361	0.187287	20.6935	0.389193	0	14.6133	0	0.153403	259.795
5010	13.8113	0.848309	38.2649	0.482343	1	15.3945	1	0.0906929	0
5011	123.983	0.497573	36.9623	0.458341	0	16.5179	1	0.143709	0
5012	165.331	0.568897	24.8647	0.343721	1	20.3472	0	0.187414	58.407
5013	71.694	0.153664	26.0105	0.490309	0	19.1815	2	0.123625	0
5014	237.324	0.10641	31.7566	0.586845	1	11.638	2	0.222552	4968.29
5015	219.056	0.766994	29.1859	0.598597	0	22.3816	0	0.144172	0
5016	45.5895	0.439719	33.3227	0.415537	1	13.4188	1	0.221085	0
5017	109.332	0.617339	28.8086	0.278199	0	13.724	0	0.115407	329.389
5018	78.3439	0.13216	34.0833	0.285677	1	15.1602	1	0.139933	48.6152
5019	126.681	0.866793	39.3653	0.329558	1	15.0197	2	0.163919	0
5020	44.9524	0.341086	33.1552	0.307066	0	9.60619	0	0.163712	58.9168
5021	93.1422	0.823014	25.5049	0.591936	0	19.0952	2	0.183204	3.11244
5022	120.093	0.319436	31.7956	0.492717	1	11.4582	1	0.203128	0
5023	66.3136	0.0448598	35.4997	0.382065	0	9.96422	1	0.147403	3259.24
5024	55.819	0.462156	32.9599	0.230857	1	20.9376	0	0.168456	441.18
5025	20.9744	0.0226469	24.7161	0.20006	1	11.2838	2	0.191331	12963.3
5026	32.6257	0.741551	39.0729	0.466299	0	19.2809	1	0.168094	0
5027	186.735	0.570561	34.2527	0.283855	0	10.7051	0	0.245866	0
5028	137.581	0.805694	20.097	0.525984	1	18.555	2	0.150914	199319
5029	187.32	0.874499	25.324	0.478107	1	23.1845	1	0.201098	15.3303
5030	66.9731	0.571719	38.1641	0.283124	0	9.4088	0	0.208685	0
5031	46.3037	0.450896	39.6065	0.474263	0	13.8973	2	0.0771457	0
5032	138.738	0.827315	30.5792	0.340786	1	7.80284	0	0.0519086	2507.72
5033	16.8854	0.27959	32.421	0.361808	0	13.2674	1	0.084992	0
5034	94.5277	0.0138468	23.7328	0.385163	1	7.48633	2	0.0594693	13701.5
5035	171.769	0.733486	37.0931	0.585997	0	6.8412	2	0.0764831	4608.12
5036	189.048	0.494564	25.3459	0.586827	1	12.3884	0	0.167584	1.0344
5037	196.728	0.967241	28.222	0.49676	1	9.57743	1	0.107043	158639
5038	132.468	0.800927	29.9057	0.252847	0	12.7851	1	0.0643339	4284.1
5039	26.2806	0.542319	26.6413	0.368998	1	11.2538	0	0.173832	188.621
5040	89.9228	0.422393	30.4319	0.207837	0	18.8823	2	0.170892	3927.94
5041	167.812	0.500417	22.4908	0.448493	0	7.58524	0	0.0820539	76065.2
5042	247.458	0.542338	36.1391	0.576041	1	12.5415	2	0.190526	0
5043	80.5277	0.429921	22.1616	0.543756	0	24.2611	1	0.199551	175.928
5044	97.5706	0.102857	23.9674	0.471735	1	6.9847	2	0.121855	100932
5045	224.465	0.69777	23.5479	0.525896	1	15.5134	0	0.186508	61.5062
5046	161.982	0.721894	32.7211	0.473887	0	24.3609	1	0.10333	0
5047	62.4437	0.979548	21.648	0.577792	1	20.6036	1	0.181822	191253
5048	24.0747	0.763744	28.1185	0.599965	0	23.4858	0	0.20761	0
5049	222.533	0.719756	32.1221	0.396237	1	5.76157	2	0.127518	78391.9
5050	162.693	0.560928	24.1123	0.221128	0	11.4725	2	0.205638	15971
5051	81.0908	0.898159	28.7716	0.454691	1	17.8013	0	0.186084	0
5052	98.4153	0.245926	27.5836	0.323401	0	15.529	1	0.103599	5246.15
5053	1.95783	0.326956	28.3574	0.430284	1	10.9931	0	0.09057	0
5054	145.018	0.172681	24.5515	0.243051	0	8.43544	1	0.237201	148753
5055	218.539	0.102435	33.1052	0.345672	0	14.7119	2	0.178264	0
5056	208.378	0.428127	33.4972	0.297693	1	23.5422	2	0.177706	0
5057	222.975	0.206956	36.1369	0.565074	0	21.7189	1	0.0594225	0
5058	92.1739	0.14109	33.7913	0.369594	1	17.456	0	0.197354	0
5059	229.363	0.064514	22.0053	0.547233	1	5.59972	2	0.0573262	187769
5060	0.428212	0.419176	26.4677	0.489778	0	8.78316	0	0.165246	0
5061	210.262	0.0318836	20.7159	0.429161	0	22.704	1	0.10422	316.091
5062	115.6	0.974498	32.5943	0.203492	1	20.9997	1	0.110572	115112
5063	115.603	0.890395	33.4133	0.43151	0	19.4427	2	0.167346	0
5064	96.8496	0.227402	36.0163	0.474365	1	22.2396	0	0.178417	0
5065	214.252	0.0358296	25.6038	0.53749	0	7.2693	2	0.136143	8487.84
5066	243.807	0.638112	35.2806	0.587153	1	11.526	0	0.166918	0
5067	146.695	0.363612	28.3949	0.287773	0	16.3458	1	0.125218	4755.16
5068	246.382	0.661071	39.8514	0.380913	1	12.6208	0	0.107849	0
5069	164.279	0.143589	39.1014	0.301957	0	23.9748	1	0.158889	0
5070	107.269	0.216135	30.7894	0.244826	1	16.9921	2	0.164492	3874.11
5071	124.018	0.982102	28.9731	0.575599	0	13.2841	1	0.217501	153748
5072	75.336	0.675189	26.5586	0.540987	1	19.6176	2	0.095711	0
5073	135.016	0.383753	38.6599	0.567529	1	22.0153	0	0.190307	0
5074	247.141	0.359809	22.3722	0.471852	0	20.231	1	0.108294	144.11
5075	151.797	0.383918	20.2196	0.383528	1	7.89207	2	0.0676484	206760
5076	165.004	0.0590874	35.7855	0.374261	0	15.2038	0	0.139448	0
5077	240.696	0.933574	32.0748	0.345307	1	18.0375	1	0.192821	0
5078	71.1304	0.389252	36.7154	0.250927	0	20.5795	2	0.182873	87.6873
5079	162.279	0.76243	20.8251	0.461301	0	19.5055	0	0.212758	302.676
5080	102.89	0.10183	22.198	0.346595	1	8.13771	1	0.0556322	137393
5081	15.2141	0.367926	35.2085	0.369257	1	22.9253	2	0.213263	0
5082	2.35478	0.2385	34.0999	0.594129	0	15.8807	0	0.189438	0
5083	141.526	0.528444	29.7957	0.58541	1	8.19051	1	0.0790739	5889.53
5084	152.737	0.344935	34.9304	0.364244	0	24.5924	2	0.170323	0
5085	47.2946	0.0668657	34.5812	0.596136	0	5.94293	0	0.0950861	37109.6
5086	189.25	0.078095	21.0151	0.297112	1	21.8409	2	0.124439	89597.4
5087	205.303	0.315473	26.2721	0.585148	0	9.27146	0	0.173597	34.5563
5088	218.797	0.348464	35.9891	0.383116	1	8.46597	1	0.0912396	3886
5089	8.57405	0.275804	25.0952	0.272196	1	21.5184	0	0.144441	1350.3
5090	212.527	0.494356	27.7527	0.52154	0	17.0902	2	0.198004	0
5091	14.4627	0.540484	38.4749	0.276779	1	6.46825	1	0.100156	9588.98
5092	19.3814	0.388553	38.9955	0.258085	0	8.96654	0	0.161784	55.8632
5093	151.028	0.37799	28.6862	0.371421	0	18.3552	2	0.126526	0
5094	49.5176	0.534661	23.2725	0.514891	1	6.16479	1	0.100127	182587
5095	58.0929	0.0351609	32.5843	0.218368	1	6.39301	0	0.191222	111668
5096	168.482	0.0397227	29.0314	0.47712	0	15.9068	1	0.0503261	0
5097	193.208	0.982211	35.7942	0.275595	0	6.47742	2	0.195888	154496
5098	102.392	0.596023	36.5791	0.265586	1	19.356	1	0.198219	15.4938
5099	145.697	0.970843	28.1696	0.503752	1	16.6667	2	0.171501	0
5100	202.698	0.839799	33.0429	0.48302	0	5.21845	0	0.126565	105184
5101	124.679	0.928089	25.0824	0.429664	0	12.7638	2	0.22769	161915
5102	190.823	0.107571	26.2199	0.568491	1	11.7962	0	0.117028	33.6703
5103	189.865	0.772736	29.4926	0.292221	1	15.4976	1	0.149024	36.1035
5104	233.993	0.450667	27.0624	0.594104	0	6.98831	1	0.183362	140598
5105	81.0066	0.634608	39.205	0.248241	1	8.41267	2	0.122959	2617.09
5106	144.652	0.96304	27.0068	0.582011	0	8.55412	0	0.222584	137959
5107	79.7468	0.047624	25.9162	0.41331	1	14.5483	1	0.212428	29021.6
5108	140.044	0.562524	34.722	0.467096	0	18.4795	2	0.204016	0
5109	216.768	0.941415	25.7484	0.529207	1	20.7483	0	0.0781913	24.4023
5110	67.4467	0.70489	24.09	0.269588	0	5.73869	0	0.13574	153659
5111	203.398	0.433587	39.7959	0.270064	1	19.0607	2	0.230877	0
5112	93.4741	0.537105	22.3192	0.396876	0	11.3299	1	0.192358	122456
5113	106.395	0.950447	31.3948	0.354443	1	5.35397	2	0.140982	166898
5114	10.021	0.161235	23.2384	0.257901	0	15.5954	1	0.173894	45505.2
5115	10.1665	0.454979	22.1092	0.269737	0	18.1779	0	0.235798	2258.09
5116	156.699	0.490743	32.4095	0.405887	1	8.61219	2	0.190016	4904.49
5117	228.511	0.333645	30.3426	0.496511	0	13.7334	0	0.0642159	0
5118	1.06971	0.475172	27.2013	0.557395	1	5.0931	1	0.16138	185040
5119	173.351	0.287779	39.7249	0.278531	0	10.8926	2	0.211094	2392.89
5120	235.976	0.34402	24.6633	0.345394	1	24.0091	0	0.187442	0
5121	32.08	0.458937	21.858	0.221099	0	8.39821	1	0.178999	170112
5122	12.5491	0.49044	31.0887	0.248989	1	8.1547	2	0.0982666	3906.59
5123	139.192	0.719171	20.7062	0.312934	1	15.1405	0	0.0668028	162541
5124	21.6942	0.550684	35.7045	0.301097	0	13.7311	1	0.0909836	27.4159
5125	219.909	0.963288	23.8032	0.411977	1	7.68857	2	0.215825	192579
5126	62.2619	0.905244	28.1976	0.272426	0	14.1042	0	0.103212	587.272
5127	20.0309	0.518777	26.2873	0.442656	1	8.45463	1	0.104004	34158.6
5128	11.0632	0.440414	38.5474	0.55657	0	12.5492	0	0.115131	0
5129	52.142	0.804955	25.4722	0.596384	0	7.25955	1	0.120081	110158
5130	216.53	0.2247	37.1713	0.299851	1	24.2384	2	0.187631	0
5131	78.2808	0.775548	36.4025	0.207556	1	20.626	0	0.163772	296.072
5132	246.835	0.274369	28.8333	0.362673	0	9.57401	1	0.237006	104020
5133	112.092	0.826174	33.8523	0.590674	0	9.37619	2	0.229378	5309.8
5134	207.672	0.430437	22.7172	0.319453	1	18.3214	0	0.117533	255.849
5135	0.474508	0.474617	26.459	0.57845	0	19.9835	2	0.20151	0
5136	95.801	0.603038	34.8861	0.37645	1	23.297	1	0.159898	0
5137	51.5709	0.315169	30.4882	0.414875	1	7.05617	2	0.126678	8774.47
5138	233.96	0.923933	31.0546	0.53084	0	24.0727	1	0.238838	0
5139	0.626597	0.368611	39.0368	0.36825	1	20.0464	0	0.185783	0
5140	233.458	0.736983	27.0763	0.29124	0	8.14495	0	0.140633	75.0155
5141	243.788	0.387937	29.9669	0.432612	1	22.2599	1	0.0670785	0
5142	25.6139	0.232127	20.0725	0.486776	0	9.85534	2	0.238851	207571
5143	34.0028	0.28276	25.6049	0.219373	0	8.15834	2	0.0771221	6890.14
5144	163.021	0.506801	20.8704	0.303324	1	6.95538	1	0.226779	205293
5145	246.708	0.702897	36.5333	0.206774	0	8.95638	0	0.174103	64.0494
5146	140.198	0.287122	24.0727	0.500379	1	7.31282	0	0.225153	126.909
5147	237.669	0.206295	30.3661	0.360696	0	22.8611	1	0.181057	0
5148	149.795	0.115251	23.4399	0.588994	1	12.1264	2	0.237234	11819
5149	225.612	0.832166	24.2565	0.287917	0	11.191	2	0.169054	157386
5150	56.6579	0.65902	26.5974	0.213189	1	22.1391	0	0.11487	1473.05
5151	161.901	0.0346745	25.9037	0.33266	0	20.7802	1	0.107654	65.1503
5152	26.8246	0.165514	28.5164	0.407436	1	8.0856	0	0.0856368	818.084
5153	16.7282	0.930362	35.3279	0.237542	0	7.36052	1	0.189788	120173
5154	179.941	0.896649	32.9519	0.544491	1	6.32275	2	0.247962	142111
5155	157.018	0.294426	33.3902	0.589033	0	15.5854	2	0.22889	0
5156	16.2518	0.543951	39.7878	0.257875	1	13.9855	0	0.111989	38.8877
5157	174.188	0.454041	28.334	0.588714	0	21.0318	1	0.129254	0
5158	82.1193	0.841886	35.9515	0.234481	1	14.4169	0	0.175555	174.005
5159	57.9305	0.502189	35.0985	0.578282	1	10.8325	2	0.222009	0
5160	144.365	0.793727	29.7447	0.29085	0	13.5138	1	0.103681	4321.7
5161	199.716	0.186763	27.5437	0.249742	1	24.4616	0	0.188221	415.809
5162	174.376	0.830695	31.3419	0.260808	0	7.80074	1	0.211738	125907
5163	118.719	0.135878	21.4355	0.333669	1	24.6868	2	0.112542	24276.3
5164	38.8225	0.754275	23.1029	0.549697	0	13.2028	1	0.0720371	114356
5165	225.149	0.0102764	39.4423	0.26425	1	7.31163	0	0.10778	105471
5166	9.46418	0.171799	24.8154	0.221632	0	9.66805	2	0.0567412	13017
5167	210.672	0.491729	25.6295	0.545635	0	8.22386	2	0.212092	82576.2
5168	216.269	0.823263	34.5204	0.595689	1	18.7568	1	0.116497	0
5169	55.7593	0.747052	20.6647	0.205091	1	6.92887	0	0.0847967	209172
5170	230.161	0.399499	31.1921	0.436786	0	18.9037	2	0.13454	0
5171	45.7423	0.519143	39.8415	0.355277	0	22.6835	0	0.226609	0
5172	204.596	0.716743	33.8949	0.211456	1	15.9087	1	0.224936	7810.91
5173	42.2262	0.936308	25.6989	0.493149	1	17.4276	0	0.144496	0
5174	108.081	0.245355	35.5523	0.527779	0	7.41	1	0.186908	108876
5175	150.636	0.83774	36.1071	0.554358	0	11.5845	2	0.201797	0
5176	208.935	0.205111	36.0901	0.388635	1	9.08496	2	0.191119	4164.39
5177	213.144	0.458215	24.3511	0.257682	0	18.2643	0	0.0977282	670.608
5178	120.639	0.0831568	28.7888	0.289882	1	20.8057	1	0.241899	8593.31
5179	166.519	0.0319905	22.0951	0.430992	0	18.4657	0	0.160336	9091.27
5180	158.873	0.277904	25.3511	0.453999	1	6.18196	2	0.158403	112864
5181	208.703	0.459329	29.4044	0.206124	1	7.29927	1	0.247828	173771
5182	29.4286	0.493329	27.5763	0.291892	0	13.0388	0	0.165322	628.032
5183	102.111	0.912246	28.7268	0.392567	0	19.0377	1	0.073065	0
5184	0.086564	0.977768	22.9275	0.541552	1	6.3077	2	0.141478	199012
5185	218.365	0.0181543	38.0996	0.235088	0	15.9376	0	0.215932	38863.1
5186	80.8699	0.195061	38.6562	0.330574	1	12.9483	1	0.222053	14.5282
5187	101.494	0.717944	35.1961	0.476255	0	21.2309	2	0.130783	0
5188	212.158	0.307754	37.9532	0.268803	1	12.1454	1	0.142347	0
5189	85.3281	0.54942	29.0682	0.335095	0	23.5916	0	0.242092	54.5967
5190	202.825	0.0813678	34.1405	0.410474	1	8.30228	2	0.185802	4797.18
5191	197.452	0.353904	30.4716	0.264238	0	7.83703	1	0.0692343	4579.31
5192	65.1217	0.160253	25.1167	0.375903	1	17.3463	0	0.203592	136.008
5193	229.858	0.0844474	21.5882	0.32108	0	23.7807	2	0.177838	21756.1
5194	67.0056	0.766108	22.7878	0.436265	1	19.2468	2	0.126191	3.59263
5195	38.1388	0.338148	30.2426	0.242606	1	8.92032	0	0.218799	671.159
5196	124.921	0.595514	32.5809	0.42153	0	24.1653	1	0.0750047	0
5197	75.3679	0.395497	39.2708	0.512765	1	15.0867	0	0.15817	0
5198	22.836	0.166831	35.2336	0.429453	0	24.8962	1	0.10927	0
5199	53.1703	0.167538	21.5857	0.31392	0	5.12565	2	0.093193	183508
5200	127.61	0.135222	28.5421	0.523797	1	15.4551	2	0.0860272	0
5201	155.971	0.221426	32.966	0.407333	0	20.3041	0	0.194404	0
5202	38.1545	0.7048	20.8452	0.288237	1	6.2348	1	0.104128	213536
5203	31.5559	0.940191	24.9998	0.220602	1	9.85827	2	0.165073	192155
5204	94.4323	0.0685196	26.7135	0.323753	0	10.4792	0	0.218016	6918.92
5205	49.3713	0.354541	33.4612	0.453386	0	15.1892	1	0.185485	0
5206	51.0185	0.843146	29.1296	0.449204	1	6.03068	0	0.171684	91026.4
5207	160.418	0.0371016	23.7793	0.547282	1	13.3698	2	0.17571	10764.1
5208	44.1874	0.202777	27.5585	0.595859	0	13.6426	1	0.107686	0
5209	207.744	0.0921409	34.0393	0.28584	1	23.1691	1	0.102149	0
5210	213.715	0.917029	37.7818	0.541906	0	15.259	0	0.125798	0
5211	178.648	0.688723	37.4383	0.45885	0	20.9504	2	0.197198	0
5212	121.289	0.209505	36.9982	0.356422	1	22.6753	1	0.173389	0
5213	201.21	0.0616913	36.2546	0.317771	1	24.0009	2	0.167001	0
5214	232.673	0.76798	33.7075	0.595061	0	20.0966	0	0.230999	0
5215	129.805	0.917414	36.2742	0.497258	0	13.0674	2	0.213696	0
5216	42.0405	0.117002	24.5026	0.351214	1	20.1266	0	0.191006	464.834
5217	145.477	0.501139	23.8552	0.574285	1	23.8256	1	0.0660168	48.6472
5218	150.553	0.447282	31.6631	0.351548	0	9.07333	2	0.201101	4680.83
5219	26.5387	0.709938	34.9087	0.484937	0	23.6841	0	0.0787636	0
5220	101.915	0.932125	26.9945	0.255989	1	9.05928	1	0.0729609	169138
5221	248.109	0.494466	23.0224	0.520304	0	24.9526	1	0.175911	84.7552
5222	227.541	0.267428	35.8896	0.457892	1	20.7525	0	0.131036	0
5223	141.342	0.439433	36.9131	0.22735	1	17.1054	2	0.071092	81.6923
5224	158.03	0.189416	28.046	0.328365	0	20.3418	1	0.0632938	8.00932
5225	244.969	0.710628	24.8719	0.271507	1	10.443	0	0.22063	353.207
5226	134.261	0.664783	38.6978	0.315843	0	24.5241	2	0.12144	0
5227	217.585	0.148153	30.7626	0.507288	0	18.7386	2	0.156803	0
5228	101.785	0.631384	34.9724	0.375703	1	15.183	0	0.0600836	0
5229	27.5637	0.871677	27.1627	0.324966	1	10.5759	1	0.246483	111634
5230	118.203	0.496474	25.7915	0.351358	0	13.2834	2	0.0630743	6885.72
5231	184.35	0.847014	23.6268	0.285589	0	7.72277	1	0.0987768	175101
5232	59.659	0.396637	28.2039	0.583994	1	16.8125	0	0.18733	0
5233	18.7908	0.79437	21.7166	0.589171	0	6.6419	1	0.203975	191205
5234	128.567	0.462938	22.3261	0.322513	1	10.8732	0	0.109915	609.544
5235	19.6726	0.120859	20.5381	0.358549	1	13.2323	2	0.189902	184219
5236	242.46	0.643587	38.4896	0.376818	0	20.9908	2	0.183477	0
5237	149.135	0.799403	38.4701	0.451211	1	24.4966	1	0.0674821	0
5238	212.658	0.491666	26.6243	0.256336	0	24.146	0	0.195655	412.124
5239	57.3486	0.478224	23.1014	0.206373	0	21.7544	1	0.167871	18637
5240	142.423	0.862053	38.0823	0.20231	1	20.8369	0	0.154248	144.186
5241	45.0903	0.558687	22.7305	0.442436	0	24.5026	2	0.0718866	27.2796
5242	169.84	0.93282	23.0552	0.295463	1	13.1064	0	0.196466	769.493
5243	102.87	0.226946	35.4104	0.297973	0	21.5248	1	0.202552	0
5244	211.828	0.514218	23.988	0.294065	1	11.4417	2	0.168558	9858.29
5245	142.758	0.893713	36.7743	0.300571	0	17.5244	0	0.231482	0
5246	95.4723	0.194469	20.3008	0.548737	1	19.598	2	0.162716	177191
5247	54.9442	0.656978	32.9679	0.290126	0	5.99435	1	0.181236	157532
5248	93.5619	0.966356	20.9267	0.435155	1	24.2321	2	0.209854	192245
5249	141.112	0.459026	32.0147	0.448693	0	9.38351	1	0.177369	54477.3
5250	109.826	0.860965	25.4132	0.303139	1	23.2208	0	0.10752	473.918
5251	1.32259	0.835163	29.0875	0.458254	0	21.1551	1	0.17221	0
5252	217.241	0.14579	38.6292	0.516938	1	13.4011	0	0.197336	0
5253	43.9123	0.826863	27.5131	0.594352	1	21.971	2	0.13849	0
5254	201.583	0.817833	21.0134	0.363462	0	24.7817	2	0.0543587	131.108
5255	139.807	0.171276	39.8088	0.360882	0	19.9942	0	0.242911	0
5256	95.4096	0.209691	39.6226	0.38024	1	16.9884	1	0.177119	0
5257	163.121	0.871549	29.5169	0.306257	1	15.1686	1	0.123295	22.0552
5258	30.2051	0.0759127	27.7838	0.548895	0	21.8888	0	0.142558	0
5259	61.372	0.711188	24.2296	0.421829	0	8.51582	2	0.228348	152598
5260	117.869	0.276621	21.3858	0.249243	1	17.7583	1	0.0509979	66298.8
5261	177.066	0.569542	39.3017	0.493017	0	17.3317	0	0.110327	0
5262	230.675	0.270338	23.2365	0.254708	1	20.6216	2	0.115959	11312.7
5263	247.795	0.607101	32.5097	0.413582	0	21.4533	0	0.0616545	0
5264	40.5272	0.349784	25.5865	0.379465	1	22.4639	2	0.122482	161.845
5265	24.9588	0.446992	39.6823	0.544672	1	9.40034	1	0.229325	84408.9
5266	155.508	0.252322	29.9972	0.328524	0	15.4698	1	0.217889	0.543748
5267	99.1976	0.105981	21.1276	0.545574	1	18.4281	2	0.230218	108334
5268	43.6542	0.765864	37.5794	0.234877	0	20.4431	0	0.0708342	158.139
5269	199.858	0.0259533	39.061	0.449262	1	12.7798	2	0.188766	0
5270	67.6146	0.423644	22.6352	0.38183	0	7.81608	0	0.0503773	65320.8
5271	124.233	0.609738	24.2499	0.419534	0	23.499	1	0.187887	0
5272	219.24	0.266094	39.9025	0.55017	1	12.1597	2	0.175692	0
5273	24.7237	0.941689	21.9632	0.556406	1	11.24	0	0.0711676	180579
5274	76.3997	0.165671	33.6235	0.212535	0	20.2909	1	0.166513	2741.2
5275	122.946	0.397378	28.514	0.465812	0	14.9595	2	0.12131	0
5276	210.326	0.0805726	25.2196	0.258365	1	18.6253	0	0.154512	1449.88
5277	80.9644	0.652719	32.9389	0.262019	0	19.93	1	0.245074	6996.27
5278	77.6646	0.52357	33.3403	0.353438	1	19.6573	1	0.12798	0
5279	211.027	0.0838275	33.6313	0.521592	0	21.0223	0	0.0538748	0
5280	32.8717	0.558874	22.0723	0.533772	1	7.09745	2	0.237863	189505
5281	118.152	0.261185	31.1528	0.358271	0	18.6323	1	0.110231	0
5282	232.972	0.196905	24.3889	0.494531	1	22.2523	0	0.213198	34.67
5283	222.215	0.0761374	30.3984	0.516055	0	13.1855	2	0.141066	0
5284	115.458	0.0410901	34.1309	0.248347	1	24.1222	1	0.221003	354.526
5285	76.9999	0.881866	33.7583	0.255017	1	17.1464	0	0.22883	196.892
5286	245.35	0.042924	29.5215	0.291386	0	8.42112	2	0.156102	5246.42
5287	25.6771	0.937306	20.5009	0.381064	1	22.0912	2	0.0921646	207131
5288	152.119	0.287418	37.3304	0.54442	0	9.25011	0	0.227892	0
5289	20.7433	0.576666	36.6458	0.225	1	15.3154	1	0.0837514	292.798
5290	89.3268	0.100828	31.5331	0.403064	0	8.84837	0	0.218901	2.27621
5291	93.5094	0.0499603	39.2499	0.317285	0	21.1201	1	0.0894776	0
5292	115.242	0.575721	29.3034	0.432509	1	23.7838	2	0.141733	0
5293	6.70476	0.742152	31.4783	0.231216	0	8.97988	2	0.175927	3722.65
5294	242.806	0.673395	26.2938	0.327546	1	22.4336	0	0.0649706	0
5295	113.317	0.944238	39.7308	0.437238	0	10.8169	1	0.18539	0
5296	129.549	0.397156	32.7277	0.42894	1	22.1818	1	0.0737485	0
5297	191.677	0.856872	26.672	0.253763	0	21.7794	0	0.115805	494.245
5298	28.6627	0.299449	25.6561	0.52761	1	5.02202	2	0.102204	140749
5299	2.12252	0.612507	24.5213	0.36301	0	8.0962	0	0.0913064	2411.9
5300	68.4625	0.241109	34.3094	0.227215	1	22.9273	2	0.0843814	334.284
5301	59.6885	0.656413	32.8323	0.538354	0	22.0377	1	0.210119	0
5302	108.301	0.337169	39.5291	0.315754	1	19.1864	1	0.143423	0
5303	146.95	0.115345	28.9168	0.294719	0	16.2154	2	0.216109	4826.67
5304	134.734	0.909023	35.5882	0.501523	1	23.9964	0	0.195183	0
5305	239.166	0.235058	31.6183	0.25616	1	23.9668	0	0.202441	37.805
5306	141.236	0.240173	31.1364	0.464001	0	5.37979	2	0.0824781	10426
5307	88.5121	0.125085	21.8298	0.413978	1	20.0438	1	0.162253	79.4569
5308	69.3262	0.792663	33.5592	0.570562	0	8.33746	1	0.174308	76390
5309	225.84	0.976729	25.8651	0.341896	0	24.3077	0	0.233527	2989.91
5310	3.13191	0.258925	25.2456	0.373589	1	19.4089	2	0.164845	7453.55
5311	117.098	0.483471	29.8588	0.517217	0	14.9914	0	0.0639462	0
5312	241.258	0.575086	38.6111	0.576253	1	14.2947	2	0.221718	0
5313	45.5268	0.0703087	30.6191	0.271369	1	10.61	1	0.154577	6883.99
5314	219.427	0.0896169	22.9416	0.459199	0	7.75957	2	0.17639	115474
5315	19.3676	0.510329	34.1806	0.540187	0	21.6513	0	0.198106	0
5316	43.1128	0.366323	28.4306	0.465971	1	6.7971	1	0.159655	160930
5317	113.916	0.372531	26.5647	0.315908	0	22.5708	2	0.168029	243.768
5318	179.173	0.200513	36.5363	0.431535	1	14.0752	0	0.150549	0
5319	249.758	0.288286	27.9366	0.477842	0	8.9968	1	0.0691388	6522.31
5320	43.2443	0.317176	35.391	0.322633	1	13.8439	0	0.0844537	0
5321	193.422	0.373038	32.5659	0.238492	1	18.8458	2	0.104744	142.812
5322	54.2346	0.221621	22.9486	0.507496	0	21.3091	1	0.116322	112.543
5323	132.229	0.773629	30.316	0.221779	1	24.4101	1	0.0641553	559.419
5324	243.33	0.745301	23.2451	0.505528	0	17.8397	2	0.0899224	79.6219
5325	91.1773	0.034716	34.1241	0.337992	0	16.0297	0	0.0732066	531.335
5326	183.933	0.985679	35.1702	0.483431	1	12.1112	0	0.0643012	113044
5327	50.9853	0.591429	23.3912	0.569901	0	19.1261	2	0.170366	97.0985
5328	195.399	0.514516	21.2837	0.460066	1	10.8019	1	0.206779	163022
5329	63.3635	0.689953	36.2016	0.487819	0	22.698	1	0.23183	0
5330	137.868	0.91546	25.5654	0.415394	1	18.0471	2	0.169304	0
5331	180.686	0.152871	27.2314	0.59795	0	24.3562	0	0.0550487	50.8666
5332	1.59696	0.85059	23.6509	0.579308	1	19.4268	1	0.186932	86.789
5333	236.658	0.494184	26.5337	0.515866	0	22.9724	0	0.133937	0
5334	224.853	0.314219	27.0676	0.506084	1	20.8338	2	0.169566	0
5335	87.6756	0.133327	24.3079	0.475061	1	23.5553	0	0.21246	41.1503
5336	69.0606	0.678847	23.962	0.382325	0	23.6608	2	0.0671852	173.046
5337	42.8234	0.492947	29.442	0.298161	1	17.3915	1	0.135399	4292.66
5338	106.694	0.0966925	32.6472	0.325016	0	15.0957	0	0.0834733	0
5339	127.087	0.9582	23.3059	0.524258	1	7.74621	2	0.129597	192699
5340	70.8857	0.275037	32.4237	0.361486	0	7.42061	1	0.199098	125402
5341	16.3225	0.78393	36.371	0.578876	1	6.20111	2	0.248002	90653
5342	70.4345	0.177026	23.2202	0.235394	0	5.73555	0	0.0866913	162125
5343	1.51226	0.946832	32.3482	0.346856	1	6.08968	1	0.213841	173467
5344	125.883	0.0248719	32.7601	0.456282	0	9.03387	0	0.170619	28113
