Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Percentage of income used for maintenance	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
2812	43.9285	0.948328	36.0455	0.490527	1	16.5108	2	0.0743512	0
2813	38.2185	0.353103	29.1801	0.439545	1	5.84229	1	0.191184	179604
2814	167.532	0.577807	29.3993	0.253358	0	17.4763	0	0.120521	305.634
2815	49.6522	0.12401	23.8218	0.286721	0	13.5816	1	0.168268	48764.9
2816	123.283	0.594841	33.16	0.443601	1	21.6472	0	0.144116	0
2817	127.314	0.519296	30.5395	0.472039	0	8.73366	2	0.215181	5645.88
2818	67.2145	0.840172	33.3138	0.359501	1	19.437	0	0.177616	0
2819	196.538	0.272314	32.13	0.534695	1	18.6749	1	0.0908804	0
2820	147.708	0.216658	33.3387	0.530996	0	23.9261	2	0.125053	0
2821	225.344	0.67528	22.2544	0.306147	0	14.9733	1	0.243047	105901
2822	89.4689	0.611676	31.6209	0.314974	1	9.74874	2	0.137064	4186.69
2823	170.144	0.7781	33.3471	0.470961	1	14.2491	0	0.222723	0
2824	143.131	0.648294	38.0462	0.440582	0	15.683	1	0.176699	0
2825	187.982	0.492087	34.5286	0.57482	0	19.71	2	0.103938	0
2826	103.915	0.783164	39.7423	0.271449	1	21.6882	0	0.0976342	0
2827	235.056	0.438053	22.0563	0.275385	1	10.2654	1	0.188094	153427
2828	172.683	0.88437	31.6319	0.56778	0	21.4115	2	0.188814	0
2829	229.687	0.379898	30.2133	0.576763	1	20.1022	0	0.177493	0
2830	37.3269	0.202105	25.5401	0.341248	0	16.0747	0	0.120011	442.258
2831	146.048	0.580483	27.7518	0.258708	1	6.88223	2	0.167416	5656.46
2832	45.6772	0.729159	27.1602	0.56993	0	8.08158	1	0.231606	133474
2833	128.75	0.646036	27.3469	0.397298	1	18.6115	2	0.20202	0
2834	117.594	0.450487	28.5624	0.428428	0	9.6857	0	0.148301	0
2835	214.772	0.323115	30.9756	0.452378	0	23.8564	1	0.124809	0
2836	35.9283	0.662598	32.1397	0.561956	1	24.7823	1	0.188028	0
2837	173.034	0.572103	33.5469	0.519507	1	13.6729	0	0.0879205	0
2838	94.9419	0.605265	29.7668	0.553781	0	12.7358	2	0.202878	0
2839	27.5124	0.311106	24.8392	0.565542	1	19.2368	2	0.181432	38.737
2840	109.392	0.706811	28.4131	0.582778	0	18.9175	0	0.199695	0
2841	61.9999	0.131311	35.7005	0.566093	0	17.1823	1	0.123518	0
2842	237.169	0.700776	34.4244	0.443817	1	8.02361	0	0.151274	0
2843	38.6773	0.315579	29.7722	0.592931	1	5.34352	1	0.0981584	161781
2844	196.134	0.566488	32.0611	0.285732	0	21.4825	2	0.159856	0
2845	87.8108	0.881303	36.8691	0.260235	0	23.8154	2	0.172995	32.3431
2846	32.5366	0.164302	32.1922	0.543555	1	13.8452	0	0.15379	0
2847	73.766	0.513587	33.241	0.517659	1	10.1741	1	0.156741	4826.54
2848	122.665	0.357051	30.0788	0.555197	0	18.3106	0	0.209469	0
2849	2.13076	0.597656	38.7844	0.417408	1	10.3993	1	0.197518	0
2850	232.841	0.367208	31.5989	0.361535	0	13.4869	2	0.0790212	0
2851	138.2	0.337854	22.6273	0.31974	1	16.961	1	0.105356	15444.5
2852	217.097	0.0894569	25.9718	0.300653	0	20.8439	0	0.181697	164.583
2853	100.158	0.378648	24.149	0.202991	0	21.4684	2	0.227642	8955.58
2854	139.384	0.797156	36.1178	0.273275	1	5.45139	0	0.153454	0
2855	227.068	0.717655	20.2559	0.401414	0	11.0821	1	0.238001	202168
2856	176.824	0.175774	29.7596	0.240332	1	16.4619	2	0.207037	4424.06
2857	164.154	0.326712	23.6469	0.466041	1	22.8166	0	0.179664	92.2878
2858	131.673	0.178974	23.1892	0.413666	0	20.1202	2	0.241939	26.9122
2859	219.603	0.67319	20.0605	0.445702	1	20.0924	1	0.115682	197208
2860	92.6968	0.132789	24.0491	0.524576	0	22.3649	1	0.225559	68.1025
2861	143.734	0.506071	30.508	0.206009	1	21.7635	2	0.171963	3839.88
2862	221.272	0.661936	39.6357	0.588093	0	7.67118	0	0.198697	0
2863	101.271	0.981919	34.6065	0.213865	0	13.4981	1	0.0797994	139547
2864	18.0635	0.682775	38.2619	0.50133	1	22.5103	0	0.206223	0
2865	101.628	0.499011	32.6491	0.521061	1	22.6573	2	0.0858803	0
2866	199.561	0.77447	27.946	0.317233	0	12.4914	0	0.183352	0.580896
2867	54.3567	0.742273	24.4867	0.499231	1	24.7591	2	0.145335	27.0335
2868	146.773	0.255927	34.0374	0.530724	0	6.45808	1	0.223532	146821
2869	105.699	0.279719	21.5271	0.569681	0	19.3283	1	0.138947	66034.5
2870	204.054	0.701531	35.9465	0.525261	1	6.06019	0	0.152867	689.508
2871	89.5526	0.410292	27.9558	0.279833	0	14.004	2	0.143887	5312.31
2872	138.94	0.813629	28.1028	0.317083	1	15.5678	2	0.162568	5034.37
2873	12.2691	0.101759	27.7072	0.365226	0	10.4479	0	0.188117	987.288
2874	186.015	0.385092	30.9094	0.458717	1	10.7568	1	0.0914357	0
2875	61.771	0.363685	32.6936	0.403545	1	10.156	2	0.0688899	0
2876	180.259	0.253782	34.1791	0.370114	0	14.8043	0	0.0660331	0
2877	132.302	0.240013	33.8459	0.233872	1	13.9626	1	0.134788	3024.83
2878	125.473	0.780898	26.3171	0.475612	0	10.1215	0	0.226083	2.73063
2879	24.4841	0.840818	20.7566	0.206179	1	13.3457	2	0.247208	213100
2880	189.077	0.972949	36.309	0.436592	0	22.8839	1	0.0779408	0
2881	245.552	0.889114	22.5846	0.276022	1	13.937	1	0.168002	182615
2882	129.714	0.236382	39.9518	0.43755	0	9.97018	0	0.207957	0
2883	79.487	0.615182	33.8077	0.433786	1	13.1405	2	0.0634205	0
2884	122.061	0.789427	30.8925	0.526854	0	10.5067	0	0.19825	0
2885	48.8097	0.126781	20.5466	0.249233	1	20.4099	1	0.0893434	160711
2886	84.8217	0.869618	23.1487	0.455321	0	16.5999	2	0.233187	156192
2887	247.209	0.574777	30.5877	0.325205	1	8.63587	0	0.200858	0
2888	218.519	0.537649	27.1919	0.396564	0	16.2227	1	0.0835157	0
2889	153.096	0.612276	32.4845	0.383362	1	13.9087	2	0.0620185	0
2890	14.2171	0.494679	34.7311	0.331977	0	13.2092	2	0.182535	2721.53
2891	43.0251	0.357013	27.4834	0.438098	0	8.01668	0	0.0706056	2788.98
2892	123.014	0.484066	37.6259	0.405058	1	5.29113	1	0.207314	153263
2893	169.642	0.23757	32.2239	0.501851	0	8.34608	2	0.0606111	5000.63
2894	63.1177	0.0173492	37.2118	0.237112	1	9.10607	1	0.118689	2727.55
2895	91.3332	0.404046	39.8034	0.260765	0	10.7861	0	0.187506	0
2896	108.334	0.303782	33.3154	0.370828	1	6.93157	2	0.0562967	4307.73
2897	123.92	0.277411	23.1123	0.553676	1	22.5376	1	0.118892	96.3472
2898	24.6207	0.477674	37.3761	0.281875	0	16.4149	0	0.244748	29.0918
2899	225.881	0.251231	34.6124	0.332439	0	7.23274	2	0.245734	7228.54
2900	97.217	0.560821	24.636	0.432889	1	13.5613	1	0.118804	0
2901	146.313	0.385682	22.798	0.222609	0	20.9965	0	0.235358	1846.16
2902	194.081	0.148017	22.516	0.467009	1	16.8897	1	0.231765	76472.8
2903	208.468	0.0815913	31.3863	0.481451	1	5.92066	0	0.149205	50173.1
2904	119.505	0.339409	38.3273	0.40535	0	19.6729	2	0.0922019	0
2905	233.059	0.30579	32.8897	0.214338	1	13.5335	0	0.0817634	202.016
2906	161.892	0.0840178	37.5427	0.280412	0	23.117	2	0.0742651	0
2907	140.878	0.199952	22.7524	0.385119	1	21.085	1	0.152107	29.5947
2908	6.68719	0.129168	38.1231	0.27755	0	11.2598	2	0.23048	2654.84
2909	179.523	0.884641	35.8332	0.367517	0	22.7897	1	0.220157	0
2910	204.566	0.746819	22.0829	0.378358	1	11.2799	0	0.164285	118.043
2911	248.745	0.844356	32.8996	0.28196	0	24.5204	1	0.0829411	0
2912	98.7282	0.988029	22.6104	0.595522	1	19.0808	2	0.231697	190766
2913	128.937	0.903497	20.1409	0.540865	0	16.1447	0	0.210541	334.316
2914	217.458	0.386032	22.7942	0.47117	1	5.67011	0	0.177727	162982
2915	36.668	0.74473	22.5915	0.461439	1	11.2687	1	0.106225	126727
2916	235.914	0.836315	20.2439	0.526325	0	8.39473	2	0.154586	204924
2917	239.656	0.976829	20.5684	0.205254	0	13.2685	2	0.0577279	214450
2918	40.3955	0.430226	21.1344	0.592769	1	15.4261	0	0.19267	250.876
2919	213.262	0.953441	32.1244	0.337927	0	5.08852	1	0.193785	169595
2920	237.083	0.758156	25.017	0.318624	1	13.6297	2	0.0900333	7820.95
2921	242.264	0.103555	39.1632	0.415037	0	12.5765	1	0.236495	0
2922	69.7715	0.925711	28.8411	0.498159	1	20.4874	0	0.183029	0
2923	119.207	0.737152	37.5708	0.590504	1	17.389	1	0.208112	0
2924	87.0053	0.156467	23.0893	0.418628	0	20.0393	0	0.13355	6.8016
2925	171.092	0.340018	22.8022	0.359875	0	7.92486	2	0.231035	143076
2926	22.3858	0.115906	36.3595	0.233275	1	13.0776	1	0.139515	2542.64
2927	150.55	0.196107	28.0105	0.274997	1	20.9609	2	0.125397	306.171
2928	23.1895	0.622152	34.7625	0.247933	0	24.8949	0	0.17141	283.532
2929	193.739	0.229721	32.5776	0.548804	0	6.21029	0	0.157595	990.29
2930	111.771	0.702108	32.9844	0.236288	1	14.7357	1	0.122533	3168.94
2931	218.164	0.0720655	22.2717	0.359802	0	8.82493	2	0.151693	121071
2932	40.5181	0.878035	28.3503	0.454489	1	9.56178	1	0.190218	79672.1
2933	123.425	0.0722269	23.0749	0.515266	1	23.0727	0	0.221558	661.199
2934	53.598	0.925575	27.9166	0.272798	0	5.03558	2	0.0554611	175609
2935	61.9434	0.863944	34.8907	0.585107	1	15.2429	1	0.190359	0
2936	25.5897	0.765135	31.136	0.565976	0	17.4636	2	0.069279	0
2937	201.693	0.875327	22.9551	0.590347	1	21.2395	0	0.113904	107.545
2938	25.8116	0.124919	38.9843	0.348309	0	16.0302	2	0.194471	0
2939	235.013	0.733899	38.4728	0.23028	1	14.57	0	0.176065	0
2940	96.99	0.0292908	27.5025	0.449038	0	7.63212	1	0.145066	99372.2
2941	102.955	0.788021	21.2231	0.438163	1	23.9592	2	0.15926	163.194
2942	2.63707	0.929877	26.7184	0.269394	0	17.3868	1	0.0910105	125817
2943	222.379	0.763261	21.9908	0.346547	0	8.35124	0	0.172844	72.3412
2944	81.2931	0.727542	36.0777	0.252093	1	13.4167	0	0.0684013	93.0405
2945	149.577	0.732743	25.377	0.551113	1	23.8202	1	0.183901	5.38184
2946	163.098	0.876969	39.2587	0.34117	0	10.0976	2	0.10681	0
2947	41.7688	0.22291	29.5432	0.408574	1	16.7437	2	0.215168	0
2948	245.249	0.158698	26.7728	0.240569	0	18.3286	0	0.176612	450.6
2949	178.47	0.792289	37.0385	0.539721	0	14.6763	1	0.0687585	0
2950	78.3964	0.321714	37.63	0.361893	1	16.9955	1	0.117266	0
2951	246.168	0.159055	38.5382	0.564879	0	8.84783	2	0.114895	3963.65
2952	133.117	0.734374	38.6146	0.56521	1	18.801	0	0.0515447	0
2953	169.056	0.220705	37.7721	0.289496	1	14.1816	0	0.107175	0
2954	140.002	0.841605	32.7565	0.223409	0	11.3487	2	0.228278	3676.29
2955	175.355	0.823007	31.7134	0.405636	0	11.1823	1	0.102607	0
2956	237.24	0.361127	39.4412	0.369698	1	7.76624	1	0.0778057	0
2957	173.445	0.917313	22.0151	0.304348	1	7.26299	2	0.124762	205475
2958	235.086	0.0602159	24.7711	0.237617	0	8.59321	0	0.191061	37878.2
2959	47.1726	0.144574	24.2619	0.526025	0	24.7141	2	0.11497	57.3952
2960	29.8865	0.921783	32.0267	0.540074	1	20.1492	0	0.228289	0
2961	91.903	0.1378	35.1908	0.380797	1	6.13083	1	0.234307	161250
2962	71.9918	0.315997	31.58	0.576528	0	24.4223	1	0.137446	0
2963	166.415	0.417609	39.0788	0.447129	0	6.74028	2	0.113171	4307.53
2964	203.774	0.291797	21.587	0.407558	1	12.0186	0	0.137194	234.139
2965	79.3142	0.265691	36.7382	0.574962	1	9.38543	0	0.220496	0
2966	40.8444	0.349734	32.2114	0.273592	0	8.01408	1	0.117443	4601.21
2967	135.744	0.146424	38.1026	0.253644	0	19.7827	2	0.227397	0
2968	137.782	0.312984	32.1523	0.413177	1	6.28497	0	0.110368	1675.82
2969	76.3545	0.894006	22.1338	0.424899	1	13.9121	2	0.244458	189970
2970	47.7412	0.0851664	33.2883	0.588411	0	18.3309	1	0.150721	0
2971	49.6112	0.931789	28.3263	0.200553	1	15.443	2	0.223853	143356
2972	157.316	0.309139	35.8908	0.324884	0	5.5486	0	0.125768	325.481
2973	49.8736	0.452586	39.5888	0.30876	1	14.3968	1	0.181325	0
2974	159.725	0.86481	30.2018	0.490384	0	12.358	2	0.157792	0
2975	153.113	0.253106	36.2082	0.502949	1	24.0326	0	0.124653	0
2976	68.832	0.855985	38.193	0.293075	0	17.057	1	0.177631	0
2977	133.557	0.0469246	25.0786	0.313265	0	12.1165	0	0.181144	13015.4
2978	196.927	0.77882	34.0137	0.476638	1	11.3032	1	0.172948	0
2979	228.705	0.276997	24.1693	0.554114	1	24.6367	2	0.0703074	27.2703
2980	56.889	0.672888	21.3619	0.430655	0	18.8915	0	0.175041	132.297
2981	236.319	0.987831	37.1638	0.408146	0	20.6415	1	0.182251	101965
2982	171.899	0.5262	27.8134	0.445017	1	18.1758	2	0.142882	0
2983	74.9863	0.69031	27.4402	0.342417	1	23.9777	2	0.164162	131.108
2984	152.256	0.263736	22.2968	0.272873	0	11.78	1	0.205551	125833
2985	119.686	0.585356	23.0847	0.42501	0	7.6221	0	0.117867	4545.33
2986	85.1248	0.71222	24.658	0.355305	1	16.9916	0	0.180491	233.579
2987	7.19311	0.116677	35.023	0.401812	1	22.545	2	0.103619	0
2988	220.671	0.767715	27.8277	0.525745	0	12.2313	1	0.100346	0.977734
2989	117.063	0.400395	31.2326	0.287382	0	23.713	2	0.1338	96.7877
2990	158.093	0.228685	24.7638	0.426266	1	5.13627	1	0.138775	192617
2991	16.5254	0.923192	30.061	0.459032	1	23.16	0	0.153948	0
2992	199.902	0.446275	36.8098	0.280313	0	22.3151	0	0.222605	0
2993	28.3925	0.322052	28.399	0.363881	1	23.425	1	0.118675	91.498
2994	81.7568	0.314972	20.8355	0.583275	0	18.8365	2	0.067683	312.389
2995	223.001	0.355399	30.6121	0.356863	1	17.2051	2	0.221509	0
2996	170.413	0.859585	29.4714	0.43039	0	14.3109	0	0.215857	0
2997	58.5634	0.208152	35.249	0.571926	1	23.6708	1	0.0674759	0
2998	51.0349	0.268401	22.763	0.484384	0	15.5212	1	0.0651277	68.725
2999	95.3021	0.831106	37.4156	0.576432	1	20.6894	2	0.185943	0
3000	200.342	0.361637	24.5751	0.398474	0	18.2352	0	0.113719	34.432
3001	248.941	0.539301	34.2957	0.22474	1	13.6761	0	0.200023	61.5405
3002	134.887	0.677399	29.8692	0.33921	0	24.2243	2	0.0693557	0
3003	172.823	0.741312	33.8621	0.298565	0	22.5467	1	0.148184	0
3004	68.8075	0.18231	37.6349	0.338267	1	13.3736	1	0.109713	0
3005	226.038	0.232412	21.2009	0.207582	1	11.096	2	0.225189	176296
3006	107.395	0.95322	21.9102	0.288467	0	10.5166	0	0.100974	182406
3007	212.506	0.437521	32.4101	0.542871	1	19.4141	2	0.153092	0
3008	104.861	0.299099	38.8777	0.466157	0	20.6296	0	0.237155	0
3009	160.814	0.55792	23.6449	0.279724	1	17.1445	1	0.076536	10220.6
3010	12.0517	0.318148	37.166	0.248443	0	19.3899	0	0.14896	170.849
3011	67.1147	0.212773	28.6379	0.242229	0	5.79055	1	0.12025	150147
3012	83.3075	0.781142	38.1495	0.415777	1	10.1598	2	0.184358	0
3013	72.9602	0.650866	36.2986	0.378639	0	21.8856	1	0.0766769	0
3014	116.558	0.911122	24.9486	0.364599	1	22.043	0	0.109884	63.7976
3015	68.3318	0.0245546	31.5817	0.593439	1	13.7128	2	0.0687663	0
3016	121.009	0.121863	25.0915	0.259497	0	14.6527	1	0.197571	32498.9
3017	19.1787	0.332502	25.7828	0.552509	0	13.1365	2	0.0655771	6.07837
3018	0.346743	0.297821	32.5603	0.506381	1	13.3842	0	0.141379	0
3019	93.6118	0.812263	27.014	0.294006	1	9.79731	0	0.232051	432.242
3020	229.939	0.250755	30.7251	0.237074	0	18.9482	2	0.0959529	191.983
3021	54.09	0.832938	25.8936	0.549641	1	10.0012	1	0.116945	21611.8
3022	97.4081	0.0692721	29.4581	0.434444	0	19.5297	0	0.133129	0
3023	88.1125	0.526352	36.4426	0.442187	0	5.83122	2	0.235808	8113.66
3024	41.2597	0.80636	32.3036	0.573747	1	10.029	1	0.216274	72136.7
3025	155.87	0.367229	31.8682	0.579934	0	19.5609	0	0.162493	0
3026	163.399	0.129681	34.699	0.568447	1	5.93683	1	0.123945	141980
3027	204.507	0.624385	30.269	0.228876	1	18.8262	2	0.0757109	332.541
3028	215.231	0.0811464	28.9125	0.258656	0	6.20755	2	0.15525	5212.47
3029	8.43963	0.434681	20.8174	0.418266	0	7.17554	1	0.0702764	196259
3030	79.8308	0.928694	32.9639	0.327715	1	9.81268	0	0.153147	0
3031	87.4053	0.660242	30.7026	0.49166	0	20.2687	1	0.213524	0
3032	76.561	0.651729	35.8403	0.549327	1	20.6001	2	0.0726564	0
3033	143.54	0.211407	21.8468	0.365563	0	16.3533	0	0.189294	195.599
3034	139.593	0.484962	36.1489	0.249157	1	8.35492	1	0.0835229	3099.95
3035	61.2379	0.614716	27.6432	0.444361	0	13.2317	0	0.172072	0
3036	38.3082	0.400275	22.7352	0.598328	1	15.7764	2	0.120365	13493.1
3037	213.979	0.434166	22.9519	0.372191	1	5.90763	2	0.120866	183521
3038	221.459	0.61694	28.459	0.358409	0	5.58547	0	0.0865322	6626.87
3039	169.767	0.975871	39.3483	0.298606	0	6.29697	1	0.205469	143305
3040	240.376	0.456177	27.3281	0.512674	1	24.3735	0	0.14083	0
3041	92.3757	0.592982	35.0922	0.566462	1	19.4137	2	0.0604585	0
3042	128.973	0.970073	36.8301	0.454439	0	21.8727	1	0.176339	0
3043	223.986	0.421157	27.2705	0.462915	0	14.1145	0	0.154699	0
3044	110.842	0.253435	27.3339	0.598488	1	18.8521	1	0.246361	0
3045	3.90191	0.62769	20.9528	0.396012	0	17.9896	2	0.0785277	181455
3046	131.755	0.818969	27.5151	0.58678	1	24.4989	2	0.0633085	0
3047	222.12	0.778648	22.3871	0.286436	1	17.0279	0	0.156501	574.245
3048	84.2488	0.446034	31.8716	0.571816	0	13.4484	1	0.214328	0
3049	203.125	0.215911	24.4556	0.442569	1	20.3431	0	0.105701	54.1011
3050	67.6763	0.784763	29.913	0.371151	0	12.7184	2	0.240199	4797.82
3051	135.65	0.131969	37.0823	0.57031	1	19.7391	1	0.192011	0
3052	131.133	0.0521268	33.9721	0.568775	0	6.5839	1	0.0525956	4990.73
3053	82.5115	0.611753	38.8362	0.251983	1	17.0734	0	0.0769989	14.2829
3054	13.0714	0.572503	26.6166	0.266194	0	20.3697	2	0.154858	5993.07
3055	146.541	0.145333	25.2418	0.378249	0	6.05395	1	0.171676	170333
3056	227.434	0.951109	26.4461	0.363976	1	6.53443	0	0.210081	161499
3057	61.0226	0.805398	36.1749	0.306084	1	16.4005	2	0.120845	0
3058	230.882	0.739188	23.9968	0.281103	0	7.44094	1	0.239161	164932
3059	196.989	0.554478	31.9386	0.483927	0	19.9798	2	0.0625113	0
3060	233.338	0.685983	25.1116	0.238122	1	17.9942	0	0.0955615	717.77
3061	228.116	0.529745	35.6113	0.418061	1	13.6329	0	0.0580157	0
3062	144.107	0.0593143	30.7142	0.300035	0	19.3312	2	0.180637	27.4811
3063	241.603	0.757634	34.028	0.260384	1	15.3027	1	0.177535	0
3064	122.329	0.657777	37.9346	0.365028	0	19.5963	0	0.105996	0
3065	232.042	0.100069	21.6332	0.217482	1	18.9939	2	0.0655231	21342.6
3066	56.2866	0.808292	30.0918	0.396382	0	6.18524	1	0.237473	165690
3067	50.029	0.885812	35.8278	0.567593	1	6.72489	0	0.205342	0
3068	125.76	0.972583	39.1243	0.552012	0	23.9889	1	0.210424	0
3069	98.785	0.67706	35.5278	0.3281	0	15.3457	2	0.0920861	0
3070	163.529	0.636847	30.6891	0.451825	1	17.6916	1	0.105471	0
3071	59.6005	0.194315	24.7408	0.36932	0	14.8319	2	0.137842	8334.6
3072	211.061	0.38148	33.5431	0.465433	1	19.787	0	0.0993245	0
3073	167.972	0.665868	20.9543	0.347689	0	22.0951	2	0.151497	173103
3074	201.059	0.904765	39.996	0.472459	1	18.7605	1	0.136562	0
3075	24.015	0.939425	33.4707	0.424596	1	11.1774	0	0.167425	0
3076	99.8522	0.635231	27.0909	0.396685	0	12.4925	1	0.0551521	0
3077	38.8809	0.618048	36.4686	0.492132	1	8.95368	2	0.115527	0
3078	30.2633	0.317739	28.7077	0.204575	0	10.2319	0	0.118022	1260.38
3079	95.2758	0.293498	25.4287	0.221454	1	16.4984	2	0.194139	7163.52
3080	43.3536	0.311028	39.9903	0.325782	0	20.3252	0	0.246897	0
3081	114.416	0.839564	28.1362	0.389215	1	22.4809	1	0.138429	0
3082	70.9847	0.559891	33.1711	0.489163	0	16.5555	0	0.19145	0
3083	99.5665	0.143318	27.2449	0.387103	1	21.7684	1	0.151236	0
3084	184.608	0.896847	27.9417	0.421283	0	13.3185	2	0.166117	0
3085	211.865	0.812496	32.446	0.456606	0	16.4675	1	0.0941189	0
3086	162.049	0.602851	34.6597	0.369012	1	21.2051	2	0.194654	0
3087	69.9256	0.0886187	20.7018	0.493082	0	19.6005	0	0.137405	287.329
3088	227.882	0.848287	22.9584	0.30702	1	8.71562	0	0.147542	272.836
3089	57.8741	0.241026	31.832	0.514054	0	5.17841	2	0.229797	48172.1
3090	37.3114	0.146254	23.6747	0.253169	1	10.512	1	0.236076	140926
3091	56.0925	0.8711	26.0002	0.422564	0	22.2769	2	0.233952	0
3092	4.88897	0.690733	21.3236	0.565107	1	10.4377	1	0.0702968	184739
3093	155.208	0.535554	35.7534	0.32274	1	13.1138	0	0.166657	0
3094	109.546	0.261116	30.224	0.434625	0	18.2333	2	0.148472	0
3095	35.0338	0.790918	36.2456	0.513289	0	24.0751	1	0.158993	0
3096	124.662	0.677987	25.7725	0.229261	1	12.7453	0	0.0661437	1144.34
3097	93.73	0.391716	23.7151	0.253246	1	16.6523	1	0.159349	17715.7
3098	54.1374	0.769007	34.5868	0.584928	0	11.9607	0	0.132275	0
3099	136.313	0.989583	20.4433	0.22494	0	9.6835	2	0.0871257	216889
3100	1.22231	0.453398	30.1103	0.583369	1	22.4413	1	0.206114	0
3101	72.552	0.851907	28.4289	0.427947	1	18.7782	0	0.179137	0
3102	148.491	0.432035	27.9395	0.582156	0	20.4185	2	0.122433	0
3103	52.4453	0.252222	25.5836	0.470569	0	10.8155	0	0.183097	0
3104	212.414	0.532343	36.6432	0.229585	1	7.641	1	0.133503	37296.8
3105	166.019	0.340659	26.6084	0.281343	0	11.0462	2	0.169065	6476.85
3106	95.8951	0.242309	27.2411	0.49013	1	20.2772	1	0.146314	0
3107	202.721	0.187896	30.837	0.486723	1	23.8459	0	0.136261	0
3108	15.2843	0.731864	33.7672	0.303667	0	11.1697	2	0.0934593	3237.74
3109	85.8941	0.761662	39.2687	0.246128	0	6.24166	2	0.0839226	3362.98
3110	83.6199	0.740566	28.5041	0.551252	1	20.2276	0	0.173963	0
3111	187.801	0.158313	36.9307	0.285237	1	16.7587	1	0.122059	0
3112	141.127	0.922278	29.2412	0.225713	0	9.58041	1	0.0612053	130239
3113	99.7414	0.207278	31.8497	0.246015	0	17.6681	0	0.20044	326.048
3114	241.391	0.544318	29.7302	0.424091	1	23.3118	2	0.224217	0
3115	188.125	0.654846	27.0017	0.405859	1	6.70494	2	0.054795	7144.53
3116	119.248	0.134045	33.6959	0.556204	0	9.3788	1	0.192573	64147.5
3117	216.156	0.896549	20.4802	0.294504	0	10.4039	0	0.0836814	194525
3118	198.91	0.943399	33.3724	0.491386	1	11.2965	2	0.19687	0
3119	42.4677	0.751152	38.8547	0.341398	1	13.5647	1	0.202896	0
3120	98.5991	0.367694	39.9119	0.399021	0	8.84136	0	0.193386	0
3121	72.8803	0.620009	23.7745	0.318213	0	13.7979	2	0.133916	10052.2
3122	205.565	0.960191	32.6678	0.437262	1	11.1047	1	0.0591611	0
3123	166.069	0.378332	30.0951	0.249935	1	23.9607	0	0.183933	279.41
3124	204.824	0.376355	34.1089	0.338296	0	10.1179	0	0.0728482	0
3125	164.732	0.148511	30.9803	0.3657	1	11.9741	2	0.11888	0
3126	64.4605	0.324554	28.7825	0.215801	0	23.2821	1	0.188979	4685.69
3127	228.8	0.418804	31.9416	0.212438	1	12.5642	1	0.218031	32822.7
3128	221.142	0.339643	21.2056	0.357618	0	22.6087	0	0.17315	133.509
3129	73.2422	0.465184	33.2554	0.286182	0	15.2728	2	0.108116	85.7986
3130	71.3065	0.5228	37.4932	0.5581	1	13.3711	0	0.12789	0
3131	34.5047	0.915282	28.3022	0.265662	1	14.6499	2	0.0523823	6835.74
3132	214.687	0.285699	28.9635	0.399946	0	10.8097	1	0.214587	67502.4
3133	213.11	0.533328	33.0995	0.305068	1	13.9811	2	0.233806	0
3134	96.4363	0.0525617	21.9153	0.448523	0	20.5254	0	0.0755545	211.182
3135	95.2061	0.756585	26.0333	0.310087	1	7.4641	1	0.172013	160339
3136	17.5989	0.467424	21.5175	0.491975	0	18.8514	1	0.0517577	75.9915
3137	184.158	0.410428	34.7536	0.462644	1	7.10499	2	0.214873	7459.72
3138	165.692	0.130552	31.0323	0.423353	0	10.7191	0	0.143119	0
3139	59.9864	0.748351	34.0633	0.293487	0	12.5239	2	0.0647736	49.0475
3140	148.459	0.352762	35.5417	0.328637	1	7.32815	0	0.136049	0
3141	52.0201	0.302834	31.7031	0.342582	1	20.9188	1	0.165948	1.98003
3142	174.743	0.190566	39.3604	0.432669	0	15.6996	1	0.151531	0
3143	142.164	0.67006	27.6158	0.551317	0	23.69	0	0.124373	0
3144	220.372	0.235952	27.5222	0.580679	1	21.0025	2	0.2364	0
3145	26.3395	0.370686	33.9955	0.383284	1	6.55877	2	0.060272	3965.51
3146	51.1315	0.833654	26.6935	0.422546	0	13.3639	1	0.183501	12927.9
3147	41.4816	0.700574	20.3162	0.225289	0	23.6483	0	0.0934604	3894.34
3148	218.295	0.597901	30.2239	0.572802	1	22.8857	2	0.188893	0
3149	36.4675	0.390471	29.7336	0.328518	0	22.2949	0	0.151157	156.937
3150	80.2417	0.235258	23.9791	0.22097	1	23.662	1	0.0604069	9245.17
3151	110.628	0.834323	22.2989	0.499734	0	17.9185	2	0.108731	185.781
3152	243.211	0.908476	20.4118	0.426282	1	11.7778	0	0.0772759	189790
3153	154.585	0.285511	24.7469	0.496429	0	10.8422	1	0.244309	107995
3154	221.848	0.969724	34.3548	0.275998	1	11.9292	0	0.193359	51455.9
3155	247.415	0.557123	30.2115	0.451788	1	18.815	2	0.199135	0
3156	244.277	0.959238	34.4934	0.494616	0	17.159	1	0.149131	0
