Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Maximum capacity exceeding	Percentage of income used for maintenance	Staff Hired	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
5048	125.523	0.50997	21.3355	0.399909	0.466455	15	1	19.2957	1	0.163474	0
5049	181.24	0.386119	35.7741	0.172907	0.219696	21	0	12.4976	2	0.115748	0
5050	208.226	0.0671769	23.5044	0.373878	0.397814	19	1	17.2647	1	0.0696719	0
5051	246.091	0.495832	21.6555	0.370432	0.374216	14	0	24.9679	2	0.217716	0
5052	98.9493	0.540643	35.9852	0.348877	0.236926	1	1	8.28466	0	0.174673	155941
5053	103.497	0.0108962	32.2066	0.158985	0.330466	17	1	15.0609	2	0.130794	0
5054	237.465	0.0766257	33.497	0.0472249	0.575609	16	0	7.19713	1	0.0708947	1154.27
5055	221.104	0.815422	33.4318	0.376482	0.231612	23	1	10.1782	0	0.169942	0
5056	133.535	0.268916	36.0283	0.447225	0.487398	6	0	13.7675	2	0.119446	0
5057	189.147	0.599283	25.2874	0.191824	0.31852	25	1	10.3365	0	0.248717	0
5058	184.193	0.612176	31.6378	0.249416	0.417356	13	0	5.86937	1	0.206639	0
5059	229.67	0.873688	37.6597	0.0359035	0.505103	2	1	21.3739	1	0.157821	107512
5060	246.123	0.333571	20.2332	0.199995	0.543097	3	0	19.3164	0	0.101256	-1.29807e+033
5061	244.773	0.598012	30.1193	0.0424056	0.467599	18	0	23.4463	2	0.0889929	1501.05
5062	116.178	0.0952059	34.6184	0.285589	0.400379	24	1	19.8245	0	0.182554	0
5063	151.044	0.84979	37.4046	0.163685	0.273549	8	1	22.5617	1	0.178335	0
5064	144.258	0.685944	37.4129	0.32413	0.598597	7	0	17.1918	2	0.230518	0
5065	79.0145	0.655683	33.9029	0.171198	0.485285	11	0	16.2037	2	0.0859309	0
5066	207.726	0.72719	20.0981	0.0921675	0.509582	22	1	23.3096	0	0.0516318	1156.74
5067	101.072	0.0959734	37.114	0.427278	0.517006	10	0	20.4063	1	0.100494	0
5068	32.6547	0.100585	29.9346	0.302581	0.484413	0	1	19.9595	0	0.114968	190584
5069	163.843	0.594857	39.1009	0.0355398	0.214867	9	0	6.31024	2	0.244237	2611.96
5070	125.939	0.863403	33.1851	0.136271	0.324884	20	1	7.86691	1	0.129407	10.0807
5071	135.783	0.358299	39.1144	0.244073	0.515383	5	1	15.922	0	0.223334	0
5072	115.111	0.224151	35.0396	0.218183	0.342731	25	0	24.747	1	0.207459	0
5073	86.0984	0.283506	38.746	0.115691	0.419867	21	0	15.9193	2	0.170124	0
5074	113.698	0.224255	25.1068	0.46131	0.489904	22	1	13.668	0	0.102849	0
5075	90.7523	0.502201	36.9715	0.298317	0.563917	6	1	9.81817	2	0.126453	0
5076	150.645	0.21152	30.1984	0.192002	0.560193	10	0	5.31808	1	0.161327	0
5077	46.5473	0.775177	28.9278	0.313887	0.244841	16	1	11.8087	0	0.238804	0
5078	14.1326	0.175083	31.5294	0.454616	0.228423	14	0	23.5298	2	0.238069	0
5079	241.092	0.165112	37.9473	0.478826	0.575433	18	0	23.7499	1	0.0794859	0
5080	208.738	0.469252	33.1918	0.00700407	0.542821	20	1	6.50121	2	0.0899486	2664.78
5081	70.8999	0.501968	27.8521	0.0754443	0.505886	7	0	22.265	1	0.184685	876.336
5082	181.084	0.0777971	31.6132	0.471324	0.297973	4	1	11.2894	0	0.12261	0
5083	91.0417	0.679639	26.6281	0.112391	0.399241	11	0	19.8743	0	0.0556922	343.755
5084	100.091	0.120871	29.928	0.311475	0.272097	12	1	19.647	2	0.244038	0
5085	226.425	0.419303	35.6133	0.0470307	0.245698	0	0	21.1551	1	0.184472	162628
5086	35.5316	0.971276	36.7119	0.340471	0.305136	2	1	23.0516	2	0.144384	157817
5087	141.853	0.178703	26.029	0.127883	0.460267	17	1	20.3856	1	0.185074	180.903
5088	145.687	0.0233574	26.4413	0.0600256	0.449182	13	0	14.5456	0	0.210086	3002.89
5089	17.444	0.892905	32.9163	0.271835	0.564591	19	1	11.5512	0	0.100773	0
5090	106.546	0.631901	37.2549	0.434081	0.537603	15	0	14.6823	1	0.245243	0
5091	30.5129	0.329232	27.2857	0.0697111	0.373517	24	1	24.4927	2	0.223306	1731.45
5092	92.1369	0.646153	36.2191	0.483406	0.301972	8	0	15.6191	0	0.24528	0
5093	170.668	0.418575	39.5578	0.258952	0.312423	3	1	5.31415	2	0.09726	63598.2
5094	75.9475	0.560156	23.7067	0.37664	0.432448	23	0	17.3023	1	0.119897	0
5095	220.23	0.917897	34.6525	0.310731	0.219308	1	1	18.7912	2	0.0640826	171021
5096	3.388	0.969737	25.6253	0.0546232	0.441381	9	0	10.3891	0	0.181043	2713.98
5097	142.375	0.298622	30.2518	0.232467	0.289774	20	1	23.2441	1	0.0977272	0
5098	61.6775	0.311697	20.6345	0.295273	0.577212	7	0	16.333	1	0.0930522	0
5099	73.9025	0.421743	26.5087	0.0507684	0.454252	10	0	6.61688	2	0.0822727	1590.43
5100	39.9102	0.857754	26.1763	0.0523466	0.414925	0	1	20.6906	0	0.201255	183671
5101	54.3892	0.3245	25.8889	0.265216	0.525852	8	0	12.8412	0	0.0687944	0
5102	168.212	0.485976	25.1846	0.0914829	0.452187	11	1	21.636	2	0.13036	759.625
5103	39.8648	0.362755	38.7559	0.0946518	0.350849	17	1	18.5497	1	0.0809811	440.767
5104	25.4487	0.945306	26.2297	0.476137	0.292498	4	0	7.58773	0	0.144075	194886
5105	59.639	0.259959	39.317	0.408588	0.475239	18	1	8.46751	1	0.154083	0
5106	107.089	0.564893	21.0179	0.227005	0.34218	13	0	7.6082	2	0.21332	0
5107	158.154	0.435099	24.727	0.338163	0.216949	19	1	23.6026	0	0.0585987	0
5108	215.326	0.0894875	30.7542	0.0459164	0.367751	1	0	11.2577	1	0.104017	170640
5109	233.348	0.871173	22.8853	0.208369	0.569097	22	1	9.5274	2	0.188728	0
5110	185.479	0.651278	23.6107	0.0990576	0.279783	25	0	6.71369	0	0.132991	1620.65
5111	165.841	0.667369	36.7067	0.0848845	0.554535	6	1	10.3203	2	0.171074	274.575
5112	232.558	0.208366	37.7176	0.152578	0.417818	5	0	15.6478	1	0.188461	0
5113	132.128	0.694148	21.5455	0.299358	0.462809	9	1	24.9306	2	0.116598	0
5114	37.5912	0.164194	24.7885	0.0353883	0.385452	15	0	15.2744	1	0.136333	2953.04
5115	202.245	0.671163	29.1026	0.169963	0.375595	16	0	15.1455	0	0.0577144	0
5116	7.18307	0.809404	29.9425	0.0242046	0.509422	2	1	23.7337	2	0.179892	86439.5
5117	190.106	0.739779	38.2283	0.306433	0.394776	24	1	14.9626	1	0.233069	0
5118	166.473	0.945076	20.4332	0.0881453	0.454649	21	0	9.13527	0	0.111357	1252.63
5119	140.293	0.861605	30.9781	0.419302	0.270499	14	0	11.3657	0	0.221676	0
5120	88.972	0.0304104	21.1718	0.0863355	0.451062	23	1	18.1865	2	0.219154	1082.62
5121	10.028	0.935925	36.1497	0.108061	0.432166	12	1	14.0057	1	0.0701961	60.2734
5122	227.726	0.19517	22.7991	0.264294	0.232012	3	0	16.7451	2	0.0815823	-1.29807e+033
5123	224.119	0.111486	24.8622	0.169788	0.393028	4	0	21.5351	0	0.0504768	5509.63
5124	230.435	0.289003	34.0339	0.215711	0.54481	9	1	13.8591	1	0.236012	0
5125	208.637	0.283681	27.8194	0.0382395	0.345851	16	1	12.4378	1	0.200172	2182.61
5126	17.8685	0.856123	25.7537	0.08636	0.466904	22	0	15.5589	2	0.181021	828.687
5127	194.705	0.0856969	39.77	0.0254725	0.223583	7	1	13.7717	0	0.235924	3156.28
5128	69.9258	0.120742	20.4523	0.0165627	0.393354	0	0	22.3285	1	0.183794	203996
5129	38.0521	0.103229	37.6989	0.167711	0.479428	21	1	17.1244	2	0.153357	0
5130	120.464	0.48	38.7047	0.114168	0.313425	18	0	7.11615	0	0.242358	118.651
5131	66.3236	0.651141	28.4814	0.351089	0.38183	20	0	6.96443	0	0.211637	0
5132	207.111	0.632662	21.4375	0.452811	0.380875	10	1	16.8487	2	0.0842702	0
5133	162.629	0.988286	36.7446	0.291824	0.217856	3	1	15.7238	1	0.087043	160669
5134	11.6091	0.516569	34.8833	0.418916	0.444741	17	0	23.3306	2	0.168793	0
5135	92.5326	0.932007	29.7644	0.388007	0.287917	14	0	15.3689	1	0.118888	0
5136	154.497	0.603316	24.5241	0.419358	0.216503	24	1	18.4752	0	0.183084	0
5137	82.287	0.0531426	28.8707	0.334833	0.412732	12	0	16.1407	1	0.234393	0
5138	105.423	0.617654	28.0125	0.338304	0.236128	25	1	19.6702	0	0.193532	0
5139	34.3337	0.200616	20.3349	0.135838	0.341398	1	1	10.8415	2	0.0714702	216696
5140	81.4613	0.611022	29.4455	0.4341	0.311724	6	0	16.8914	2	0.247677	0
5141	213.719	0.395061	22.2466	0.497185	0.578711	23	0	7.47395	1	0.216166	0
5142	248.958	0.72968	36.0279	0.336615	0.295813	8	1	11.6696	0	0.23533	0
5143	147.318	0.203301	30.3468	0.187909	0.254869	5	0	16.6965	2	0.164505	3709.08
5144	96.2568	0.444935	32.299	0.236573	0.529055	2	1	19.6351	1	0.171795	148855
5145	164.05	0.477499	32.4045	0.19734	0.415934	15	0	16.7405	0	0.168928	0
5146	118.204	0.583928	29.2655	0.183469	0.277403	11	1	19.638	2	0.213236	0
5147	72.7509	0.558738	23.5621	0.332623	0.235088	19	1	15.3878	1	0.196226	149.831
5148	74.1687	0.204673	30.7278	0.050691	0.585215	13	0	17.2025	0	0.145903	1249.3
5149	95.9156	0.262948	27.7945	0.438591	0.30509	22	1	22.8769	0	0.114853	0
5150	223.183	0.981964	35.6987	0.469763	0.336161	19	0	14.9914	1	0.156717	0
5151	35.4697	0.813908	24.9094	0.335599	0.504871	13	1	5.29482	2	0.122473	0
5152	212.477	0.724963	35.4782	0.154315	0.31316	4	0	15.3457	0	0.190304	0
5153	244.558	0.586612	24.4441	0.435724	0.330932	1	0	6.75781	2	0.218241	-1.29807e+033
5154	46.1127	0.453554	26.6363	0.238894	0.379222	8	1	8.20709	1	0.136506	0
5155	17.7788	0.600218	36.86	0.0816301	0.223813	24	0	24.7362	1	0.164552	1642.87
5156	80.0185	0.567673	32.5908	0.120209	0.240796	9	1	10.4539	0	0.215327	847.674
5157	155.62	0.694108	32.8285	0.111203	0.235686	17	0	19.9863	2	0.188067	849.556
5158	235.66	0.325198	30.2068	0.354267	0.240919	25	1	5.14761	0	0.0569091	0
5159	60.9507	0.302663	34.8951	0.316465	0.34778	2	1	17.5845	1	0.215882	168202
5160	225.577	0.807959	37.5417	0.233559	0.421651	16	0	11.9459	2	0.149913	0
5161	43.5427	0.263702	22.9217	0.0449472	0.55036	6	1	17.8602	0	0.0762273	1965.98
5162	119.186	0.295315	27.92	0.258684	0.319916	11	0	6.90418	1	0.0529285	0
5163	127.523	0.824962	28.9182	0.224736	0.348132	3	1	13.1597	2	0.121314	159889
5164	141.126	0.976301	23.083	0.0989035	0.502385	18	0	21.948	0	0.132702	772.356
5165	118.327	0.432223	30.9997	0.44395	0.589288	23	0	20.8001	2	0.181116	0
5166	248.418	0.582313	29.2998	0.298461	0.316909	15	1	24.3899	1	0.176389	0
5167	200.78	0.785733	35.7788	0.326927	0.265142	14	1	10.4601	0	0.0642548	0
5168	51.4493	0.0974514	23.7589	0.00243976	0.287058	0	0	24.799	1	0.164729	194881
5169	43.8419	0.904842	23.5322	0.429398	0.36674	10	1	16.4065	2	0.129547	0
5170	102.481	0.501153	37.5711	0.340323	0.533364	20	0	13.033	1	0.147985	0
5171	235.683	0.753317	27.8366	0.363847	0.253953	21	0	6.21453	0	0.223029	0
5172	219.477	0.860306	33.8601	0.0953013	0.519739	7	1	14.2039	2	0.168751	213.945
5173	223.678	0.700484	28.3486	0.49935	0.281128	5	1	18.0407	1	0.069524	0
5174	43.6389	0.137929	24.4946	0.137332	0.212943	12	0	17.6949	2	0.161299	2298.85
5175	170.721	0.182208	38.08	0.441408	0.219606	9	0	15.4773	0	0.0614744	0
5176	201.424	0.304965	22.9891	0.226583	0.237617	17	1	18.3106	1	0.157343	295.633
5177	181.998	0.483319	33.8178	0.0893395	0.305068	21	0	22.9865	0	0.0673333	696.127
5178	238.154	0.557742	27.06	0.221367	0.303249	3	1	6.64643	2	0.071231	189670
5179	130.65	0.406888	38.3294	0.456512	0.271944	11	0	23.0598	0	0.201204	0
5180	130.956	0.0867775	25.5456	0.488445	0.540282	20	1	16.0084	2	0.214	0
5181	220.296	0.460335	23.7401	0.496374	0.474747	13	1	12.0266	1	0.155045	0
5182	30.6936	0.558603	22.2363	0.227455	0.244474	12	0	8.8073	0	0.114735	1746.95
5183	169.519	0.824333	30.2213	0.432203	0.278735	19	0	18.021	1	0.063611	0
5184	126.233	0.40728	21.2326	0.129657	0.531353	25	1	9.41701	2	0.249176	470.818
5185	201.912	0.70774	32.6847	0.490401	0.388138	4	0	16.7461	1	0.200201	0
5186	6.03653	0.402585	34.073	0.381955	0.499696	24	1	9.93813	2	0.0789925	0
5187	72.3584	0.0650405	26.5328	0.335657	0.382121	5	1	11.735	0	0.16276	0
5188	57.3241	0.487793	22.666	0.307905	0.495167	15	0	8.32458	1	0.115216	0
5189	223.408	0.556947	21.963	0.0821282	0.251759	16	0	8.36086	0	0.186883	2518.63
5190	117.142	0.110405	25.0754	0.0218267	0.230411	7	1	17.3463	2	0.128732	4474.76
5191	198.994	0.721653	24.62	0.260138	0.302126	18	0	18.0267	1	0.165696	0
5192	30.8456	0.552378	33.2533	0.19172	0.230151	1	1	20.3588	2	0.0919563	96729.5
5193	103.935	0.493824	24.2498	0.0665572	0.471735	0	1	8.4334	0	0.175205	193904
5194	132.522	0.198208	36.6188	0.12606	0.555324	22	0	12.5338	0	0.150567	0
5195	93.914	0.726741	25.3615	0.328919	0.47712	2	1	24.2095	1	0.21146	203047
5196	80.7373	0.394659	28.0731	0.461398	0.345307	10	0	9.80786	2	0.0867703	0
5197	171.851	0.786779	37.3634	0.257398	0.399579	14	0	5.8868	0	0.185033	0
5198	121.739	0.691051	22.587	0.390011	0.429956	23	1	5.67772	1	0.216086	0
5199	244.207	0.317919	31.8752	0.203809	0.378694	8	0	24.8474	2	0.116536	0
5200	148.541	0.0263757	28.0264	0.021687	0.29838	6	1	20.4909	0	0.178603	20186.9
5201	104.259	0.118262	29.8891	0.0435473	0.267955	11	0	21.4638	2	0.11493	2795.14
5202	199.174	0.911927	31.5201	0.115828	0.528898	0	1	7.91563	1	0.0702164	173566
5203	134.343	0.281547	23.9228	0.340128	0.591851	7	1	22.3791	2	0.088599	0
5204	177.576	0.0759712	32.692	0.458501	0.529997	20	0	11.7592	0	0.208385	0
5205	84.3732	0.42451	27.6276	0.278175	0.437024	17	0	8.81473	1	0.158924	0
5206	25.8011	0.75083	23.6635	0.100785	0.31648	10	1	10.6065	2	0.104442	2000.1
5207	125.855	0.430066	34.8747	0.00492416	0.518243	16	1	16.0439	1	0.101525	2783.05
5208	167.083	0.126601	27.3536	0.205733	0.29937	13	0	23.2342	0	0.164293	0
5209	213.999	0.771559	26.9671	0.076645	0.212632	15	0	7.49689	0	0.190481	2356.4
5210	21.1381	0.228274	29.7679	0.399102	0.389693	5	1	6.26319	1	0.131945	172078
5211	179.401	0.85835	20.1664	0.106467	0.533867	8	1	21.8522	2	0.236494	898.879
5212	35.0275	0.586324	27.5339	0.00589728	0.225521	23	0	23.2509	0	0.217835	5390.39
5213	178.229	0.65078	32.3857	0.220881	0.253358	6	1	14.3609	1	0.110785	0
5214	35.0817	0.262194	31.9011	0.401602	0.242276	22	0	22.2553	2	0.139037	0
5215	50.1926	0.505985	26.51	0.265074	0.204487	25	0	17.2365	0	0.0674216	370.743
5216	207.028	0.919549	38.707	0.0567654	0.202416	14	1	12.7638	2	0.144809	1951.7
5217	92.4384	0.178527	22.8999	0.455009	0.340884	3	1	13.6383	1	0.247169	-1.29807e+033
5218	187.133	0.116905	25.8879	0.436765	0.460066	4	0	10.0364	1	0.16941	175356
5219	101.989	0.37831	36.6687	0.355698	0.238823	18	1	23.6608	2	0.126221	0
5220	49.0477	0.0875942	25.1805	0.22246	0.256465	21	0	12.7051	0	0.214725	368.034
5221	246.46	0.387343	37.5933	0.124224	0.330264	2	1	11.9546	0	0.222763	5421.92
5222	239.54	0.823123	37.9422	0.479252	0.267107	12	0	14.9068	1	0.222499	0
5223	219.459	0.0137468	24.7794	0.156356	0.230794	19	1	10.7705	2	0.233537	812.141
5224	246.531	0.335598	30.8502	0.339142	0.37182	1	0	23.654	0	0.0998095	132192
5225	81.0127	0.494794	39.7347	0.41247	0.53749	9	1	16.57	2	0.139673	0
5226	138.709	0.216375	31.0922	0.139633	0.257499	24	0	16.0565	1	0.128056	363.272
5227	106.268	0.126433	39.0209	0.209584	0.429963	14	1	13.6494	0	0.0652686	0
5228	204.007	0.918179	34.6553	0.193897	0.225911	2	0	18.6749	2	0.151903	139861
5229	81.4364	0.42689	31.542	0.197801	0.556077	23	0	11.2421	1	0.121212	0
5230	125.03	0.0516871	22.8027	0.110955	0.389303	16	1	12.7498	0	0.19114	622.406
5231	47.6048	0.141168	22.9575	0.49985	0.389808	22	0	21.2081	1	0.149098	0
5232	103.568	0.12999	39.2063	0.135415	0.564904	6	1	9.11904	2	0.0663378	0
5233	246.163	0.784676	39.6887	0.271735	0.570013	11	1	7.40076	2	0.0533123	0
5234	88.1374	0.707202	39.353	0.163446	0.284819	8	0	6.61894	1	0.110661	0
5235	67.6652	0.601803	25.4988	0.227964	0.511535	15	0	11.3591	0	0.210394	0
5236	105.299	0.377546	38.8259	0.35875	0.311379	10	1	7.24414	1	0.21378	0
5237	229.901	0.722146	20.8485	0.251372	0.403213	18	0	23.3039	0	0.0734918	0
5238	227.593	0.0204971	31.9615	0.0750187	0.430801	0	1	21.7461	2	0.230015	144827
5239	27.298	0.440614	20.3415	0.389579	0.206446	4	1	16.1494	2	0.183966	-1.29807e+033
5240	154.651	0.0104508	26.9074	0.497527	0.356045	1	0	18.1588	0	0.169927	196270
5241	23.812	0.762446	30.1483	0.108523	0.484106	9	1	14.5985	1	0.0599142	44.0286
5242	231.651	0.715083	30.0548	0.0557899	0.279897	7	0	18.9879	2	0.182193	1905.33
5243	134.169	0.957293	28.1665	0.112494	0.310213	25	0	6.56946	1	0.0536982	697.026
5244	153.796	0.787302	34.8402	0.498206	0.295463	24	1	13.505	0	0.155678	0
5245	34.1195	0.311892	27.4962	0.0223682	0.428294	20	1	8.92585	0	0.227318	2860.8
5246	226.476	0.288466	21.882	0.39448	0.467889	12	0	23.0273	1	0.124835	0
5247	72.8977	0.780918	21.0868	0.0445946	0.286113	21	0	24.4256	2	0.0503796	4119.01
5248	209.517	0.515881	24.9487	0.142662	0.260329	17	1	14.6016	0	0.0899972	690.821
5249	141.977	0.663001	37.0188	0.430418	0.485065	3	1	11.8815	2	0.18788	1281.18
5250	241.338	0.542734	28.7917	0.452355	0.430128	5	0	7.2693	1	0.10091	99325.8
5251	160.972	0.22005	39.7422	0.303526	0.21501	13	1	8.5258	1	0.165947	0
5252	44.3839	0.207938	20.2868	0.233356	0.476548	19	0	19.383	0	0.179408	0
5253	140.975	0.594042	24.6823	0.158518	0.327128	19	1	22.0696	2	0.166689	137.79
5254	9.70362	0.950208	27.438	0.269481	0.506147	24	0	8.60906	0	0.229051	0
5255	208.109	0.145632	21.0785	0.222926	0.309807	15	1	17.8906	2	0.220126	0
5256	233.507	0.165402	36.1039	0.286816	0.228076	9	0	9.21743	1	0.116863	0
5257	122.853	0.573973	20.5082	0.152524	0.218286	20	1	12.1651	0	0.153049	3025.68
5258	158.508	0.5108	25.0189	0.320555	0.375241	25	0	19.5529	2	0.225115	0
5259	17.6304	0.47881	37.5252	0.365587	0.391697	14	0	13.9744	1	0.154538	0
5260	242.682	0.649237	20.5296	0.394892	0.534328	12	1	7.06553	1	0.225678	0
5261	192.531	0.768012	20.5208	0.00915733	0.230605	5	1	13.832	0	0.133538	5828.26
5262	150.223	0.799365	29.9248	0.0678053	0.5298	23	0	9.63138	2	0.180361	890.067
5263	51.3604	0.687479	32.0971	0.14659	0.267492	7	1	13.6555	1	0.214773	350.971
5264	111.799	0.860143	32.0347	0.16036	0.598876	6	0	24.4007	2	0.201456	0
5265	82.9149	0.0370161	27.3146	0.0146783	0.221779	17	0	11.9865	0	0.23146	6479.61
5266	60.8986	0.820989	28.4776	0.253501	0.411151	0	1	21.6194	0	0.164598	191893
5267	112.967	0.573405	26.6842	0.0032638	0.22025	16	1	13.6252	2	0.13636	5558.63
5268	133.316	0.762176	31.1945	0.295972	0.439124	8	0	20.2349	1	0.239289	0
5269	165.693	0.859013	34.4019	0.238392	0.540403	10	0	24.8315	1	0.0902342	0
5270	201.18	0.315675	38.1806	0.301156	0.565605	21	1	20.3041	0	0.0814151	0
5271	209.784	0.718594	29.9031	0.216372	0.501274	22	1	6.63108	2	0.220726	0
5272	96.1433	0.944079	35.7543	0.229842	0.504907	11	0	12.1873	2	0.130127	0
5273	80.6212	0.637615	34.7179	0.116885	0.382211	3	0	6.30005	1	0.238861	164962
5274	9.93762	0.258471	25.3158	0.288158	0.534522	18	1	10.3766	0	0.0911008	0
5275	207.365	0.312034	30.2149	0.319192	0.248864	2	1	16.2984	1	0.131727	182172
5276	134.2	0.702114	21.8059	0.47204	0.567808	1	0	8.47897	2	0.17249	-1.29807e+033
5277	134.424	0.560785	39.4695	0.264016	0.494425	13	1	13.3749	0	0.0856562	0
5278	130.03	0.959934	26.0423	0.0514044	0.25146	4	0	7.364	2	0.228965	181826
5279	168.197	0.307651	25.4016	0.102839	0.349563	16	1	14.6527	0	0.162611	700.977
5280	73.703	0.446241	24.9995	0.491921	0.447373	24	0	15.1998	1	0.100301	0
5281	206.368	0.0566417	37.2458	0.233504	0.458432	25	1	17.2529	1	0.134259	0
5282	100.772	0.274001	28.8438	0.126103	0.563828	12	0	23.341	0	0.168673	55.9947
5283	212.099	0.343029	32.3327	0.0477758	0.582072	20	1	9.5577	2	0.225221	1198.46
5284	172.891	0.725478	31.6572	0.0399849	0.283955	15	0	20.759	2	0.185058	2426.14
5285	33.5586	0.340108	32.3167	0.402969	0.209335	13	1	21.935	0	0.0751672	0
5286	114.142	0.729271	39.571	0.135798	0.294926	5	0	16.7023	1	0.237133	275.315
5287	126.799	0.209515	25.0499	0.181021	0.21173	22	0	9.12914	2	0.226348	1072.08
5288	103.049	0.660013	21.7853	0.110385	0.279524	9	1	15.9974	0	0.168191	2184.62
5289	201.861	0.0141569	26.7664	0.445123	0.429722	6	0	12.9154	1	0.0644105	0
5290	85.3167	0.946003	29.6627	0.422192	0.417683	11	1	24.9526	1	0.119987	0
5291	196.97	0.847719	26.2199	0.00866529	0.203674	7	1	9.94956	2	0.210938	9572.12
5292	174.331	0.176354	30.3753	0.282697	0.382955	3	0	19.5713	0	0.18425	0
5293	19.2948	0.29325	23.5573	0.0984587	0.53909	4	0	6.25054	2	0.191965	130658
5294	218.912	0.571674	33.4805	0.0527645	0.537124	17	1	20.3751	0	0.171223	1039.3
5295	52.6874	0.703031	39.8498	0.298383	0.539224	14	1	21.5369	1	0.0580234	0
5296	50.8561	0.303113	25.0524	0.105188	0.573922	10	0	9.57301	2	0.139286	518.17
5297	65.1626	0.843706	20.4391	0.410405	0.460088	19	1	9.15714	1	0.191856	0
5298	33.5236	0.669762	38.2029	0.106814	0.364195	18	0	14.6763	0	0.218384	199.171
5299	205.266	0.0269953	33.5031	0.424534	0.380087	23	0	7.49867	2	0.11003	0
5300	189.978	0.841751	29.7172	0.0698519	0.432256	2	1	21.3275	0	0.0606815	5100.68
5301	106.762	0.144573	36.0403	0.358864	0.398881	1	1	19.2015	1	0.146652	166981
5302	55.7473	0.547498	25.7244	0.141773	0.527233	8	0	12.7179	1	0.0745964	61.8481
5303	215.719	0.335853	29.6088	0.277392	0.288569	0	0	23.3823	2	0.203399	173545
5304	247.385	0.187743	24.6008	0.31904	0.405104	21	1	24.742	0	0.0928333	0
5305	203.094	0.939807	30.5171	0.234272	0.375656	3	0	22.7747	1	0.101349	131753
5306	186.971	0.620447	23.9979	0.488796	0.41083	18	1	15.5229	2	0.0588011	0
5307	144.37	0.0159222	33.9236	0.457851	0.460771	21	0	18.0959	0	0.199316	0
5308	93.6306	0.174903	20.5194	0.452192	0.523835	13	1	17.2014	2	0.233976	0
5309	133.203	0.653705	32.5777	0.176119	0.251164	17	0	8.0962	1	0.0971971	0
5310	49.7718	0.421161	27.7256	0.0594193	0.562569	20	1	18.5648	0	0.125333	1233.72
5311	234.674	0.295714	38.715	0.41447	0.24293	5	0	6.47193	1	0.165461	116300
5312	146.704	0.026953	23.8144	0.494662	0.328292	0	1	20.9937	0	0.0610085	-1.29807e+033
5313	21.8587	0.40697	38.8793	0.0309245	0.386809	16	1	9.12298	2	0.2044	2113.15
5314	83.8633	0.895275	38.2824	0.386176	0.227065	6	0	9.87165	2	0.177333	1.31051
5315	60.5656	0.232924	33.7608	0.120396	0.359468	15	1	23.3539	1	0.160377	130.689
5316	247.855	0.513171	37.2978	0.271863	0.486004	9	0	9.81268	0	0.166268	0
5317	2.001	0.783098	30.3992	0.410119	0.243488	25	0	14.6442	2	0.07201	0
5318	230.474	0.816555	39.3093	0.323499	0.311791	8	1	24.7079	1	0.119137	0
5319	62.0561	0.172557	23.3047	0.310807	0.492007	11	1	12.5685	0	0.246788	0
5320	127.875	0.955928	35.6625	0.104924	0.307179	14	0	16.6953	0	0.092036	396.219
5321	56.9036	0.455105	36.9828	0.244989	0.268409	4	0	18.4929	1	0.159238	1576.7
5322	139.782	0.770233	37.0554	0.204106	0.261374	2	1	5.4913	2	0.151151	154627
5323	137.604	0.846033	38.3548	0.473855	0.489572	1	0	23.4882	1	0.210494	150953
5324	123.822	0.121055	39.8878	0.211127	0.352588	22	1	17.3701	0	0.0906225	0
5325	57.394	0.811083	35.8201	0.353975	0.448612	7	0	23.1677	2	0.236766	0
5326	207.934	0.23115	33.7098	0.322429	0.555839	19	1	7.92486	0	0.0694075	0
5327	139.472	0.498078	33.5816	0.126855	0.40025	23	0	21.3186	2	0.18558	0
5328	141.813	0.864919	28.1005	0.0855333	0.365302	12	1	21.5956	1	0.159619	852.047
5329	125.984	0.792231	30.9669	0.133941	0.564634	10	0	11.1774	1	0.142116	0
5330	160.473	0.485631	20.0357	0.287492	0.360104	24	1	11.3299	0	0.0621161	0
5331	24.0007	0.434153	37.4107	0.0931252	0.532577	16	0	18.1656	2	0.149136	143.109
5332	3.74455	0.576678	38.0783	0.480785	0.245058	8	1	23.1342	0	0.155535	0
5333	131.56	0.775248	23.3224	0.00414304	0.294504	15	1	23.4028	1	0.0797237	5124.93
5334	229.763	0.746437	31.7822	0.279211	0.547715	2	0	15.7803	2	0.123776	130223
5335	30.154	0.793177	37.6809	0.493107	0.216425	19	1	17.8792	1	0.188543	0
5336	76.7233	0.913465	24.8211	0.129878	0.461368	22	0	14.8897	0	0.23042	121.997
5337	108.348	0.443817	38.1199	0.0774264	0.361005	24	1	10.1215	2	0.139873	624.844
5338	212.53	0.20771	32.0207	0.343933	0.237347	3	0	21.9065	1	0.0715109	2382.44
5339	118.583	0.932904	26.6657	0.0785336	0.299851	4	0	17.9922	0	0.13184	1793.35
5340	138.746	0.519909	23.2226	0.298635	0.314387	1	1	17.6055	2	0.179671	-1.29807e+033
5341	143.916	0.431414	37.5068	0.204014	0.433108	18	0	22.0377	1	0.170329	0
5342	180.708	0.474066	22.5747	0.428157	0.219584	0	1	5.96593	0	0.104077	-1.29807e+033
5343	52.9806	0.597817	20.1113	0.445543	0.587191	5	1	13.5708	2	0.120432	-1.29807e+033
