Simulation	"Annual financial bail-out"	Attention rate for planning new infrastructure	Default infrastructure aging time	Maximum capacity exceeding	Percentage of income used for maintenance	Staff Hired	Staff required for tankers	Staff service time	switch policy staff attention	Target percentage infrastructure maintenance	householdshortage
5344	221.981	0.520206	24.5526	0.244348	0.32336	6	0	6.30871	0	0.214544	0
5345	187.646	0.0984165	29.1119	0.123444	0.271093	9	0	22.3252	2	0.069189	556.907
5346	145.125	0.299263	20.0012	0.247926	0.432572	11	1	5.93683	1	0.174837	0
5347	53.1237	0.758948	33.7432	0.291033	0.502566	13	1	16.0302	1	0.170309	0
5348	149.776	0.0577181	22.8318	0.409927	0.507535	25	0	6.90755	0	0.0912637	0
5349	8.60999	0.566306	30.1314	0.442279	0.542545	10	1	24.5586	2	0.19452	0
5350	158.792	0.871604	34.2553	0.418539	0.502673	7	0	23.1654	2	0.230467	0
5351	146.524	0.445739	22.8423	0.273372	0.508617	21	1	8.31593	1	0.232822	0
5352	174.557	0.304485	37.5084	0.314053	0.550691	12	0	9.40281	0	0.132364	0
5353	208.095	0.0500398	27.3133	0.347774	0.295877	20	0	5.68114	2	0.210191	0
5354	167.219	0.438671	29.7229	0.209665	0.301169	23	1	13.0684	1	0.180816	0
5355	240.942	0.979177	38.3234	0.213379	0.375173	14	1	8.72619	0	0.172593	0
5356	132.821	0.88902	24.629	0.128895	0.269718	17	0	10.61	1	0.225541	1194.29
5357	212.523	0.924307	31.713	0.356607	0.483064	2	0	20.8811	0	0.129882	139739
5358	116.686	0.665277	39.7504	0.288625	0.435715	22	1	24.6288	2	0.173254	0
5359	76.0152	0.779175	39.2832	0.230268	0.429017	11	0	20.1798	2	0.219762	0
5360	186.539	0.0889928	29.9666	0.356513	0.439309	20	1	22.7734	1	0.0718508	0
5361	205.816	0.289471	26.5493	0.252482	0.455125	1	1	17.9766	0	0.182855	191285
5362	128.802	0.072188	21.7778	0.290505	0.346002	25	0	12.7768	1	0.152854	0
5363	208.903	0.599996	38.219	0.287383	0.221269	0	1	10.8236	0	0.174647	156557
5364	170.931	0.466475	33.0965	0.266622	0.392082	10	0	19.5297	2	0.196245	0
5365	158.97	0.862263	36.661	0.210968	0.202091	18	1	22.6458	0	0.194963	0
5366	98.2922	0.0839638	24.9681	0.227568	0.479269	7	0	8.03221	1	0.0996556	0
5367	97.8106	0.114889	24.5636	0.488531	0.208203	9	1	23.6444	2	0.246116	-1.29807e+033
5368	28.3408	0.176046	31.206	0.0861342	0.210646	21	0	16.2921	1	0.233369	2147.12
5369	34.6408	0.290507	33.4641	0.483181	0.321308	23	1	12.5549	0	0.0861797	0
5370	216.262	0.920536	25.0116	0.0483088	0.315088	5	0	23.5553	2	0.15758	2332.41
5371	15.839	0.682538	38.4329	0.101466	0.328194	8	1	12.6373	1	0.237428	487.65
5372	153.009	0.949707	31.877	0.180361	0.243964	15	0	17.2332	0	0.119067	0
5373	243.68	0.562923	37.9312	0.383691	0.226153	3	0	6.76311	2	0.123834	69512.6
5374	183.614	0.19184	32.4995	0.0883905	0.339826	24	1	11.2622	1	0.053955	561.489
5375	118.149	0.983682	27.4053	0.41981	0.46044	4	1	20.4099	0	0.116905	154948
5376	54.695	0.731547	38.9075	0.152757	0.366267	12	0	16.4028	2	0.114616	0
5377	37.3159	0.534271	24.8687	0.489335	0.210721	19	0	20.8066	2	0.0901396	0
5378	4.4632	0.907529	38.6524	0.439215	0.579908	6	1	16.5453	0	0.155254	0
5379	89.184	0.270682	28.2839	0.41082	0.272397	14	0	13.1973	1	0.0657381	0
5380	123.615	0.660145	25.439	0.241455	0.220331	13	1	8.95866	2	0.228835	252.711
5381	236.76	0.321427	35.2014	0.142064	0.517755	17	1	16.384	1	0.212284	0
5382	20.0868	0.415818	24.1053	0.202802	0.420801	16	0	8.87477	0	0.216774	0
5383	113.281	0.944854	28.8602	0.378081	0.38271	23	0	8.61111	1	0.193345	0
5384	188.995	0.0341882	32.8639	0.154603	0.423735	17	1	11.7821	0	0.222792	0
5385	226.326	0.987901	22.4343	0.0663575	0.397678	12	0	17.069	2	0.0603736	1505.61
5386	196.988	0.255369	30.5223	0.394307	0.439197	16	1	19.4563	0	0.215663	0
5387	91.4992	0.636727	24.2725	0.246814	0.45807	14	0	5.75845	1	0.247712	0
5388	47.2811	0.0478701	35.3008	0.434794	0.534176	5	1	22.2268	2	0.12126	0
5389	143.743	0.703313	32.5385	0.331271	0.368292	2	0	19.9547	2	0.12288	104679
5390	3.5578	0.450878	35.2384	0.00217427	0.324091	19	1	14.8952	0	0.131748	4386.91
5391	164.282	0.566708	23.6405	0.233119	0.260111	25	0	12.3457	1	0.0764719	38.9023
5392	188.15	0.161875	39.4507	0.388462	0.376967	18	1	16.8958	0	0.168517	0
5393	17.0375	0.430657	36.9332	0.00637266	0.214151	8	1	21.2969	2	0.181187	4484.63
5394	136.645	0.100922	35.5311	0.0787194	0.254063	20	0	13.9029	1	0.0607453	1311.76
5395	185.432	0.491529	33.2401	0.0172787	0.355413	10	1	6.66398	2	0.171246	2626.24
5396	146.889	0.048601	22.4081	0.363522	0.422314	1	0	21.943	1	0.224969	-1.29807e+033
5397	48.2167	0.849072	26.6097	0.155479	0.33849	21	1	5.61883	0	0.199867	233.037
5398	194.46	0.257236	21.6651	0.223322	0.59594	0	0	17.282	1	0.186873	-1.29807e+033
5399	57.7941	0.761057	21.5746	0.384467	0.274997	9	0	21.5184	0	0.0805433	0
5400	200.996	0.100314	27.0567	0.109183	0.49013	4	1	14.6196	2	0.155034	7272.4
5401	159.854	0.495148	32.9621	0.380732	0.409303	24	1	14.8184	1	0.184394	0
5402	85.7405	0.100031	28.7887	0.366118	0.425647	3	0	11.4236	2	0.208841	97791.1
5403	155.487	0.716263	31.6532	0.275897	0.496547	22	0	5.53634	0	0.119174	0
5404	4.60795	0.635585	29.8472	0.346163	0.211167	11	1	6.5538	1	0.196906	2933.24
5405	216.63	0.763701	33.0528	0.185813	0.583579	7	0	23.7894	2	0.199777	0
5406	211.705	0.870054	39.9306	0.206379	0.325998	6	1	11.6768	0	0.230231	0
5407	164.929	0.446693	27.3621	0.427212	0.249593	13	0	20.6983	1	0.0890478	0
5408	14.0687	0.891254	38.3575	0.0757884	0.352069	15	1	14.1502	0	0.122414	958.747
5409	60.5751	0.301815	20.4177	0.140238	0.395874	10	0	13.3579	2	0.23341	671
5410	200.584	0.759108	38.4113	0.140609	0.255392	4	1	15.3187	0	0.212513	0
5411	162.011	0.518322	29.37	0.0404402	0.299339	0	0	9.59657	1	0.209347	179747
5412	165.296	0.117067	32.7796	0.400163	0.288707	17	1	24.871	2	0.155151	0
5413	104.806	0.966927	21.7037	0.424043	0.508324	23	0	6.59832	1	0.0802548	0
5414	54.2592	0.0191846	36.0977	0.345512	0.442569	16	1	12.6536	0	0.0548327	0
5415	56.6383	0.952886	23.5898	0.473639	0.22151	12	1	19.7654	2	0.0887067	0
5416	218.483	0.12513	39.2503	0.274474	0.228618	9	0	10.1373	0	0.183701	0
5417	210.611	0.0360753	36.6078	0.0930791	0.322403	14	0	9.05399	1	0.239155	324.453
5418	245.467	0.117778	33.1198	0.360784	0.523268	20	1	12.5803	2	0.155169	0
5419	158.763	0.439331	34.4168	0.25359	0.224229	22	0	24.3504	1	0.137779	0
5420	101.252	0.622841	21.5204	0.225184	0.445265	11	1	11.7441	0	0.1701	0
5421	245.758	0.782607	20.8256	0.0949304	0.367352	18	0	9.06941	2	0.155609	1020.91
5422	113.436	0.253847	37.2067	0.320972	0.379403	1	1	10.9357	0	0.165512	148525
5423	225.067	0.972834	24.8834	0.391308	0.364752	15	1	23.32	2	0.222525	0
5424	51.9348	0.42088	21.4748	0.407186	0.466841	19	0	6.98661	1	0.228158	0
5425	154.109	0.711347	35.2223	0.272687	0.232434	7	1	9.84746	1	0.117303	0
5426	205.933	0.04372	25.8739	0.214156	0.518759	21	0	8.09458	0	0.0635408	0
5427	102.613	0.409304	27.9512	0.433299	0.491357	24	1	8.00817	2	0.185636	0
5428	233.771	0.0332933	33.8486	0.141105	0.234771	2	0	6.0386	2	0.157614	81451.7
5429	82.2046	0.958112	25.7137	0.194123	0.22403	25	0	13.1084	0	0.0677831	793.079
5430	117.511	0.0661247	22.6925	0.386481	0.362459	3	1	12.797	1	0.136076	-1.29807e+033
5431	228.131	0.827673	25.5473	0.240714	0.297265	13	0	21.7525	0	0.176823	0
5432	44.9604	0.715432	38.6674	0.335392	0.291587	8	1	7.62778	2	0.134743	0
5433	163.754	0.619896	23.5744	0.171996	0.282438	5	0	14.4011	1	0.174108	66032.6
5434	67.5437	0.708172	27.0184	0.234378	0.221099	6	1	18.741	0	0.0776789	225.009
5435	64.3074	0.917278	27.3579	0.017071	0.273891	15	1	19.4115	2	0.220429	4096.98
5436	33.3159	0.230733	37.511	0.340184	0.536948	4	0	7.50983	1	0.172456	139651
5437	170.459	0.668531	33.8801	0.416426	0.262969	0	1	9.56827	2	0.0893921	175738
5438	178.804	0.417135	20.3598	0.259402	0.472459	18	0	21.0052	0	0.246468	0
5439	17.2775	0.430754	35.8444	0.125452	0.394037	2	1	20.5469	1	0.0826881	4206.31
5440	234.995	0.718928	27.8544	0.145644	0.522338	5	0	22.5567	0	0.0965463	0
5441	217.39	0.892867	35.9184	0.00829451	0.5677	25	0	8.35124	1	0.129842	2432
5442	202.845	0.3185	23.4876	0.494537	0.377911	13	1	13.9356	2	0.121681	0
5443	210.312	0.518475	27.2114	0.433909	0.354579	1	1	22.8924	0	0.197566	191691
5444	102.054	0.622432	26.2525	0.180951	0.487038	14	0	17.9166	2	0.183252	0
5445	111.856	0.745273	38.0108	0.0339946	0.451825	19	1	15.6067	1	0.233887	1422.44
5446	111.244	0.0906846	30.3817	0.490806	0.43039	9	0	22.4031	1	0.145996	0
5447	36.9221	0.339173	37.3283	0.316864	0.561807	16	0	21.6069	0	0.0829937	0
5448	38.466	0.849975	25.1759	0.0162974	0.232374	17	1	11.6104	2	0.0512994	4986.51
5449	66.1536	0.38003	32.0766	0.468865	0.35042	6	0	11.8595	1	0.134699	0
5450	127.923	0.938095	33.8839	0.479009	0.394861	7	1	8.62563	2	0.139313	0
5451	72.1161	0.0285739	34.3834	0.242564	0.555873	11	0	24.4587	0	0.0601691	0
5452	237.174	0.231724	21.2974	0.142451	0.377703	10	1	23.2136	0	0.238133	315.893
5453	112.994	0.0617867	31.4952	0.107523	0.352612	3	1	16.5911	1	0.207957	103812
5454	179.054	0.540153	32.3437	0.189495	0.293698	12	0	10.6657	2	0.168836	0
5455	173.809	0.961432	38.7631	0.272739	0.327434	24	0	21.1727	1	0.201156	0
5456	28.7106	0.0458783	36.9151	0.249897	0.424703	22	1	5.16117	0	0.0516696	0
5457	167.911	0.137713	29.4285	0.0944895	0.550904	8	0	7.61046	2	0.181309	402.414
5458	212.283	0.223794	31.0344	0.0549327	0.59866	23	1	15.3715	1	0.152088	1074.87
5459	185.035	0.566852	32.6544	0.139844	0.463413	21	1	19.0842	2	0.157956	0
5460	140.476	0.209148	39.5028	0.0280133	0.29896	20	0	19.8407	0	0.163325	2364.43
5461	161.761	0.202288	30.7678	0.160923	0.556173	0	1	23.9719	2	0.216959	162740
5462	146.93	0.535499	20.0964	0.184195	0.507967	14	0	11.0197	0	0.0977183	60.1286
5463	188.26	0.418265	39.2494	0.288361	0.566234	16	1	19.3946	1	0.195157	0
5464	186.883	0.69728	24.6136	0.272641	0.484316	12	0	22.2396	1	0.117446	0
5465	229.84	0.175611	22.7641	0.133058	0.279719	25	1	5.85038	2	0.218139	851.376
5466	25.2308	0.439666	34.8364	0.339911	0.40087	8	0	15.7908	0	0.0940558	0
5467	12.0253	0.257011	33.5376	0.403156	0.460141	15	0	8.57531	2	0.0541066	0
5468	140.591	0.394984	26.6271	0.232145	0.515215	20	1	15.3424	0	0.108631	0
5469	70.6282	0.94836	20.1877	0.285487	0.360384	24	1	7.70445	1	0.0620539	0
5470	48.0116	0.285404	29.3765	0.308148	0.44303	17	0	21.0213	2	0.0645128	0
5471	136.059	0.515845	38.3121	0.443543	0.576935	1	0	20.26	1	0.10389	147294
5472	17.3834	0.900319	24.5093	0.114927	0.271355	13	1	13.3141	0	0.0969507	2085.07
5473	122.059	0.092511	37.7314	0.259276	0.480167	10	0	10.404	2	0.158121	0
5474	27.2748	0.366894	24.7771	0.0454355	0.37478	2	1	21.2051	1	0.0529713	8587.98
5475	212.07	0.893187	37.783	0.351376	0.256301	5	0	13.2607	0	0.247283	0
5476	7.68358	0.508909	26.1345	0.0432246	0.257065	9	1	5.545	0	0.218733	3763.6
5477	223.972	0.29411	31.766	0.0450182	0.206282	21	1	23.0556	2	0.219884	2767.11
5478	170.026	0.708924	22.0873	0.40924	0.284157	22	0	5.49363	1	0.125685	0
5479	229.297	0.185119	39.1496	0.320487	0.523006	19	1	11.2838	0	0.238902	0
5480	189.349	0.625678	29.6221	0.45688	0.233097	6	0	10.2965	1	0.129624	2406.73
5481	128.498	0.518369	34.4603	0.431778	0.266051	3	0	9.63289	2	0.0594712	447.916
5482	139.2	0.758048	36.1869	0.396855	0.466336	18	1	23.507	0	0.0605849	0
5483	89.2614	0.459542	31.9449	0.268476	0.21776	23	1	6.38252	2	0.23192	0
5484	103.625	0.447666	30.5432	0.334654	0.303393	7	0	24.184	1	0.128183	0
5485	145.652	0.942341	26.7351	0.118644	0.463929	4	1	9.84269	0	0.0723129	156955
5486	127.029	0.211058	21.9335	0.468502	0.593448	11	0	16.2692	1	0.194616	0
5487	153.042	0.767927	37.0848	0.0666922	0.583353	12	0	18.1258	2	0.104702	580.966
5488	45.8577	0.26952	28.3429	0.105884	0.278385	23	1	8.10187	2	0.132121	1411.32
5489	118.46	0.492358	29.1986	0.289789	0.262859	15	1	11.7363	1	0.235457	0
5490	37.8489	0.140932	36.9814	0.395612	0.55775	11	0	10.2547	0	0.10587	0
5491	176.469	0.790453	36.7009	0.0732197	0.298261	6	0	11.8558	2	0.0820733	993.797
5492	82.0584	0.0597055	31.3021	0.391768	0.222722	22	1	11.1789	0	0.0938917	0
5493	111.214	0.84837	20.9257	0.219375	0.294607	5	1	11.7125	1	0.112458	-1.29807e+033
5494	9.18337	0.952212	36.6626	0.00626357	0.48964	10	0	10.7861	1	0.123089	2944.71
5495	240.575	0.975141	35.555	0.207821	0.463118	7	0	12.0507	0	0.150965	0
5496	82.4676	0.823049	23.6283	0.373472	0.386329	4	1	16.5654	2	0.124056	-1.29807e+033
5497	233.057	0.587635	29.8134	0.449521	0.420249	16	1	21.5417	2	0.13836	0
5498	181.374	0.654878	32.3744	0.317705	0.4394	1	0	21.8256	1	0.176671	174913
5499	85.9567	0.455356	32.1109	0.256792	0.319797	18	0	21.7031	0	0.227495	0
5500	236.651	0.686221	25.1777	0.397916	0.523448	0	1	10.2369	2	0.10336	212162
5501	193.25	0.638153	31.0434	0.408455	0.574644	8	0	19.2119	0	0.124948	0
5502	167.003	0.194752	34.1689	0.161937	0.55789	21	1	22.1484	1	0.154048	0
5503	57.8724	0.861685	32.969	0.430947	0.438894	14	1	16.377	0	0.0923719	0
5504	218.78	0.0705025	34.4819	0.148135	0.425377	9	0	9.47097	1	0.121165	0
5505	120.376	0.394568	25.7729	0.333249	0.232899	2	1	10.6414	2	0.191363	215246
5506	245.158	0.705816	24.6571	0.465908	0.439661	19	0	18.0332	0	0.0915838	0
5507	102.889	0.764442	39.5376	0.489991	0.43843	24	0	5.17679	1	0.0736675	0
5508	132.753	0.128014	31.5964	0.204456	0.375903	17	1	21.1278	2	0.136544	0
5509	81.3667	0.276544	31.7313	0.0571205	0.201635	13	1	22.4234	0	0.0942584	2794
5510	41.4894	0.432902	28.365	0.040322	0.340081	20	0	14.7147	1	0.152009	2724.68
5511	209.827	0.0688173	24.4939	0.0792518	0.273275	25	1	12.1622	2	0.194494	1952.57
5512	65.0325	0.280512	24.6321	0.468002	0.376285	3	0	17.315	2	0.163943	-1.29807e+033
5513	208.799	0.113645	20.2257	0.0870479	0.344092	4	1	18.3691	0	0.229325	2628.11
5514	177.496	0.199371	35.8891	0.16805	0.329038	1	0	6.55476	1	0.206118	165497
5515	50.1494	0.569253	27.9875	0.448446	0.505755	6	0	12.1286	0	0.187172	0
5516	134.801	0.912337	22.711	0.200419	0.434625	24	1	14.576	1	0.155404	0
5517	99.7787	0.343468	38.9458	0.406273	0.313062	22	1	5.32278	2	0.134538	0
5518	163.889	0.0320313	20.196	0.150319	0.376421	12	0	5.05481	1	0.23276	180667
5519	147.712	0.847045	23.4756	0.113796	0.324025	16	1	24.3556	0	0.0675303	995.391
5520	150.685	0.192403	31.9419	0.29	0.255989	21	0	14.9579	2	0.109039	0
5521	10.9455	0.536324	39.7736	0.453992	0.367931	2	1	7.31163	0	0.222251	88978.3
5522	166.839	0.02632	39.1873	0.107983	0.200192	14	0	11.4333	2	0.0560749	727.872
5523	11.5451	0.751732	36.6426	0.0111484	0.280256	10	1	19.6656	1	0.0831853	3715.74
5524	3.54473	0.651529	22.1217	0.235952	0.516887	8	0	9.78039	0	0.144433	0
5525	45.2319	0.450511	37.2082	0.0104501	0.424498	18	1	13.78	1	0.108262	2789.08
5526	36.7701	0.903414	36.0432	0.0605717	0.487148	11	0	17.1198	2	0.242098	716.97
5527	108.213	0.274493	33.6167	0.421517	0.322633	5	0	21.2425	1	0.0991909	0
5528	237.749	0.793903	31.2696	0.182675	0.583448	15	1	20.2884	2	0.226751	0
5529	52.1665	0.590227	22.4978	0.0746779	0.272646	17	1	23.6986	0	0.152806	3251.04
5530	180.637	0.519653	39.2243	0.393013	0.515524	9	0	18.9703	2	0.124492	0
5531	16.9323	0.0494435	35.3899	0.179032	0.374993	7	1	24.0641	1	0.0512776	0
5532	178.753	0.369164	20.4648	0.442005	0.386578	13	0	5.52892	0	0.0982666	0
5533	156.234	0.599597	27.2421	0.330867	0.213709	3	1	20.8749	0	0.0527786	115500
5534	57.6049	0.961066	36.4612	0.0597879	0.3782	23	0	12.3987	2	0.234733	1222.21
5535	248.55	0.63805	25.4749	0.46346	0.538925	0	1	9.23743	1	0.111168	211945
5536	59.2498	0.309927	37.2578	0.00544928	0.216315	25	0	24.7704	0	0.23491	4431.53
5537	75.9943	0.781245	27.5627	0.38497	0.252595	20	0	17.7919	2	0.0803726	0
5538	218.394	0.325485	24.3748	0.413367	0.505243	19	1	24.3392	1	0.0555491	0
5539	59.4309	0.692043	39.7055	0.46204	0.283855	24	0	23.0636	2	0.165098	0
5540	102.405	0.0175005	26.6969	0.0565806	0.228559	23	1	19.6759	0	0.0564707	3181.75
5541	149.743	0.250359	39.9709	0.496937	0.411054	17	0	18.6235	1	0.0503426	0
5542	111.267	0.894353	25.3734	0.254184	0.520531	6	1	18.5183	0	0.0564557	0
5543	98.4966	0.248994	36.2725	0.11574	0.317458	4	1	18.5825	2	0.0608254	199.565
5544	54.8612	0.334235	31.3057	0.100111	0.511922	9	0	22.3171	1	0.207567	260.48
5545	50.4843	0.925341	39.8584	0.25671	0.424975	15	1	14.2534	2	0.187753	0
5546	192.006	0.206078	34.3227	0.20442	0.406707	8	0	19.1259	0	0.0560862	0
5547	40.7802	0.638236	25.3017	0.204805	0.363976	12	1	18.1155	1	0.211871	0
5548	124.232	0.282324	31.6721	0.458243	0.280961	22	0	6.4786	2	0.149457	0
5549	246.718	0.751343	26.7639	0.156957	0.568879	13	0	13.7833	0	0.0529897	0
5550	163.01	0.499319	21.5067	0.142422	0.238623	11	1	6.18383	1	0.169337	98237.3
5551	164.456	0.726457	22.148	0.480404	0.554258	5	1	18.7478	2	0.154315	-1.29807e+033
5552	66.759	0.640036	23.2938	0.439361	0.376594	19	0	7.47451	0	0.144203	0
5553	112.907	0.968624	31.5347	0.351929	0.431035	21	0	22.5184	1	0.113288	0
5554	24.1513	0.891375	39.8075	0.348076	0.588366	18	1	12.9626	1	0.061408	0
5555	238.011	0.0134516	39.58	0.30821	0.267533	2	0	11.0164	0	0.13476	139679
5556	203.733	0.328387	35.641	0.169418	0.493922	25	1	24.8092	2	0.105794	0
5557	179.151	0.780376	27.1901	0.181984	0.26425	3	1	17.2921	1	0.145054	66321.5
5558	14.9925	0.819226	20.0777	0.317277	0.21178	0	0	12.4757	0	0.164914	-1.29807e+033
5559	196.865	0.783535	27.4243	0.253301	0.403344	1	0	12.1513	2	0.167955	187118
5560	37.1083	0.789774	28.4385	0.168781	0.4517	7	1	19.6489	1	0.0635906	0
5561	196.773	0.0489548	21.7838	0.11346	0.350294	10	0	21.6539	0	0.119349	712.992
5562	1.89255	0.716181	27.0648	0.262736	0.537449	20	1	7.24659	2	0.2048	0
5563	43.9344	0.320276	36.7697	0.322164	0.2927	16	1	10.5522	2	0.105881	0
5564	106.172	0.515734	34.765	0.181748	0.568601	14	0	23.4637	0	0.21841	0
5565	139.248	0.0904064	38.1672	0.448884	0.366181	1	1	9.83911	1	0.060146	155515
5566	119.602	0.590799	24.5448	0.341717	0.413069	21	0	19.3609	1	0.0505784	0
5567	235.722	0.544369	23.4305	0.0491673	0.509903	7	1	17.8067	0	0.183271	1752.7
5568	150.728	0.894162	24.9508	0.19481	0.509543	6	0	17.8218	2	0.136415	0
5569	191.652	0.143339	20.0103	0.275233	0.282963	4	0	24.0352	1	0.183235	-1.29807e+033
5570	140.551	0.583571	29.157	0.416576	0.412959	23	1	21.0679	0	0.210583	0
5571	10.1304	0.568264	22.2988	0.0240486	0.335375	24	1	14.6405	2	0.0664997	4330.56
5572	50.7838	0.350857	26.2239	0.13085	0.480033	5	0	15.5657	0	0.187011	42.1612
5573	193.815	0.510579	24.6394	0.483648	0.230338	22	1	11.4305	1	0.104245	0
5574	131.7	0.0482138	30.6768	0.492818	0.343206	2	0	13.587	2	0.167148	62120.4
5575	228.384	0.300176	31.5754	0.116312	0.568044	13	1	7.6995	0	0.0676212	38.9369
5576	214.113	0.529386	21.7615	0.435176	0.30941	25	0	10.7955	2	0.222811	0
5577	80.5269	0.470547	34.3482	0.231806	0.488634	15	0	24.5241	1	0.0942857	0
5578	105.762	0.750607	38.455	0.186746	0.544924	0	1	20.9884	2	0.112724	144732
5579	247.498	0.698218	35.4258	0.451801	0.239765	10	0	16.8006	0	0.185133	0
5580	81.5063	0.523265	29.8584	0.126524	0.245956	12	1	19.3525	1	0.148393	955.144
5581	190.458	0.693037	20.6135	0.270873	0.47795	8	1	21.6622	0	0.140807	0
5582	144.28	0.136163	24.0603	0.496765	0.430259	18	0	8.01977	2	0.222185	0
5583	100.661	0.428615	36.9889	0.416624	0.258545	14	1	8.4942	1	0.17002	0
5584	5.74826	0.685472	35.2777	0.183182	0.376173	9	0	23.9647	2	0.104	0
5585	39.3239	0.559332	29.132	0.0545219	0.370114	11	1	19.6407	1	0.120961	1988.14
5586	161.404	0.286904	22.9792	0.357881	0.323461	19	0	8.48009	0	0.235511	0
5587	47.0972	0.391165	35.4554	0.0320043	0.433505	17	1	22.5428	0	0.103429	1912.35
5588	22.4148	0.181515	20.0123	0.28889	0.368794	20	0	8.40765	1	0.201838	0
5589	143.719	0.841101	38.6212	0.184392	0.487649	16	1	8.16146	2	0.152872	0
5590	52.6014	0.922437	24.5679	0.230683	0.350253	3	0	24.7646	0	0.12829	0
5591	148.732	0.07956	34.7269	0.060479	0.455568	3	1	19.9081	1	0.188833	37092
5592	30.7828	0.742895	35.5714	0.308587	0.374684	22	0	15.7757	2	0.22671	0
5593	59.7902	0.426648	25.4111	0.397324	0.563626	4	0	20.6225	2	0.0583511	0
5594	138.351	0.091044	21.8111	0.125795	0.500012	13	1	23.7534	0	0.184988	481.631
5595	163.22	0.0235921	23.1107	0.267126	0.598465	10	1	17.4966	1	0.0955906	0
5596	122.748	0.596625	39.4414	0.31423	0.383713	5	0	9.10093	1	0.190238	47229.9
5597	173.419	0.978879	38.6439	0.0212604	0.391598	21	1	5.57536	2	0.112529	2030.31
5598	119.923	0.787222	20.1249	0.367652	0.588994	2	0	16.6877	0	0.234114	-1.29807e+033
5599	211.842	0.489212	32.0957	0.35218	0.560476	6	0	14.0358	2	0.162084	0
5600	140.873	0.449182	25.9913	0.328468	0.33602	19	1	11.8901	0	0.0740511	0
5601	72.5757	0.11508	34.1516	0.145494	0.569429	14	0	21.6921	1	0.112468	0
5602	180.74	0.0448761	33.9834	0.397477	0.277469	25	1	14.6818	0	0.162889	0
5603	179.591	0.630977	28.0205	0.369283	0.481157	15	0	9.58651	1	0.177674	0
5604	220.668	0.154477	35.7867	9.33834e-005	0.311422	24	1	7.76624	2	0.179164	4105.3
5605	134.48	0.666068	20.4106	0.267095	0.5627	12	0	12.953	1	0.0613529	0
5606	244.273	0.157039	22.1644	0.260864	0.550864	16	1	6.59309	2	0.166986	0
5607	135.635	0.54513	39.6116	0.103795	0.421475	11	0	23.8274	0	0.0721895	0
5608	170.13	0.301339	38.279	0.415684	0.46423	1	1	23.0069	0	0.16128	4243.89
5609	100.227	0.499807	27.0558	0.457968	0.387806	8	0	18.3361	2	0.218783	0
5610	231.68	0.057389	36.8326	0.0398062	0.232665	18	1	9.64859	1	0.142366	2331.58
5611	104.079	0.476988	33.7846	0.190158	0.288237	17	1	5.35635	2	0.114592	0
5612	227.66	0.961957	27.7808	0.455153	0.449329	7	0	18.6582	1	0.244491	0
5613	52.5654	0.986144	32.8778	0.479501	0.568834	0	0	16.4955	0	0.235296	176609
5614	52.183	0.382637	34.2567	0.050409	0.436786	20	1	14.0526	2	0.135507	1312.82
5615	187.524	0.18464	37.8126	0.368644	0.420436	9	1	5.23633	1	0.146985	0
5616	227.817	0.198942	36.6038	1.71307e-005	0.311897	23	0	18.7063	0	0.242595	4051.35
5617	42.1884	0.784431	21.4387	0.101732	0.383199	1	1	22.9215	2	0.104979	206506
5618	130.339	0.959518	39.747	0.468497	0.269444	15	0	14.2554	1	0.168367	0
5619	233.722	0.669967	31.6543	0.371134	0.506272	21	1	11.5004	0	0.0736856	0
5620	113.815	0.668166	26.3712	0.314366	0.255768	2	0	22.0951	2	0.175233	194253
5621	203.925	0.580775	23.9663	0.29368	0.564014	7	0	23.5924	1	0.238652	0
5622	143.067	0.379262	38.3966	0.447622	0.288723	22	1	18.6996	0	0.211706	0
5623	217.501	0.19933	24.0297	0.436645	0.438525	0	0	6.69759	1	0.237618	-1.29807e+033
5624	194.187	0.919899	38.5212	0.17889	0.501622	18	1	19.4427	0	0.125985	0
5625	156.089	0.103461	23.189	0.298129	0.232239	3	0	16.1377	2	0.0528925	-1.29807e+033
5626	51.8619	0.074823	36.1572	0.370691	0.513124	14	1	11.9572	0	0.164099	0
5627	150.351	0.437984	25.8523	0.408135	0.200893	24	0	22.3332	1	0.160594	0
5628	116.102	0.0983728	20.1711	0.26414	0.482016	9	1	15.2	2	0.178161	0
5629	156.11	0.577221	23.386	0.072553	0.368752	11	0	19.9286	2	0.0591992	1520.39
5630	75.9148	0.0340053	26.4195	0.198047	0.261121	4	1	22.2222	0	0.129014	26567.1
5631	125.608	0.0318064	20.2147	0.358941	0.346963	23	1	13.7688	1	0.191684	0
5632	165.77	0.878942	37.9019	0.12854	0.248172	19	0	9.60619	0	0.0882921	163.62
5633	54.0213	0.618831	36.871	0.0790065	0.560627	20	0	10.3242	2	0.0934369	395.999
5634	193.953	0.341899	35.1454	0.394077	0.487274	17	1	8.67102	1	0.119544	0
5635	158.738	0.548022	35.1574	0.440172	0.562277	13	1	23.1539	0	0.0616236	0
5636	146.329	0.906808	37.173	0.176987	0.414399	12	0	17.1545	1	0.138878	0
5637	201.642	0.853768	39.7605	0.309492	0.430061	16	0	6.07288	2	0.0978586	0
